公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
3698,隆達,611233.0,851839,758377,-28.24,-19.40,1463072,1726836,-15.27
4934,太極能源,174560.0,149056,145157,17.11,20.25,323616,447357,-27.66
4942,嘉彰,593211.0,627595,349038,-5.47,69.95,1220806,841157,45.13
4956,光鋐,89424.0,83727,61355,6.80,45.74,173151,171514,0.95
4960,誠美材,1166891.0,1445663,691412,-19.28,68.76,2612554,1606412,62.63
4976,佳凌,83403.0,130951,110829,-36.30,-24.74,214354,244278,-12.24
5234,達興材料,336214.0,405274,312992,-17.04,7.41,741488,680875,8.90
5259,奕智博,1454.0,3066,15978,-52.57,-90.89,4520,32788,-86.21
5484,慧友電子,24782.0,28431,29146,-12.83,-14.97,53213,59024,-9.84
6116,彩晶,880939.0,1175279,1136537,-25.04,-22.48,2056218,3062497,-32.85
6120,達運,1318757.0,1496892,1447298,-11.90,-8.88,2815649,3106308,-9.35
6131,悠克國際,3111.0,1143,-6995,172.17,144.47,4254,-50527,108.41
6164,華興電子,45569.0,98715,66444,-53.83,-31.41,144284,163126,-11.55
6168,宏齊科技,201829.0,213720,253868,-5.56,-20.49,415549,524612,-20.78
6176,瑞儀光電,3962570.0,5606787,3019445,-29.32,31.23,9569357,7563924,26.51
6209,今國光學,174223.0,335650,170255,-48.09,2.33,509873,463968,9.89
6225,天瀚,633.0,1249,263,-49.31,140.68,1882,492,282.52
6226,光鼎電子,62495.0,71510,67033,-12.60,-6.76,134005,150854,-11.16
6278,台表科,2340948.0,3342939,1660014,-29.97,41.01,5683887,3970020,43.17
6289,華上光電,10227.0,10032,17456,1.94,-41.41,20259,47394,-57.25
6405,悅城科技,32894.0,36269,54125,-9.30,-39.22,69163,136831,-49.45
6443,元晶,395621.0,363105,378246,8.95,4.59,758726,812871,-6.66
6477,安集,117373.0,131243,119510,-10.56,-1.78,248616,245939,1.08
6668,中揚光,59101.0,73547,42521,-19.64,38.99,132648,114517,15.83
8104,錸寶,150624.0,180074,165963,-16.35,-9.24,330698,386409,-14.41
8105,凌巨,449572.0,727210,660147,-38.17,-31.89,1176783,1634606,-28.00
8215,明基材料,1086283.0,1184212,907436,-8.26,19.70,2270495,1965152,15.53
2314,台揚科技,514393.0,670289,500957,-23.25,2.68,1185077,1091862,8.53
2321,東訊,121932.0,162360,156087,-24.90,-21.88,284292,360329,-21.10
2332,友訊科技,1321117.0,1320807,1535853,0.02,-13.98,2641924,3127189,-15.51
2345,智邦科技,2883249.0,3876136,3122595,-25.61,-7.66,6759385,6137894,10.12
2412,中華電,16518734.0,17629710,17948284,-6.30,-7.96,34148445,36144834,-5.52
2419,仲琦,1204784.0,691252,557735,74.29,116.01,1896036,1200545,57.93
2439,美律,1311738.0,2918940,883380,-55.06,48.49,4230678,2977167,42.10
2444,兆勁,77899.0,99354,102967,-21.59,-24.34,177253,204730,-13.42
2450,神腦,2330196.0,2764999,2795927,-15.72,-16.65,5095195,5869657,-13.19
2455,全新,136370.0,142855,174631,-4.53,-21.90,279225,384052,-27.29
2485,兆赫電子,398813.0,677318,346207,-41.11,15.19,1076131,955654,12.60
2498,宏達電,625193.0,1005681,2612857,-37.83,-76.07,1630874,6016848,-72.89
3025,星通,28273.0,24705,21506,14.44,31.46,52974,49192,7.68
3027,盛達電業,56704.0,51483,53084,10.14,6.81,108187,112846,-4.12
3045,台灣大,9430726.0,10512677,9907387,-10.29,-4.81,19943403,20375436,-2.12
3047,訊舟科技,400073.0,615928,390695,-35.04,2.40,1016001,840376,20.89
3062,建漢科技,410325.0,683699,507273,-39.98,-19.11,1094024,1266727,-13.63
3311,閎暉,156198.0,224952,147989,-30.56,5.54,381149,338559,12.57
3380,明泰科技,902877.0,1092287,988417,-17.34,-8.65,1995164,2305138,-13.44
3419,譁裕實業,82966.0,139762,107246,-40.63,-22.63,222728,273427,-18.54
3596,智易科技,2663610.0,3566334,1305683,-25.31,104.00,6229944,3252358,91.55
3682,亞太電信,1096227.0,1224705,1135537,-10.49,-3.46,2320932,2345785,-1.05
3694,海華科技,356806.0,579942,359431,-38.47,-0.73,936749,868402,7.87
3704,合勤控,2119135.0,2406406,1318378,-11.93,60.73,4525541,2432175,86.06
4904,遠傳,6521560.0,7286299,6911291,-10.49,-5.63,13807859,14380965,-3.98
4906,正文,1041661.0,1624269,876504,-35.86,18.84,2665931,2164401,23.17
5388,中磊電子,1860687.0,2392580,2359652,-22.23,-21.14,4253267,5459201,-22.08
6136,富爾特,75397.0,86502,59877,-12.83,25.91,161899,120724,34.10
6142,友勁科技,126945.0,337953,162741,-62.43,-21.99,464898,484373,-4.02
6152,百一電子,140095.0,412600,291077,-66.04,-51.87,552695,897250,-38.40
6216,居易,58884.0,63635,69074,-7.46,-14.75,122519,134113,-8.64
6285,啟�眲鴔�,3824325.0,4890329,3342705,-21.79,14.40,8714654,7571560,15.09
6416,瑞祺電通,232617.0,287685,251879,-19.14,-7.64,520302,561882,-7.40
6442,光聖,134833.0,312187,172231,-56.81,-21.71,447020,408136,9.52
6674,鋐寶科技,241827.0,234912,543063,2.94,-55.46,476738,1078442,-55.79
8011,台通,90833.0,138387,109205,-34.36,-16.82,229220,259674,-11.72
8101,華冠通訊,38809.0,388913,646914,-90.02,-94.00,427722,1588268,-73.06
1471,首利,41490.0,176356,61278,-76.47,-32.29,217846,219826,-0.90
1582,信錦,492191.0,785131,451540,-37.31,9.00,1277322,1164029,9.73
2059,川湖,285556.0,449571,307134,-36.48,-7.02,735127,739298,-0.56
2308,台達電,15156604.0,18782688,13374183,-19.30,13.32,33939292,32312254,5.03
