公司代號,公司名稱,營業收入(百萬元),毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入),合計：共 860 家
1441,大東紡織,390.39,-0.46,-11.88,-19.55,-19.55,
1442,名軒,851.07,25.20,17.41,22.24,27.61,
1443,立益紡織,321.83,7.13,-3.66,-37.75,-38.62,
1444,力麗,2446.08,8.11,2.20,-7.16,-5.79,
1445,大宇紡織,381.00,8.87,1.43,-0.51,-0.20,
1446,宏和,114.63,9.56,-15.46,-23.13,-23.96,
1447,力鵬,4438.96,8.73,4.93,-4.36,-3.26,
1449,佳和實業,655.52,11.49,-1.62,-2.84,-2.84,
1451,年興紡織,2552.50,7.00,0.18,6.19,4.96,
1452,宏益,566.21,18.55,12.97,13.26,10.79,
1453,大將,4.58,-59.26,-208.04,-169.64,-167.93,
1454,台富,455.44,9.32,2.96,1.37,1.20,
1455,集盛,4126.51,11.15,8.03,6.28,5.26,
1456,怡華,182.35,17.33,2.96,-3.27,-3.27,
1457,宜進,1207.68,10.73,5.53,1.67,1.09,
1459,聯發紡織,764.05,2.96,-1.94,-7.99,-7.32,
1460,宏遠,2147.19,21.54,5.60,2.85,2.08,
1463,強盛染整,840.95,55.56,46.03,48.77,46.53,
1464,得力實業,1829.73,20.27,9.05,6.70,6.28,
1465,偉全實業,437.12,14.47,3.44,-1.11,-0.11,
1466,聚隆,901.35,11.68,5.44,2.64,2.17,
1467,南緯實業,1551.20,18.70,-1.83,-3.19,-3.79,
1468,昶和纖維,156.68,29.62,11.98,-6.98,-6.98,
1470,大統新創,179.64,23.46,7.06,6.56,5.45,
1471,首利,266.08,-8.38,-31.68,-40.60,-42.07,
1472,三洋紡,157.72,-2.28,-13.73,-16.08,-15.87,
1473,台南企業,2196.22,14.27,3.31,2.89,2.54,
1474,弘裕,784.32,17.69,9.30,3.74,3.01,
1475,本盟光電,47.63,-3.73,-23.18,-51.45,-51.49,
1476,儒鴻,5145.76,26.80,15.49,6.96,5.27,
1477,聚陽實業,5531.20,18.92,7.91,6.99,5.66,
1503,士電,5112.08,22.71,9.82,10.10,8.15,
1504,東元電機,11916.18,25.10,7.54,7.08,5.33,
1506,正道,356.06,16.61,0.47,-5.99,6.98,
1507,永大機電,4149.68,29.32,11.84,12.15,9.11,
1512,瑞利,755.33,4.30,-10.49,-13.46,-13.75,
1513,中興電,2561.21,20.20,6.53,4.54,4.12,
1514,亞力電機,749.27,13.57,2.55,-0.05,0.14,
1515,力山,884.45,21.73,2.71,0.45,0.35,
1516,川飛,298.23,2.72,1.57,1.31,1.31,
1517,利奇機械,677.45,6.32,-8.67,-10.89,-9.46,
1519,華城電機,1190.42,15.75,4.02,3.53,2.95,
1521,大億,1376.02,19.24,9.39,10.69,10.08,
1522,堤維西,4094.45,24.76,7.24,8.60,6.87,
1524,耿鼎企業,644.18,20.83,10.94,2.05,1.60,
1525,江申工業,266.81,9.48,0.37,48.85,49.95,
1526,日馳,233.49,27.55,12.56,-14.31,-12.18,
1527,鑽全,994.42,28.23,20.35,-29.73,-28.89,
1528,恩德,852.94,30.73,0.19,-1.97,-1.84,
1529,樂士,50.19,12.18,0.47,27.61,27.61,
1530,亞崴機電,957.89,18.37,4.43,-2.31,-2.68,
1531,高林股,584.62,26.30,12.94,3.01,1.78,
1532,勤美,3450.67,23.94,9.24,11.25,9.24,
1533,車王電,528.22,38.02,10.07,-1.48,-4.43,
1535,中宇,1771.07,10.83,5.41,1.41,1.10,
1536,和大工業,1699.74,34.80,23.03,15.79,15.00,
1537,廣隆光電,1720.74,24.17,17.56,13.27,10.72,
1538,正峰新,182.88,18.08,-7.46,6.90,6.90,
1539,巨庭機械,766.25,13.04,9.32,-4.54,-3.68,
1540,喬福機械,147.42,29.70,19.96,-18.51,-18.26,
1541,錩泰,837.39,18.50,8.98,-0.38,-0.50,
1558,伸興,973.53,24.09,6.84,-8.72,-8.41,
1560,中砂,1100.77,33.67,19.23,16.57,13.76,
1568,倉佑,812.58,15.16,8.32,4.60,3.04,
1582,信錦,2053.91,23.88,13.81,15.09,10.24,
1583,程泰,1585.59,24.05,6.58,-1.64,-1.93,
1589,永冠-KY,1434.68,26.88,7.49,6.37,4.55,
1590,亞德客-KY,2812.76,51.84,29.14,29.75,22.27,
1592,英瑞-KY,1468.69,38.03,11.03,8.80,6.06,
1598,岱宇國際,1111.19,31.86,6.19,-7.26,-7.66,
1603,華電,573.81,11.52,4.91,18.35,15.67,
1604,聲寶,2120.19,26.23,1.51,4.59,4.56,
1605,華新,37480.71,5.71,3.24,2.83,2.27,
1608,華榮,1937.89,7.76,5.41,7.86,6.88,
1609,大亞電線,3689.19,8.33,3.34,1.62,1.40,
1611,中電,663.37,24.06,2.64,1.66,1.84,
1612,宏泰,897.45,8.98,2.98,7.72,7.18,
1614,三洋電,1164.71,17.53,2.91,3.24,2.70,
1615,大山,488.27,8.42,2.61,1.71,1.32,
1616,億泰,613.72,3.15,-2.91,-1.80,-1.80,
1617,榮星電線,720.45,15.11,7.56,0.50,0.06,
1618,合機公司,382.85,4.53,-1.60,-1.68,-1.84,
1626,艾美特-KY,2624.51,19.06,1.49,2.14,1.44,
1701,中化,1544.71,30.80,6.79,7.60,6.16,
1702,南僑投控,3791.75,33.18,8.33,8.36,5.51,
1707,葡萄王,2003.93,86.80,22.31,23.03,19.04,
1708,東鹼,937.78,28.41,14.64,12.35,10.46,
1709,和益化工,2356.42,19.78,11.86,8.15,6.53,
1710,東聯,7116.33,19.59,16.61,13.25,10.70,
1711,永光化學,2318.07,21.13,4.99,4.99,4.08,
1712,興農,4135.35,26.07,4.54,3.87,3.36,
1713,國化,152.81,15.84,7.50,13.10,12.03,
1714,和桐化學,7964.81,8.24,2.41,1.78,1.41,
1717,長興材料,9186.92,18.38,4.01,6.04,5.22,
1720,生達化學,909.93,45.43,13.21,9.13,7.41,
1721,三晃,889.71,13.09,5.50,1.42,1.24,
1722,台肥,3248.93,21.88,11.66,19.03,15.61,
1723,中碳,1687.25,23.00,19.60,19.33,16.68,
1724,台硝,544.60,13.18,6.28,0.44,0.38,
1725,元禎,2437.50,4.86,2.41,1.28,1.08,
1726,永記造漆,1783.03,27.16,15.13,14.00,11.81,
1727,中華化學,558.35,11.27,3.35,2.17,2.08,
1730,花仙子,499.66,45.88,11.99,12.19,9.64,
1731,美吾華,377.59,44.33,9.99,7.72,5.67,
1732,毛寶,145.81,38.19,-2.27,-2.56,-2.28,
1733,五鼎,424.99,17.78,3.45,-9.17,-9.17,
1734,杏輝藥品,508.09,36.10,-5.94,-7.30,-8.51,
1735,日勝化,790.28,13.28,3.03,0.61,0.21,
1736,喬山健康,4439.53,46.31,-2.35,-1.22,-1.34,
1737,臺鹽,655.82,41.93,16.40,12.26,10.08,
1762,中化合成,272.23,30.39,0.28,-4.83,-4.37,
1773,勝一化工,1699.23,26.72,14.53,14.02,11.69,
1776,展宇,487.20,17.46,3.82,2.99,1.41,
1783,和康生技,92.67,38.45,1.35,-4.16,-4.26,
1786,科妍,48.97,51.50,1.82,-4.30,-4.30,
1789,台灣神隆,919.49,51.16,24.07,20.91,18.50,
1802,台玻,9717.78,16.08,4.18,0.36,-0.26,
1805,寶徠,2.11,4.13,-1066.60,-812.83,-812.83,
1806,冠軍,897.69,16.60,-18.23,-23.62,-23.82,
1808,潤隆,475.77,19.32,1.88,1.66,0.93,
1809,中釉,539.07,20.80,-2.07,-5.92,-7.95,
1810,和成,1262.54,24.55,-0.60,2.10,1.51,
1817,凱撒衛浴,493.25,32.31,12.66,12.91,9.73,
1902,台紙,756.14,18.34,7.59,7.35,5.27,
1903,士紙,23.58,12.76,-184.57,-206.61,-206.61,
1904,正隆,10353.68,18.71,6.34,4.83,3.75,
1905,華紙,5549.22,10.37,3.85,3.28,2.72,
1906,寶隆國際,242.30,10.99,-0.86,14.56,6.37,
1907,永豐餘,15509.59,17.75,3.86,1.11,0.40,
1909,榮成紙業,9725.88,26.28,16.25,14.00,10.15,
2002,中鋼,82984.35,11.99,7.75,6.49,5.64,
2006,東和鋼鐵,7443.65,14.10,8.03,7.72,6.66,
2007,燁興公司,2063.47,4.45,1.69,-1.12,-1.16,
2008,高興昌,223.67,-7.15,-16.53,-21.63,-21.63,
2009,第一伸銅,698.24,9.34,7.35,6.66,5.39,
2010,春源鋼鐵,4092.77,9.47,4.60,5.74,4.42,
2012,春雨,2058.83,19.14,7.94,1.93,1.49,
2013,中鋼構,4243.11,2.94,0.93,0.45,0.42,
2014,中鴻,10029.23,10.07,7.07,6.94,6.93,
2015,豐興鋼鐵,6282.30,16.65,13.44,13.70,11.46,
2017,官田鋼,1168.01,18.53,10.07,13.36,12.80,
2020,美亞鋼管,1206.96,19.19,13.40,13.82,11.44,
2022,聚亨,1707.00,10.76,3.17,1.33,0.41,
2023,燁輝,18558.32,11.53,6.07,6.41,4.72,
2024,志聯工業,349.02,17.27,11.67,8.49,7.05,
2025,千興,910.04,7.52,6.07,6.32,6.32,
2027,大成鋼,13301.02,19.20,8.62,4.02,2.17,
2028,威致鋼鐵,2359.93,8.99,7.53,6.98,6.80,
2029,盛餘,3710.28,18.61,13.41,12.43,10.29,
2030,彰源,3173.83,16.67,10.93,8.27,6.32,
2031,新光鋼,2200.50,18.51,14.66,18.87,16.57,
2032,新鋼工業,641.66,5.13,1.12,0.92,0.83,
2033,佳大世界,195.39,14.69,4.02,2.32,1.86,
2034,允強,5074.22,11.28,6.77,5.22,4.37,
2038,海光企業,1025.35,1.24,-2.56,-4.09,-3.42,
2049,上銀科技,4299.92,32.28,10.52,6.41,4.62,
2059,川湖,1125.75,57.57,46.74,9.84,9.70,
2062,橋椿,1529.89,23.58,11.89,14.86,11.92,
2069,運錩,2209.67,11.37,6.39,4.62,3.83,
2101,南港輪胎,2712.06,19.72,8.53,9.81,7.62,
2102,泰豐輪胎,1199.20,17.87,-6.54,-47.80,-47.93,
2103,台橡,8758.83,11.94,6.03,6.21,4.17,
2104,國際中橡,4856.81,26.73,18.60,16.56,10.19,
2105,正新,28641.25,25.66,11.14,9.36,6.79,
2106,建大,7303.73,21.34,5.95,3.45,2.79,
2107,厚生,468.44,31.46,21.00,-1.41,0.27,
2108,南帝化工,2978.57,18.63,9.81,7.64,5.95,
2109,華豐橡膠,1483.35,21.20,6.23,5.71,3.90,
2114,鑫永銓,323.25,34.14,24.34,6.15,5.10,
2115,六暉-KY,679.12,28.29,17.72,17.49,12.72,
2201,裕隆汽車,24792.46,20.37,5.86,6.51,5.03,
2204,中華汽車,10871.61,17.90,7.63,11.66,10.51,
2206,三陽工業,7595.92,17.84,2.01,0.96,0.35,
2208,台船公司,3230.75,-52.35,-55.92,-55.68,-46.28,
2227,裕隆日產,9856.81,18.19,7.13,17.64,14.63,
2228,劍麟,1165.61,30.47,17.46,14.58,10.75,
2231,為升,829.42,53.88,38.07,19.73,17.31,
2236,百達-KY,524.64,29.20,13.16,12.25,9.56,
2239,英利-KY,4242.25,20.80,12.13,9.82,7.65,
2301,光寶科技,51351.70,13.03,4.00,4.82,3.60,
2302,麗正,103.79,32.74,-16.46,-16.29,-16.30,
2303,聯電,37417.95,19.85,3.66,2.85,4.00,
2305,全友電腦,143.14,34.60,-24.16,-5.39,-8.21,
2308,台達電,48924.66,27.20,8.11,10.15,8.12,
2312,金寶電子,28832.31,6.10,1.82,1.73,1.29,
2313,華通,11215.41,13.11,8.50,5.26,3.55,
2314,台揚科技,1721.87,18.76,3.86,3.75,3.30,
2316,楠梓電,1381.11,7.54,0.34,-10.91,-9.32,
2317,鴻海,975043.86,7.36,3.74,3.74,3.00,
2321,東訊,760.61,11.26,-2.01,-4.91,-4.91,
2323,中環,2222.72,-3.51,-19.94,-23.02,-23.39,
2324,仁寶電腦,187427.92,4.17,1.57,0.78,0.59,
2327,國巨,7346.75,25.05,14.68,13.01,11.21,
2328,廣宇,5165.77,7.65,2.30,3.08,2.25,
2329,華泰電子,3396.94,1.28,-5.97,-6.58,-5.48,
2330,台積電,233914.40,51.94,40.76,41.82,37.46,
2331,精英,6497.21,13.96,2.20,4.32,2.95,
2332,友訊科技,4729.96,26.04,-4.09,-4.13,-4.45,
2337,旺宏,6609.98,27.46,6.27,3.09,3.06,
2338,光罩,292.72,14.22,-2.12,-9.41,-9.50,
2340,光磊,1573.01,31.11,15.97,14.20,11.82,
2342,茂矽,420.00,16.44,4.42,-9.67,-9.67,
2344,華邦電,10424.96,28.67,8.87,8.47,6.94,
2345,智邦科技,8562.23,20.03,9.10,9.83,7.57,
2347,聯強國際,76537.88,3.90,1.42,1.94,1.57,
2348,海悅,101.97,41.35,19.91,18.33,18.33,
2349,錸德科技,2328.77,9.64,-9.43,-15.74,-17.15,
2351,順德,2290.50,20.96,12.87,9.19,7.45,
2352,佳世達,31686.78,11.43,2.52,4.55,4.08,
2353,宏碁,56052.39,9.68,0.81,-0.10,0.11,
2354,鴻準,18544.89,9.14,6.08,6.44,5.47,
2355,敬鵬,6012.61,15.58,10.13,8.74,6.38,
2356,英業達,99754.99,5.57,1.63,0.63,0.36,
2357,華碩,108221.18,13.82,3.71,4.41,3.46,
2358,廷鑫,394.20,4.63,0.84,3.79,3.14,
2359,所羅門,963.09,19.38,4.99,-1.54,-1.55,
2360,致茂電子,2775.71,49.23,16.85,12.61,10.15,
2362,藍天,4839.36,28.65,9.47,4.16,0.80,
2363,矽統科技,45.22,47.25,-167.41,-243.95,-244.09,
2364,倫飛電腦,139.45,26.28,-21.75,-43.19,-43.24,
2365,昆盈企業,635.82,16.95,-5.78,-3.72,-4.19,
2367,燿華,3708.27,6.56,-4.43,-7.19,-6.49,
2368,金像電,4322.15,8.20,-2.20,-5.20,-4.27,
2369,菱生,1454.27,11.16,1.77,3.80,2.92,
2371,大同,18539.12,21.33,4.24,6.88,5.92,
2373,震旦行,3505.49,42.45,8.43,12.36,10.09,
2374,佳能,2785.27,11.98,0.30,1.09,0.49,
2375,智寶,646.79,19.10,6.40,6.26,4.89,
2376,技嘉,13328.97,15.53,2.60,2.57,1.88,
2377,微星科技,24553.25,14.37,6.03,6.55,5.59,
2379,瑞昱,9983.44,42.58,9.31,5.57,5.08,
2380,虹光精密,451.67,26.16,-23.73,-28.83,-28.98,
2382,廣達,227915.88,4.73,2.05,1.73,1.24,
2383,台光電子,5766.58,24.36,17.38,17.29,12.52,
2385,群光電子,16942.01,16.91,4.95,5.18,4.09,
2387,精元電腦,2875.52,18.00,8.81,9.75,6.98,
2388,威盛電子,1064.89,27.11,-34.14,1.66,1.30,
2390,云辰,180.64,10.09,-35.22,-49.50,-48.63,
2392,正崴,18164.65,10.21,-0.61,0.96,0.34,
2393,億光電子,6717.94,24.09,8.56,6.29,4.82,
2395,研華,10006.24,40.49,15.02,14.98,12.05,
2397,友通資訊,920.06,31.75,15.68,10.96,8.51,
2399,映泰,778.41,11.50,-1.28,-5.22,-4.54,
2401,凌陽科技,1478.64,38.81,-5.06,22.86,22.15,
2402,毅嘉科技,1474.12,4.12,-2.94,-7.19,-5.97,
2404,漢唐,3394.03,18.34,14.53,7.93,5.84,
2405,浩鑫,967.37,11.34,-9.71,-9.68,-8.33,
2406,國碩科技,2969.08,3.17,-3.24,-8.19,-8.24,
2408,南亞科,12230.57,40.07,31.50,26.87,26.84,
2409,友達,88556.82,19.69,13.57,13.49,10.65,
2412,中華電,54533.40,36.51,21.15,21.64,18.05,
2413,環科,894.43,16.09,0.59,-9.05,-9.24,
2414,精技電腦,3855.80,9.72,2.08,2.08,1.74,
2415,錩新,533.98,26.49,6.03,4.68,2.63,
2417,圓剛,540.32,52.57,-4.77,-6.45,-6.63,
2419,仲琦,1986.37,24.15,6.68,3.02,1.61,
2420,新巨,743.80,38.76,20.71,4.05,3.20,
2421,建準電機,2514.84,21.98,6.01,5.86,5.12,
2423,固緯,563.74,48.90,13.28,14.70,13.05,
2424,隴華電子,1.28,41.00,-448.95,-2150.82,-2108.57,
2425,承啟,994.64,0.96,-1.15,-7.93,-7.08,
2426,鼎元,717.30,21.95,9.88,-8.96,-8.96,
2427,三商電腦,597.35,30.81,2.46,2.17,1.50,
2428,興勤電子,1342.11,35.95,22.95,21.05,15.08,
2429,銘旺科,252.57,14.18,2.99,1.21,-5.50,
2430,燦坤實業,5121.97,15.44,2.34,2.09,1.67,
2431,聯昌電子,712.49,15.57,4.64,1.00,0.79,
2433,互盛電,867.91,35.07,15.03,22.41,19.68,
2434,統懋,46.31,-38.73,-73.01,-110.47,-110.66,
2436,偉詮電,495.21,24.54,4.45,0.62,0.83,
2438,翔耀實業,136.65,35.01,21.96,20.87,16.82,
2439,美律,4515.00,19.67,10.94,8.79,7.07,
2440,太空梭,655.92,9.71,3.33,1.79,1.62,
2441,超豐電子,2760.73,30.08,26.22,24.53,21.69,
2442,新美齊,278.90,19.07,-8.33,-9.33,-7.21,
2443,新利虹,153.21,-2.89,-35.37,-38.10,-38.13,
2444,兆勁,330.17,14.21,0.54,-4.01,-4.01,
2448,晶電,5730.56,19.73,7.28,-3.85,-4.96,
2449,京元電子,4868.86,30.36,19.23,14.59,11.52,
2450,神腦,8674.59,12.25,1.55,2.05,1.76,
2451,創見資訊,5689.77,28.36,21.45,12.02,10.09,
2453,凌群,1059.21,21.18,1.80,2.47,1.90,
2454,聯發科,56082.72,33.50,2.16,13.38,11.84,
2455,全新,493.16,34.57,23.42,18.08,15.00,
2456,奇力新,1332.24,24.80,12.81,13.14,11.00,
2457,飛宏科技,2830.83,13.32,-0.81,1.88,1.00,
2458,義隆,1589.24,43.83,14.29,9.98,7.86,
2459,敦吉,2494.56,12.04,5.49,5.90,4.71,
2460,建通精密,794.38,10.56,-0.94,-2.28,-2.28,
2461,光群雷射,1059.41,24.84,6.13,0.36,-1.48,
2462,良得電,911.64,10.21,0.58,-4.89,-4.00,
2464,盟立,2558.40,15.18,4.81,-1.83,-1.84,
2465,麗臺科技,652.19,13.75,-2.40,13.56,12.94,
2466,冠西電,337.95,5.76,-13.82,-16.11,-14.33,
2467,志聖工業,1105.04,31.88,10.28,5.64,4.50,
2468,華經,299.18,15.11,2.89,2.55,2.09,
2471,資通,140.67,24.04,-8.52,-16.15,-20.77,
2472,立隆電子,1533.92,22.92,10.34,4.60,2.61,
2474,可成科技,14579.69,48.95,36.71,21.16,14.43,
2476,鉅祥,1150.21,28.71,13.59,7.00,3.92,
2477,美隆電,853.84,27.04,12.68,12.75,10.33,
2478,大毅,872.34,18.50,6.96,5.46,4.10,
2480,敦陽科技,1079.84,23.48,8.08,8.03,6.82,
2481,強茂,2892.32,21.90,7.05,8.44,7.11,
2482,連宇,186.25,46.59,-8.15,-16.53,-16.53,
2483,百容,391.43,29.26,11.40,0.32,0.03,
2484,希華,719.33,17.58,7.05,2.63,2.46,
2485,兆赫電子,2121.45,13.11,3.53,-7.71,-6.32,
2486,一詮精密,1013.75,10.26,-1.95,-8.45,-8.08,
2488,漢平,519.71,29.08,15.99,9.53,8.05,
2489,瑞軒,3644.95,9.15,-6.80,-16.11,-13.38,
2491,吉祥全,95.05,22.93,-4.90,-2.16,-2.16,
2492,華新科,4649.56,22.79,11.32,11.06,9.35,
2493,揚博科技,548.84,30.61,12.73,7.21,5.92,
2495,普安,402.48,40.89,1.20,-2.32,-2.30,
2496,卓越成功,124.61,52.81,28.22,30.37,29.06,
2497,怡利電子,617.20,18.35,-3.25,-6.68,-6.03,
2498,宏達電,14530.82,16.26,-16.22,-14.04,-13.99,
2499,東貝光電,1574.17,20.95,-2.25,-11.14,-10.50,
2501,國建,4984.85,18.52,13.12,12.49,12.44,
2504,國產,3672.17,8.01,-0.39,78.39,77.54,
2505,國揚實業,836.09,20.87,9.61,7.62,7.62,
2506,太設,533.53,51.74,16.77,18.96,17.81,
2509,全坤建,254.50,14.66,0.66,-3.27,-5.63,
2511,太子,2018.32,39.01,9.51,7.78,6.84,
2514,龍邦國際,227.05,98.81,75.97,66.57,66.57,
2515,中工,2329.15,9.40,2.34,1.87,1.25,
2516,新建,2095.22,-0.52,-2.23,-1.50,-1.88,
2520,冠德,2159.65,28.67,8.18,6.15,3.69,
2524,京城,439.26,42.84,23.47,16.07,14.01,
2527,宏璟,44.06,65.10,-44.64,-53.77,-85.46,
2528,皇普建設,52.77,40.53,23.01,58.63,56.17,
2530,華建,58.33,22.35,-13.56,-53.48,-54.73,
2534,宏盛,2065.01,46.63,42.46,44.03,41.60,
2535,達工,2636.32,12.00,8.32,4.87,3.85,
2536,宏普建設,39.98,37.70,-0.64,378.48,377.55,
2537,聯上開發,0.21,42.31,-8600.96,-8402.88,-8402.88,
2538,基泰建設,191.74,36.37,23.87,-35.43,-35.43,
2539,櫻花建設,814.16,39.04,31.45,31.39,28.91,
2540,愛山林,153.58,57.82,22.40,6.57,4.62,
2542,興富發,3931.41,22.59,9.51,9.87,9.04,
2543,皇昌營造,1171.97,5.34,2.63,2.66,2.24,
2545,皇翔,744.65,36.25,17.96,8.95,38.13,
2546,根基,1635.80,6.44,2.66,2.77,2.30,
2547,日勝,1012.07,60.84,-58.54,-64.74,-70.92,
2548,華固建設,588.88,30.53,12.57,21.16,14.16,
2597,潤弘精密,1836.39,15.95,6.93,6.95,5.76,
2601,益航,1846.34,70.48,14.04,20.11,14.26,
2603,長榮海運,33838.90,6.18,1.94,0.66,0.50,
2605,新興,863.47,25.79,20.52,27.46,23.79,
2606,裕民,1793.79,4.34,0.24,-0.48,-0.97,
2607,榮運,1870.44,15.91,12.88,11.35,9.42,
2608,嘉里大榮,2279.09,15.19,10.64,11.01,8.66,
2609,陽明海運,30254.85,0.60,-3.93,-2.97,-2.89,
2610,華航,35796.47,7.82,-1.03,-9.82,-10.37,
2611,志信,257.28,27.55,-3.10,-12.66,-11.83,
2612,中航,775.25,18.45,6.99,-8.20,-9.36,
2613,中櫃,609.94,4.08,-0.74,-1.40,-1.28,
2614,東森,2252.76,32.48,-7.02,-5.84,-6.05,
2615,萬海,13876.89,6.91,0.10,-1.70,-1.44,
2616,山隆通運,4169.13,8.83,1.94,9.47,8.47,
2617,台航,647.45,3.97,0.45,3.21,2.65,
2618,長榮航空,38064.70,9.00,0.76,-0.77,-1.53,
2633,台灣高鐵,10805.13,45.70,43.59,18.07,15.00,
2634,漢翔公司,5918.92,14.31,10.61,2.31,1.89,
2636,台驊投控,2437.59,17.60,2.51,2.11,1.21,
2637,慧洋-KY,2608.47,14.71,12.89,1.64,1.64,
2642,宅配通,710.62,17.10,2.45,7.47,7.01,
2701,萬企,96.44,50.66,43.14,91.19,75.68,
2702,華園,329.35,73.09,8.03,1.64,1.98,
2704,國賓,827.81,44.77,17.26,16.97,13.93,
2705,六福,789.57,26.41,-9.06,-11.53,-11.53,
2706,第一店,83.25,72.39,63.56,148.87,123.61,
2707,晶華酒店,1720.86,33.01,17.81,16.86,13.65,
2712,遠雄來,91.47,23.54,-8.71,-8.53,-8.36,
2722,夏都,131.07,40.38,-0.02,0.19,0.08,
2723,美食-KY,5353.17,59.22,12.35,12.74,8.95,
2727,王品,4095.35,50.63,7.82,7.00,5.01,
2731,雄獅旅遊,5561.41,13.46,1.74,2.11,1.72,
2739,寒舍餐旅,1052.55,39.17,7.97,8.96,7.54,
2748,雲品,373.80,35.14,21.77,21.52,17.86,
2816,旺旺保險,1731.58,31.43,5.63,6.00,6.00,
2823,中壽,57762.05,1.04,-0.57,-0.58,0.06,
