公司代號,公司名稱,營業收入(百萬元),毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入),合計：共 901 家
1506,正道,627.85,9.99,-14.99,-12.99,-13.14,
1507,永大機電,6409.88,23.65,5.03,6.20,3.93,
1512,瑞利,1067.53,7.56,-4.42,-4.02,-4.02,
1513,中興電,5683.61,15.96,4.22,5.73,4.65,
1514,亞力電機,2456.14,16.94,5.99,7.10,6.01,
1515,力山,3589.40,18.13,6.25,8.51,25.56,
1516,川飛,288.00,3.52,1.93,1.76,1.76,
1517,利奇機械,1465.27,11.34,-2.73,1.68,1.10,
1519,華城電機,2714.98,14.45,-0.25,5.78,3.11,
1521,大億,2850.69,19.20,9.76,10.15,8.11,
1522,堤維西,8940.66,23.11,6.21,7.14,5.37,
1524,耿鼎企業,1156.99,20.81,9.12,9.27,7.01,
1525,江申工業,683.94,11.41,3.86,31.74,17.62,
1526,日馳,565.21,23.96,9.62,10.55,7.95,
1527,鑽全,1823.75,29.11,17.15,36.63,26.65,
1528,恩德,1920.86,26.59,-6.77,-4.41,-4.15,
1529,樂士,140.83,12.95,1.46,2.07,0.65,
1530,亞崴機電,1686.49,21.75,8.83,10.52,6.73,
1531,高林股,1153.71,16.43,1.26,3.94,3.18,
1532,勤美,7444.78,24.62,9.34,8.32,6.34,
1533,車王電,1454.08,33.45,7.97,8.96,7.02,
1535,中宇,4857.63,5.09,0.18,1.40,1.06,
1536,和大工業,2985.21,28.07,14.27,14.85,12.89,
1537,廣隆光電,4014.18,23.05,16.25,17.51,12.81,
1538,正峰新,175.99,12.78,-24.22,-30.96,-30.96,
1539,巨庭機械,1212.73,10.86,6.28,7.98,5.32,
1540,喬福機械,350.55,33.26,21.84,40.77,32.51,
1541,錩泰,2131.88,17.46,9.34,5.88,4.51,
1558,伸興,2664.36,23.93,12.37,14.63,11.02,
1560,中砂,2428.76,27.12,11.44,12.84,9.97,
1568,倉佑,955.43,13.07,2.35,5.19,4.40,
1582,信錦,4132.74,24.69,13.39,14.86,9.87,
1583,程泰,3091.73,25.84,9.57,11.79,8.19,
1587,吉茂,731.59,23.01,2.11,1.61,1.00,
1589,永冠-KY,3502.97,14.91,0.28,-1.90,-2.49,
1590,亞德客-KY,7781.67,46.73,25.15,25.26,18.75,
1592,英瑞-KY,2342.22,25.51,-10.50,-13.72,-10.88,
1598,岱宇國際,2886.47,27.27,2.22,2.90,2.38,
1603,華電,1162.48,13.80,7.02,6.80,5.44,
1604,聲寶,3733.00,15.70,4.07,16.81,16.41,
1605,華新,74184.40,5.20,1.94,4.22,3.23,
1608,華榮,3817.53,1.96,-0.30,5.85,5.70,
1609,大亞電線,8958.86,8.02,2.99,3.23,2.54,
1611,中電,1171.82,26.86,2.42,4.10,4.10,
1612,宏泰,1770.35,6.33,0.95,9.26,8.32,
1614,三洋電,2678.93,17.36,3.92,4.25,3.69,
1615,大山,1351.89,11.69,7.37,7.74,6.31,
1616,億泰,1366.95,5.97,-1.34,-0.56,-0.58,
1617,榮星電線,1409.98,10.81,1.35,3.88,2.72,
1618,合機公司,1024.28,-2.15,-7.02,-4.24,-4.03,
1626,艾美特-KY,6329.85,19.32,5.19,5.56,4.71,
1701,中化,3962.47,38.34,5.11,5.93,5.46,
1702,南僑投控,8882.17,34.49,8.72,8.25,4.77,
1707,葡萄王,4414.13,81.14,23.28,24.30,19.17,
1708,東鹼,2133.59,24.95,12.12,8.61,6.44,
1709,和益化工,4177.02,12.34,4.25,4.15,2.92,
1710,東聯,12869.66,1.71,-1.92,-0.34,-0.64,
1711,永光化學,4757.82,22.60,5.56,5.95,4.67,
1712,興農,8743.40,26.43,5.22,5.61,4.63,
1713,國化,306.87,12.34,3.27,20.69,20.15,
1714,和桐化學,13644.89,9.69,3.61,3.22,2.56,
1717,長興材料,19785.51,18.47,5.43,7.87,6.70,
1720,生達化學,1857.01,42.38,10.76,15.13,11.80,
1721,三晃,1626.84,9.12,1.09,1.17,0.97,
1722,台肥,6505.47,19.77,10.93,19.98,16.58,
1723,中碳,3884.88,25.44,20.52,22.75,18.82,
1724,台硝,927.26,12.88,5.43,6.11,4.56,
1725,元禎,4454.64,4.44,1.66,1.86,1.42,
1726,永記造漆,3772.02,24.56,9.41,10.71,7.94,
1727,中華化學,1149.45,10.18,0.27,0.62,0.46,
1730,花仙子,1975.41,42.10,14.79,16.05,11.95,
1731,美吾華,595.04,60.14,14.08,15.19,11.91,
1732,毛寶,301.19,43.40,2.42,2.37,2.29,
1733,五鼎,1066.69,23.97,6.10,6.86,4.62,
1734,杏輝藥品,1145.39,37.92,-7.70,-5.71,-7.95,
1735,日勝化,1524.99,19.19,5.73,5.39,3.40,
1736,喬山健康,10952.03,49.72,1.66,3.22,2.27,
1737,臺鹽,1394.97,41.82,15.03,16.41,13.27,
1760,寶齡富錦,758.19,55.05,15.34,16.19,11.35,
1762,中化合成,663.49,34.80,7.98,10.68,8.24,
1773,勝一化工,3502.68,25.62,12.64,13.86,11.03,
1776,展宇,825.43,18.09,4.01,5.34,4.46,
1783,和康生技,219.70,46.34,13.04,17.72,15.09,
1786,科妍,205.25,66.08,28.98,29.44,26.87,
1789,台灣神隆,1389.62,43.45,12.88,12.03,9.76,
1802,台玻,19190.62,6.95,-5.06,-5.85,-6.10,
1805,寶徠,39.64,15.05,-82.03,-104.04,-104.04,
1806,冠軍,2311.11,21.00,-10.61,-12.73,-12.64,
1808,潤隆,1775.45,16.79,0.79,-3.38,-4.37,
1809,中釉,1114.78,16.42,-4.83,-3.53,-3.56,
1810,和成,2578.36,23.36,-0.82,-1.19,-1.81,
1817,凱撒衛浴,1085.32,29.71,9.76,9.80,7.05,
1902,台紙,2168.19,21.15,8.77,12.48,9.04,
1903,士紙,87.24,31.89,-104.02,-108.50,-108.50,
1904,正隆,18862.70,21.37,6.97,6.34,4.37,
1905,華紙,10742.47,8.42,0.94,0.88,0.96,
1906,寶隆國際,658.96,2.67,0.53,21.46,18.59,
1907,永豐餘,36325.02,16.52,4.07,3.60,2.38,
1909,榮成紙業,23308.98,12.75,3.23,0.28,0.33,
2002,中鋼,191110.58,9.68,5.53,5.51,4.38,
2006,東和鋼鐵,23200.40,8.34,4.00,4.13,3.09,
2007,燁興公司,3560.10,-2.25,-5.63,-7.80,-8.01,
2008,高興昌,707.62,7.15,-2.91,-5.33,-5.33,
2009,第一伸銅,1234.22,-2.61,-4.76,-3.60,-3.60,
2010,春源鋼鐵,7887.48,6.04,0.98,1.49,1.22,
2012,春雨,4623.25,16.30,6.24,6.15,5.60,
2013,中鋼構,9262.31,2.05,0.40,0.68,0.53,
2014,中鴻,23599.68,5.32,1.56,1.56,1.52,
2015,豐興鋼鐵,13924.96,10.50,7.85,9.70,8.06,
2017,官田鋼,2144.49,7.52,-3.14,-2.88,-2.65,
2020,美亞鋼管,2322.88,12.85,7.99,13.30,11.98,
2022,聚亨,5963.09,5.41,1.17,1.63,-0.06,
2023,燁輝,30086.50,4.73,-1.72,-4.00,-3.16,
2024,志聯工業,628.75,9.52,4.08,3.60,2.84,
2025,千興,671.48,-12.44,-15.22,-21.51,-21.51,
2027,大成鋼,42015.55,19.58,9.09,7.26,5.57,
2028,威致鋼鐵,5128.38,5.68,3.65,3.01,3.01,
2029,盛餘,4902.12,6.71,1.54,1.71,1.11,
2030,彰源,5950.77,9.85,3.36,2.69,1.70,
2031,新光鋼,3962.89,3.12,-0.05,0.70,0.56,
2032,新鋼工業,1362.06,5.33,1.78,1.91,1.43,
2033,佳大世界,424.11,10.13,0.28,0.62,0.47,
2034,允強,8028.77,11.30,6.64,6.99,5.63,
2038,海光企業,4188.22,-1.44,-3.11,-2.27,-1.80,
2049,上銀科技,11134.02,36.40,16.35,17.48,11.91,
2059,川湖,2253.12,52.21,39.04,47.97,35.38,
2062,橋椿,3160.04,10.55,-0.81,1.72,1.25,
2069,運錩,4190.60,5.18,0.25,0.73,0.37,
2101,南港輪胎,5825.43,19.49,7.75,12.45,10.26,
2102,泰豐輪胎,2245.97,16.10,-7.93,-8.89,-9.48,
2103,台橡,15148.97,12.41,4.85,5.99,4.43,
2104,國際中橡,12280.69,23.56,13.37,13.47,8.84,
2105,正新,55255.78,22.54,7.53,7.52,5.01,
2106,建大,16341.10,19.49,3.56,3.70,2.72,
2107,厚生,1485.77,19.76,12.71,14.84,13.50,
2108,南帝化工,6206.66,27.72,17.20,18.46,14.18,
2109,華豐橡膠,2496.17,17.24,6.08,4.77,2.00,
2114,鑫永銓,815.71,35.83,26.42,31.43,25.04,
2115,六暉-KY,1336.02,21.79,11.21,11.02,7.82,
2201,裕隆汽車,41258.77,21.06,-1.13,3.34,-0.04,
2204,中華汽車,17008.67,18.79,6.40,2.85,0.58,
2206,三陽工業,16630.97,17.67,2.39,14.04,13.17,
2208,台船公司,6046.65,-9.00,-12.94,-13.64,-13.66,
2227,裕隆日產,15875.93,15.37,3.17,24.36,19.45,
2228,劍麟,2232.94,27.17,13.61,16.80,12.89,
2231,為升,2064.13,53.87,34.31,35.33,28.45,
2236,百達-KY,879.86,25.04,4.66,3.70,1.52,
2239,英利-KY,10592.18,17.61,7.28,5.70,5.03,
2243,宏旭-KY,637.07,10.61,-3.77,-6.24,-6.33,
2301,光寶科技,85641.24,14.49,4.12,5.92,4.50,
2302,麗正,248.17,34.30,2.36,4.35,4.34,
2303,聯電,68614.14,11.53,0.24,1.16,1.51,
2305,全友電腦,222.65,30.28,-31.83,5.29,1.97,
2308,台達電,127476.33,26.71,6.67,12.86,10.57,
2312,金寶電子,67403.23,6.63,1.48,1.08,0.80,
2313,華通,22543.29,12.66,6.78,6.10,4.02,
2314,台揚科技,3175.07,17.13,0.60,0.27,0.10,
2316,楠梓電,2469.03,6.54,-2.28,13.36,11.94,
2317,鴻海,2214086.63,5.42,1.43,2.67,1.91,
2321,東訊,899.01,8.61,-8.46,-4.75,-4.79,
2323,中環,3756.68,21.53,5.33,10.37,10.13,
2324,仁寶電腦,462995.62,3.53,1.10,1.02,0.80,
2327,國巨,20973.92,39.24,22.31,25.90,19.12,
2328,廣宇,12155.55,7.69,3.08,4.98,3.81,
2329,華泰電子,8445.53,10.16,4.29,4.35,3.45,
2330,台積電,459702.94,42.22,30.58,32.35,27.88,
2331,精英,13967.79,9.68,-3.40,-1.88,-1.52,
2332,友訊科技,8250.13,27.41,-3.84,-3.41,-4.48,
2337,旺宏,13508.28,26.16,4.13,4.25,3.01,
2338,光罩,1438.22,24.54,6.75,14.23,11.31,
2340,光磊,2580.22,29.51,12.34,13.91,10.14,
2342,茂矽,631.87,0.29,-16.63,-13.25,-13.91,
2344,華邦電,22898.44,28.84,3.92,5.38,4.21,
2345,智邦科技,24927.60,19.60,10.36,10.75,8.58,
2347,聯強國際,159265.63,4.33,1.67,2.61,2.13,
2348,海悅,449.18,57.94,28.58,52.58,46.80,
2349,錸德科技,4001.44,7.94,-10.37,-9.17,-9.32,
2351,順德,4555.79,18.29,9.11,9.35,7.35,
2352,佳世達,81087.91,13.70,3.88,4.19,2.92,
2353,宏碁,109830.78,10.66,1.04,1.39,1.03,
2354,鴻準,35527.71,10.30,3.54,8.67,7.53,
2355,敬鵬,9164.48,7.64,1.08,2.69,1.75,
2356,英業達,242666.92,4.38,1.05,1.38,1.05,
2357,華碩,160095.11,14.12,2.21,4.14,2.70,
2358,廷鑫,685.32,7.75,0.47,-2.77,-2.22,
2359,所羅門,1810.85,19.10,-2.33,14.24,11.42,
2360,致茂電子,6023.65,48.71,12.93,15.23,12.87,
2362,藍天,10666.85,23.50,3.01,10.86,7.25,
2363,矽統科技,122.77,40.70,-141.39,-147.76,-147.86,
2364,倫飛電腦,351.65,26.33,-16.94,-13.41,-13.40,
2365,昆盈企業,721.90,29.05,2.28,4.36,2.74,
2367,燿華,10469.80,18.70,9.20,8.71,6.74,
2368,金像電,8557.27,8.56,-1.89,-3.17,-3.47,
2369,菱生,2162.65,-4.77,-16.72,-16.03,-16.27,
2371,大同,16220.78,-4.94,-30.87,-68.16,-69.62,
2373,震旦行,6787.34,43.97,9.19,13.04,10.30,
2374,佳能,4025.26,12.53,-2.89,-2.40,-2.69,
2375,智寶,2265.24,24.52,7.37,15.28,3.94,
2376,技嘉,28343.19,15.06,1.46,2.90,2.45,
2377,微星科技,55632.09,13.38,4.97,5.55,4.61,
2379,瑞昱,28016.20,44.18,10.24,12.24,11.51,
2380,虹光精密,869.94,25.63,-24.75,-26.05,-26.37,
2382,廣達,467071.02,4.62,1.41,1.82,1.57,
2383,台光電子,11110.01,23.00,14.54,14.96,10.33,
2385,群光電子,41728.50,16.08,5.06,9.54,7.90,
2387,精元電腦,5601.61,10.02,0.81,2.56,0.66,
2388,威盛電子,2718.70,32.20,-15.20,1.78,1.37,
2390,云辰,315.55,20.06,-25.81,-25.42,-25.58,
2392,正崴,40246.70,9.24,0.29,0.73,0.33,
2393,億光電子,10347.20,22.23,2.67,4.16,3.12,
2395,研華,26276.60,38.57,15.95,17.04,13.44,
2397,友通資訊,3190.77,29.84,14.35,14.58,11.33,
2399,映泰,1080.06,9.55,-5.05,-1.27,-2.36,
2401,凌陽科技,2711.35,42.42,1.05,4.61,3.67,
2402,毅嘉科技,2993.54,10.02,2.91,3.43,2.71,
2404,漢唐,12501.81,18.05,13.91,15.14,12.01,
2405,浩鑫,1615.80,18.51,-3.68,-2.74,-2.87,
2406,國碩科技,4462.83,11.52,0.63,6.42,5.28,
2408,南亞科,23812.60,37.71,24.46,29.36,26.60,
2409,友達,136770.18,1.63,-6.23,-5.25,-5.65,
2412,中華電,101439.34,35.18,20.41,21.01,17.04,
2413,環科,1810.69,13.22,-3.80,-1.88,-3.62,
2414,精技電腦,8440.37,9.59,2.06,2.12,1.74,
2415,錩新,1104.10,24.57,8.41,5.37,3.88,
2417,圓剛,1411.00,46.86,-4.54,-2.81,-2.94,
2419,仲琦,5402.85,18.28,3.99,3.41,2.81,
2420,新巨,1302.83,37.11,18.77,23.08,18.28,
2421,建準電機,5140.84,20.53,4.31,4.99,4.01,
2423,固緯,1172.99,51.79,12.87,16.29,12.74,
2424,隴華電子,11.96,18.34,-357.00,-373.49,-373.49,
2425,承啟,2186.52,7.19,3.38,3.86,2.90,
2426,鼎元,1326.24,18.80,0.86,8.91,6.63,
2427,三商電腦,1199.06,33.61,1.25,3.39,2.81,
2428,興勤電子,2829.25,38.13,22.85,24.71,17.86,
2429,銘旺科,406.60,10.16,-2.23,-3.64,-3.64,
2430,燦坤實業,9554.34,15.77,1.94,1.52,0.99,
2431,聯昌電子,1412.48,9.59,-2.94,-1.77,-2.90,
2433,互盛電,2156.50,32.73,15.36,15.35,12.01,
2434,統懋,86.74,-56.84,-95.34,-96.58,-97.46,
2436,偉詮電,1087.41,24.67,3.28,15.59,14.32,
2438,翔耀實業,211.33,24.25,7.38,-32.68,-36.70,
2439,美律,17695.52,14.90,6.98,8.78,6.66,
2440,太空梭,1270.43,5.10,-1.88,-2.73,-2.90,
2441,超豐電子,5502.34,22.48,18.39,19.22,15.00,
2442,新美齊,2248.51,14.50,-1.22,16.73,15.80,
2443,新利虹,358.72,-15.12,-46.12,-44.28,-39.50,
2444,兆勁,628.26,6.25,-8.92,-8.63,-8.63,
2448,晶電,7780.89,-4.23,-25.09,-21.57,-22.18,
2449,京元電子,11351.09,23.23,11.09,11.06,8.67,
2450,神腦,14518.15,10.88,0.49,1.04,0.91,
2451,創見資訊,6843.83,20.39,10.71,14.52,11.65,
2453,凌群,2487.55,21.55,1.39,2.67,2.22,
2454,聯發科,114289.00,41.35,8.15,10.52,8.68,
2455,全新,1089.63,42.29,24.92,25.58,21.53,
2456,奇力新,7714.07,27.64,11.73,11.25,8.21,
2457,飛宏科技,5455.43,12.94,-2.24,-1.45,-1.74,
2458,義隆,4062.30,45.82,19.78,24.81,19.90,
2459,敦吉,3606.87,14.27,5.69,6.58,5.27,
2460,建通精密,1691.76,10.36,-0.08,-1.76,-2.08,
2461,光群雷射,2420.90,23.37,4.43,1.20,0.37,
2462,良得電,2196.26,8.81,0.60,1.93,1.65,
2464,盟立,6788.78,18.46,8.05,8.65,6.81,
2465,麗臺科技,1685.29,13.19,-0.68,-1.37,-2.14,
2466,冠西電,1497.78,10.64,1.72,0.30,0.17,
2467,志聖工業,2401.88,30.80,9.25,10.70,8.22,
2468,華經,843.45,11.12,1.77,2.69,2.19,
2471,資通,332.66,41.90,10.42,13.56,10.79,
2472,立隆電子,3440.40,23.81,11.04,11.82,9.03,
2474,可成科技,31878.94,24.20,12.23,28.75,13.89,
2476,鉅祥,2427.52,26.10,7.58,11.37,8.19,
2477,美隆電,1805.05,21.68,7.04,11.83,9.69,
2478,大毅,2202.89,27.12,14.04,15.46,8.38,
2480,敦陽科技,2594.16,25.68,10.70,11.33,8.81,
2481,強茂,4427.99,21.27,6.31,6.92,5.58,
2482,連宇,493.29,40.02,0.83,3.67,2.17,
2483,百容,907.21,19.36,-0.96,15.83,13.03,
2484,希華,1105.56,20.23,5.65,8.38,6.73,
2485,兆赫電子,3907.22,6.44,-1.07,0.64,0.34,
2486,一詮精密,1798.53,9.19,-4.10,-3.19,-2.38,
2488,漢平,1164.30,22.80,10.47,14.87,12.04,
2489,瑞軒,7248.39,14.53,0.45,2.62,2.00,
2491,吉祥全,151.12,23.28,-13.23,-4.30,-4.29,
2492,華新科,16172.75,39.94,30.86,33.72,24.97,
2493,揚博科技,1241.24,26.79,14.10,14.23,10.95,
2495,普安,647.82,45.10,-0.48,28.75,22.65,
2496,卓越成功,428.38,43.51,8.02,8.84,7.67,
2497,怡利電子,1118.68,24.43,4.51,5.83,3.00,
2498,宏達電,5750.73,17.42,-90.76,-81.49,-81.46,
2499,東貝光電,2341.26,22.83,2.96,-9.96,-10.05,
2501,國建,5227.59,25.04,10.33,10.93,9.71,
2504,國產,9175.81,6.60,1.59,4.85,4.12,
2505,國揚實業,855.93,25.09,5.58,3.13,3.02,
2506,太設,374.43,46.28,-10.03,-15.46,-21.26,
2509,全坤建,1118.21,43.38,29.23,31.82,28.17,
2511,太子,6106.23,27.65,9.22,10.45,9.49,
2514,龍邦國際,2792.51,5.12,-0.98,36.86,28.40,
2515,中工,6055.84,11.42,5.65,4.35,3.12,
2516,新建,3367.87,2.29,0.24,0.72,0.72,
2520,冠德,6174.91,24.09,10.97,8.92,6.30,
2524,京城,2423.81,51.24,39.62,36.48,33.13,
2527,宏璟,1660.22,30.37,13.01,9.05,7.59,
2528,皇普建設,6.16,20.65,-747.30,-538.63,-930.04,
2530,華建,5.96,68.05,-462.76,-447.64,-448.09,
2534,宏盛,2744.86,35.50,26.14,28.03,21.58,
2535,達工,4934.96,11.25,6.62,8.06,6.43,
2536,宏普建設,866.69,20.97,10.62,11.53,10.00,
2537,聯上開發,538.83,8.39,-2.75,-0.85,-2.20,
2538,基泰建設,101.69,46.36,-7.51,37.50,33.06,
2539,櫻花建設,1651.91,29.96,19.82,19.32,17.99,
2540,愛山林,992.81,30.85,16.21,9.41,6.35,
2542,興富發,13829.02,29.53,19.40,16.67,14.50,
2543,皇昌營造,2487.03,3.75,0.50,-0.06,-0.06,
2545,皇翔,1458.31,35.20,13.23,2.48,0.42,
2546,根基,5483.55,7.98,5.79,5.95,4.78,
2547,日勝,2691.35,41.14,3.88,0.42,-4.47,
2548,華固建設,3651.93,28.04,18.48,19.16,15.47,
2597,潤弘精密,4672.62,11.71,4.51,4.58,3.66,
2601,益航,4084.28,67.25,17.38,40.30,35.54,
2603,長榮海運,92808.79,7.68,2.60,0.59,0.02,
2605,新興,1713.22,-5.32,-12.57,-19.80,-18.53,
2606,裕民,4248.87,9.90,5.71,6.09,3.01,
2607,榮運,3895.13,16.59,13.24,14.49,11.51,
2608,嘉里大榮,5604.22,18.24,12.35,14.29,11.67,
2609,陽明海運,75475.01,3.59,-0.39,-2.12,-2.37,
2610,華航,83297.66,10.22,1.60,-0.17,-0.53,
2611,志信,448.79,24.96,1.60,11.78,11.41,
2612,中航,1913.62,23.49,13.92,11.53,9.92,
2613,中櫃,1378.23,9.84,4.74,-0.32,-0.66,
2614,東森,1367.43,25.04,-7.69,0.32,0.18,
2615,萬海,35676.57,9.81,3.83,6.69,4.95,
2616,山隆通運,8888.35,8.53,1.46,1.77,1.37,
2617,台航,1544.71,26.52,22.27,22.26,17.25,
2618,長榮航空,88177.56,13.02,5.28,3.87,2.71,
2630,亞洲航空,1825.71,10.29,2.04,1.42,1.05,
2633,台灣高鐵,23628.72,46.75,44.27,17.67,17.93,
2634,漢翔公司,13116.82,12.16,7.45,8.35,6.52,
2636,台驊投控,5398.53,18.02,2.39,2.62,2.07,
2637,慧洋-KY,6838.15,25.93,24.73,20.24,20.08,
2642,宅配通,1801.52,16.83,5.58,5.57,4.45,
2701,萬企,174.73,59.57,51.48,138.10,106.84,
2702,華園,685.37,84.50,9.60,-0.28,-2.41,
2704,國賓,1466.90,41.24,10.22,14.78,12.06,
2705,六福,994.71,2.87,-36.55,-43.49,-46.18,
2706,第一店,171.79,75.61,67.00,195.74,154.78,
2707,晶華酒店,3219.10,33.94,18.61,27.04,23.39,
2712,遠雄來,185.46,21.68,-10.41,-10.49,-10.35,
2722,夏都,356.84,35.03,-1.72,-0.77,0.56,
2723,美食-KY,11517.82,60.01,7.16,6.82,4.60,
