公司代號,公司名稱,營業收入(百萬元),毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入),合計：共 901 家
1437,勤益投控,194.77,76.69,64.55,79.60,67.16,
1438,裕豐,0.01,-760.00,-46460.00,23060.00,23060.00,
1439,中和羊毛,55.45,1.11,-17.68,-9.98,-12.10,
1440,南紡,5765.39,6.07,-2.44,0.04,0.50,
1441,大東紡織,378.66,-3.96,-17.49,-18.93,-18.82,
1442,名軒,159.97,15.50,-2.79,-1.45,-3.31,
1443,立益紡織,176.03,25.74,11.61,24.74,21.85,
1444,力麗,3187.08,7.91,2.28,5.76,4.53,
1445,大宇紡織,391.40,6.62,-2.21,-1.92,-0.96,
1446,宏和,83.43,8.82,-19.68,-12.56,-15.04,
1447,力鵬,3825.34,6.57,2.04,3.89,3.17,
1449,佳和實業,563.57,13.50,0.47,12.05,5.69,
1451,年興紡織,2096.57,6.34,-0.76,0.73,0.52,
1452,宏益,510.83,17.34,11.55,12.27,9.80,
1453,大將,0.24,57.38,-2961.60,4606.75,4583.12,
1454,台富,472.04,9.14,1.30,2.08,1.88,
1455,集盛,3543.07,1.06,-2.36,-0.24,0.09,
1456,怡華,195.43,16.05,5.89,-1.77,-2.38,
1457,宜進,1364.44,11.15,35.19,32.98,31.07,
1459,聯發紡織,915.52,0.02,-4.52,7.76,7.70,
1460,宏遠,2251.90,18.01,1.88,2.00,0.67,
1463,強盛染整,154.71,29.24,13.77,35.34,32.77,
1464,得力實業,2333.58,18.04,4.50,5.13,4.52,
1465,偉全實業,199.92,12.88,-41.58,-33.56,500.30,
1466,聚隆,999.18,7.18,0.94,0.33,2.16,
1467,南緯實業,1561.59,16.50,-2.79,1.81,-1.84,
1468,昶和纖維,235.44,20.27,4.88,8.12,8.12,
1470,大統新創,209.50,27.79,12.05,12.77,10.30,
1471,首利,308.15,-3.98,-21.02,-24.23,-24.98,
1472,三洋紡,79.43,-22.18,-47.33,-47.21,-47.15,
1473,台南企業,2116.67,16.78,5.22,6.26,4.62,
1474,弘裕,863.94,8.47,-1.85,0.27,-0.24,
1475,本盟光電,14.33,-25.30,-72.83,-91.18,-92.16,
1476,儒鴻,6244.30,27.68,17.76,18.06,14.43,
1477,聚陽實業,6719.58,21.79,9.55,9.33,7.28,
1503,士電,6665.84,18.64,8.48,10.06,7.81,
1504,東元電機,11707.05,24.81,7.91,8.28,6.03,
1506,正道,294.41,13.39,-14.34,-10.29,-10.32,
1507,永大機電,3175.63,24.19,6.45,7.39,4.52,
1512,瑞利,417.39,3.00,-12.20,-10.64,-10.64,
1513,中興電,2676.87,12.87,3.46,5.93,5.34,
1514,亞力電機,1106.30,17.61,6.04,7.11,6.17,
1515,力山,2043.76,18.93,7.67,8.82,40.54,
1516,川飛,60.92,3.24,-0.43,-0.39,-0.40,
1517,利奇機械,717.55,13.21,-0.43,3.21,2.01,
1519,華城電機,1231.83,19.08,4.69,18.40,11.83,
1521,大億,1465.41,19.28,10.27,10.12,7.79,
1522,堤維西,4346.63,23.76,6.35,6.78,4.69,
1524,耿鼎企業,595.06,19.40,8.40,8.54,6.75,
1525,江申工業,352.33,10.96,3.60,33.23,29.79,
1526,日馳,239.33,22.88,5.54,4.89,3.92,
1527,鑽全,921.36,28.74,17.67,32.64,26.11,
1528,恩德,924.66,27.61,-6.10,-0.68,0.46,
1529,樂士,56.93,13.26,-0.11,3.61,2.94,
1530,亞崴機電,837.70,21.07,8.80,9.64,6.31,
1531,高林股,601.29,16.83,4.00,5.49,4.52,
1532,勤美,3787.07,24.34,9.60,7.71,6.03,
1533,車王電,658.76,34.26,6.73,6.13,3.79,
1535,中宇,2719.19,4.35,-0.05,1.12,0.75,
1536,和大工業,1479.92,29.22,15.17,14.68,13.04,
1537,廣隆光電,2008.30,22.96,16.49,17.42,12.78,
1538,正峰新,77.84,9.36,-36.57,-60.19,-60.19,
1539,巨庭機械,641.88,11.18,6.50,8.75,6.63,
1540,喬福機械,157.60,31.48,19.11,40.93,32.74,
1541,錩泰,911.64,15.84,5.94,6.31,4.91,
1558,伸興,1075.90,23.24,8.86,10.13,7.79,
1560,中砂,1242.56,26.55,12.19,14.82,11.75,
1568,倉佑,455.44,14.37,2.61,5.87,4.55,
1582,信錦,2006.88,24.36,12.81,12.57,8.94,
1583,程泰,1524.09,26.23,9.69,11.82,8.68,
1587,吉茂,328.40,23.89,1.92,1.57,0.72,
1589,永冠-KY,1552.36,14.04,-2.44,-6.56,-6.85,
1590,亞德客-KY,3378.51,45.81,22.79,26.75,20.31,
1592,英瑞-KY,942.84,25.17,-16.60,-23.07,-19.57,
1598,岱宇國際,1782.24,28.99,6.16,6.34,4.69,
1603,華電,453.63,11.56,1.87,2.13,1.70,
1604,聲寶,1767.08,17.29,2.82,6.67,6.27,
1605,華新,37061.17,5.14,2.22,1.11,1.46,
1608,華榮,1863.80,3.62,1.42,16.70,16.28,
1609,大亞電線,4469.52,8.76,3.70,3.41,2.88,
1611,中電,573.83,27.70,3.45,7.39,7.41,
1612,宏泰,911.41,9.19,3.33,8.62,8.59,
1614,三洋電,1228.46,17.56,3.84,4.51,3.67,
1615,大山,622.76,9.38,4.80,4.97,4.13,
1616,億泰,615.92,4.85,-2.58,0.75,0.69,
1617,榮星電線,669.10,10.83,0.64,2.31,1.62,
1618,合機公司,477.28,-0.30,-5.92,-5.27,-5.36,
1626,艾美特-KY,2419.61,16.92,1.66,1.90,1.77,
1701,中化,1980.58,37.88,4.45,4.84,4.27,
1702,南僑投控,4218.24,33.52,7.76,7.95,4.88,
1707,葡萄王,2013.68,81.35,23.41,24.35,19.32,
1708,東鹼,916.74,25.25,12.36,7.72,6.20,
1709,和益化工,2006.21,13.56,4.93,4.72,3.61,
1710,東聯,6599.97,4.11,0.63,4.35,3.33,
1711,永光化學,2303.36,22.75,6.06,6.97,5.49,
1712,興農,4582.49,25.64,5.45,5.40,4.39,
1713,國化,151.56,10.98,2.50,12.93,12.49,
1714,和桐化學,6565.82,9.63,3.09,3.07,2.53,
1717,長興材料,9437.82,16.86,3.69,8.61,7.62,
1720,生達化學,846.18,39.85,5.69,14.63,10.81,
1721,三晃,860.73,11.29,3.68,3.41,2.81,
1722,台肥,3504.89,17.54,7.62,19.18,15.74,
1723,中碳,2019.13,26.23,21.32,23.65,19.34,
1724,台硝,445.03,10.86,4.41,4.36,3.46,
1725,元禎,2241.39,4.47,1.76,2.11,1.68,
1726,永記造漆,1897.61,24.92,9.81,10.06,7.50,
1727,中華化學,554.84,8.51,-1.16,-0.82,-0.91,
1730,花仙子,1003.73,42.65,16.33,17.34,13.13,
1731,美吾華,315.48,60.69,15.29,17.37,13.25,
1732,毛寶,147.68,42.11,2.96,3.61,3.47,
1733,五鼎,524.93,23.23,6.60,5.92,4.10,
1734,杏輝藥品,572.87,38.04,-3.45,-0.15,-2.32,
1735,日勝化,707.53,18.88,5.08,5.56,3.63,
1736,喬山健康,5336.81,49.50,0.60,1.22,0.49,
1737,臺鹽,676.05,40.85,14.37,17.43,14.13,
1760,寶齡富錦,356.90,55.31,14.42,15.67,11.11,
1762,中化合成,343.65,37.78,12.07,14.76,11.97,
1773,勝一化工,1686.87,25.20,12.22,13.45,10.88,
1776,展宇,404.97,16.79,2.55,2.52,2.03,
1783,和康生技,92.24,40.42,1.58,7.40,7.37,
1786,科妍,104.44,65.14,27.50,28.45,28.51,
1789,台灣神隆,772.05,42.71,15.21,13.47,10.16,
1802,台玻,8878.50,8.33,-4.89,-3.47,-3.93,
1805,寶徠,16.04,15.88,-93.97,-122.14,-122.14,
1806,冠軍,837.95,5.53,-35.83,-36.53,-36.59,
1808,潤隆,845.22,19.51,4.62,3.36,3.17,
1809,中釉,492.77,15.02,-9.61,-8.78,-9.45,
1810,和成,1203.62,22.30,-2.90,-2.93,-3.42,
1817,凱撒衛浴,496.16,31.34,11.41,11.24,8.32,
1902,台紙,1038.21,21.09,8.70,13.76,10.64,
1903,士紙,45.73,44.49,-79.49,-87.38,-87.38,
1904,正隆,9119.80,21.00,6.16,6.23,4.70,
1905,華紙,5382.65,8.15,0.89,1.65,2.02,
1906,寶隆國際,372.68,2.18,0.45,1.60,1.60,
1907,永豐餘,17366.28,15.14,1.99,2.07,1.31,
1909,榮成紙業,11502.04,13.18,4.07,1.66,1.31,
2002,中鋼,96229.63,9.63,5.46,5.33,4.31,
2006,東和鋼鐵,11477.05,7.99,3.70,4.07,3.10,
2007,燁興公司,1871.21,-1.33,-4.80,-6.76,-7.21,
2008,高興昌,420.63,6.74,-2.46,-5.17,-5.17,
2009,第一伸銅,592.89,0.87,-1.29,1.69,1.44,
2010,春源鋼鐵,3860.23,5.72,0.71,0.77,0.53,
2012,春雨,2293.83,16.64,6.72,7.72,7.32,
2013,中鋼構,4735.21,2.09,0.52,0.73,0.44,
2014,中鴻,11983.95,4.23,0.69,0.65,0.65,
2015,豐興鋼鐵,7026.51,11.06,8.42,11.47,9.67,
2017,官田鋼,1125.42,6.32,-3.13,-3.97,-3.96,
2020,美亞鋼管,1355.15,15.46,10.60,18.04,17.10,
2022,聚亨,3209.10,6.00,2.01,1.83,-0.23,
2023,燁輝,15181.51,4.20,-2.76,-4.62,-4.05,
2024,志聯工業,310.47,9.58,4.50,4.13,3.28,
2025,千興,288.95,-17.02,-20.24,-19.31,-19.31,
2027,大成鋼,21223.31,21.11,10.80,7.86,6.32,
2028,威致鋼鐵,2652.90,4.48,3.06,2.31,2.36,
2029,盛餘,2390.02,4.30,-0.87,-0.91,-0.99,
2030,彰源,2972.56,8.80,1.77,1.42,0.98,
2031,新光鋼,1988.95,3.36,0.03,8.01,8.07,
2032,新鋼工業,687.05,6.90,3.29,3.39,2.70,
2033,佳大世界,206.94,10.66,0.64,0.64,0.49,
2034,允強,4022.96,12.03,7.12,7.58,6.21,
2038,海光企業,2134.87,-1.67,-3.25,-3.27,-2.65,
2049,上銀科技,5048.00,36.80,15.05,15.85,11.17,
2059,川湖,1149.46,52.50,39.39,46.05,38.68,
2062,橋椿,1603.28,10.77,-1.04,2.68,2.40,
2069,運錩,1974.54,2.37,-3.04,0.70,0.49,
2101,南港輪胎,2732.57,17.41,5.36,8.69,7.92,
2102,泰豐輪胎,1161.36,17.84,-7.19,-8.01,-8.60,
2103,台橡,7561.00,11.51,4.20,5.31,4.03,
2104,國際中橡,6068.89,26.01,18.04,17.76,13.02,
2105,正新,26800.26,21.61,6.22,6.46,3.93,
2106,建大,7646.20,17.39,1.61,-0.24,-0.76,
2107,厚生,524.14,23.03,14.44,10.79,7.27,
2108,南帝化工,3172.77,28.52,18.58,19.37,14.61,
2109,華豐橡膠,1221.43,14.64,1.77,4.04,2.06,
2114,鑫永銓,393.85,35.61,25.82,33.03,26.43,
2115,六暉-KY,673.39,21.44,11.24,11.22,8.12,
2201,裕隆汽車,20236.89,24.97,3.83,7.02,3.66,
2204,中華汽車,8726.46,18.27,6.44,11.61,9.44,
2206,三陽工業,7883.40,17.41,2.12,26.19,24.92,
2208,台船公司,3171.48,-5.12,-8.80,-9.22,-9.22,
2227,裕隆日產,8836.23,17.01,4.17,21.42,17.14,
2228,劍麟,1087.72,26.32,12.31,15.05,10.98,
2231,為升,1005.65,55.33,36.04,35.89,28.69,
2236,百達-KY,433.82,24.71,5.49,3.57,1.23,
2239,英利-KY,5117.07,17.28,7.22,6.85,5.85,
2243,宏旭-KY,344.70,11.14,-0.14,-3.76,-3.82,
2301,光寶科技,41172.94,13.13,2.80,4.70,3.58,
2302,麗正,110.89,37.03,-0.47,-2.97,-3.00,
2303,聯電,32582.96,6.94,-4.90,-1.07,0.28,
2305,全友電腦,112.47,30.37,-31.24,12.73,8.37,
2308,台達電,54102.23,26.33,5.80,7.30,6.39,
2312,金寶電子,33285.94,5.99,1.36,0.55,0.39,
2313,華通,10459.35,10.34,4.58,4.16,3.01,
2314,台揚科技,1686.25,14.39,0.53,0.21,0.15,
2316,楠梓電,1193.53,3.67,-5.24,7.90,8.96,
2317,鴻海,1054302.52,5.53,1.53,2.89,2.29,
2321,東訊,446.33,8.05,-9.37,-7.82,-7.85,
2323,中環,1833.00,17.71,1.37,9.78,9.71,
2324,仁寶電腦,210600.55,3.64,1.15,1.00,0.79,
2327,國巨,11394.31,44.84,26.32,27.47,22.73,
2328,廣宇,5505.25,5.41,0.47,2.55,2.09,
2329,華泰電子,3895.97,7.53,1.95,2.01,1.68,
2330,台積電,218704.47,41.31,29.38,31.18,28.07,
2331,精英,6273.44,6.95,-2.89,-1.34,-1.14,
2332,友訊科技,4200.99,28.44,-2.34,-2.37,-3.56,
2337,旺宏,6028.90,25.40,1.42,2.39,2.35,
2338,光罩,711.25,21.76,3.07,7.78,7.01,
2340,光磊,1150.04,27.13,9.40,12.47,9.99,
2342,茂矽,368.66,6.62,-7.79,-7.61,-7.61,
2344,華邦電,10886.77,31.68,5.99,5.46,3.93,
2345,智邦科技,11168.56,17.99,8.58,8.58,6.80,
2347,聯強國際,81333.12,4.52,1.83,2.73,2.18,
2348,海悅,195.42,63.72,33.90,32.95,25.91,
2349,錸德科技,2041.31,7.66,-9.55,-10.22,-10.54,
2351,順德,2267.04,17.54,8.39,8.85,7.19,
2352,佳世達,39853.72,13.34,3.62,3.64,2.80,
2353,宏碁,54703.39,10.55,1.01,1.69,1.28,
2354,鴻準,12707.30,8.10,2.64,7.29,6.30,
2355,敬鵬,4663.91,7.19,0.34,1.39,0.91,
2356,英業達,114864.88,4.70,1.10,1.65,1.14,
2357,華碩,85929.22,12.82,1.98,4.22,2.86,
2358,廷鑫,325.15,9.58,1.93,-1.65,0.16,
2359,所羅門,979.12,18.78,-2.05,23.60,19.04,
2360,致茂電子,2742.40,48.02,10.55,13.17,10.83,
2362,藍天,5644.16,22.42,2.07,11.61,8.90,
2363,矽統科技,61.62,39.53,-134.26,-144.80,-144.84,
2364,倫飛電腦,186.84,27.26,-15.62,-9.64,-9.64,
2365,昆盈企業,351.49,28.23,1.92,3.21,2.10,
2367,燿華,4831.71,15.67,5.93,5.42,4.16,
2368,金像電,4301.26,7.00,-4.41,-4.80,-5.00,
2369,菱生,990.42,-10.01,-22.80,-21.99,-21.97,
2371,大同,8104.06,-5.09,-28.80,0.48,-1.90,
2373,震旦行,3262.78,43.53,8.41,12.38,9.60,
2374,佳能,1944.77,10.82,-5.10,-4.74,-4.99,
2375,智寶,1070.98,24.90,5.14,23.83,17.91,
2376,技嘉,16025.14,12.90,0.91,2.00,1.44,
2377,微星科技,29487.92,12.81,4.72,5.25,4.43,
2379,瑞昱,12834.64,43.99,9.32,11.43,10.75,
2380,虹光精密,404.73,29.39,-30.23,-29.88,-30.14,
2382,廣達,221330.30,4.47,1.29,1.62,1.46,
2383,台光電子,5071.68,21.18,12.85,13.38,9.38,
2385,群光電子,19177.44,15.10,2.19,12.15,9.75,
2387,精元電腦,2438.24,9.42,-0.66,-2.43,-3.82,
2388,威盛電子,1255.06,32.49,-19.54,1.36,1.28,
2390,云辰,173.29,20.54,-16.91,-20.49,-20.17,
2392,正崴,19247.65,8.92,0.11,0.28,0.00,
2393,億光電子,5129.19,21.70,2.24,2.55,1.77,
2395,研華,12300.59,38.41,15.11,16.70,13.19,
2397,友通資訊,1443.91,28.80,14.26,14.57,11.19,
2399,映泰,586.68,10.82,-1.78,2.86,1.86,
2401,凌陽科技,1179.60,42.78,-3.69,3.08,2.40,
2402,毅嘉科技,1412.24,8.22,1.05,0.11,-0.30,
2404,漢唐,6687.70,16.43,13.01,14.39,11.10,
2405,浩鑫,788.82,19.60,-4.31,-3.03,-3.14,
2406,國碩科技,2227.57,10.69,0.00,20.59,16.77,
2408,南亞科,11371.81,40.74,26.55,31.54,31.53,
2409,友達,66704.98,0.37,-7.65,-7.35,-7.33,
2412,中華電,51331.16,34.77,20.26,20.54,16.61,
2413,環科,957.06,13.00,-2.37,1.04,-0.02,
2414,精技電腦,4200.50,9.84,2.20,2.28,1.86,
2415,錩新,524.27,25.85,8.11,5.21,3.94,
2417,圓剛,662.37,40.97,-12.88,-12.03,-11.97,
2419,仲琦,2586.50,16.67,1.84,1.72,1.70,
2420,新巨,644.11,37.51,19.76,24.69,19.52,
2421,建準電機,2438.42,19.36,2.71,2.65,2.01,
2423,固緯,593.80,51.39,12.72,15.67,11.89,
2424,隴華電子,0.41,77.94,-4542.89,-4792.89,-4792.89,
2425,承啟,853.09,5.35,1.56,2.38,1.85,
2426,鼎元,566.40,17.88,0.43,11.25,7.85,
2427,三商電腦,595.19,32.69,0.41,1.64,1.39,
2428,興勤電子,1404.06,39.12,24.24,24.11,18.05,
2429,銘旺科,200.57,10.03,-2.87,-4.27,-4.27,
2430,燦坤實業,4886.54,16.24,2.59,2.06,1.60,
2431,聯昌電子,711.19,9.17,-3.98,-4.17,-4.66,
2433,互盛電,1057.73,32.86,16.15,15.95,12.49,
2434,統懋,39.95,-39.10,-83.03,-83.82,-82.00,
2436,偉詮電,500.44,23.41,0.30,26.66,22.14,
2438,翔耀實業,105.21,24.05,8.97,-72.97,-78.68,
2439,美律,7631.45,13.29,4.74,6.93,5.31,
2440,太空梭,590.57,5.48,-1.48,0.24,0.10,
2441,超豐電子,2543.40,20.01,16.08,16.77,13.35,
2442,新美齊,1099.94,16.05,0.09,31.23,29.40,
2443,新利虹,151.98,-21.65,-65.14,-65.94,-61.74,
2444,兆勁,275.68,4.67,-11.94,-11.73,-11.73,
2448,晶電,3753.45,-11.28,-32.33,-30.46,-30.11,
2449,京元電子,5260.12,21.35,8.71,9.19,7.21,
2450,神腦,7777.65,10.12,0.36,0.95,0.82,
2451,創見資訊,3679.92,19.09,9.92,12.57,9.99,
2453,凌群,948.56,26.32,2.13,3.82,3.17,
2454,聯發科,52721.89,40.73,6.01,7.60,6.48,
2455,全新,471.31,43.43,23.36,24.18,19.32,
2456,奇力新,3697.56,29.14,12.58,12.01,8.80,
2457,飛宏科技,2745.49,12.39,-2.58,-2.02,-3.05,
2458,義隆,1880.61,45.54,18.44,25.41,20.43,
2459,敦吉,1726.26,13.98,4.97,5.55,4.98,
2460,建通精密,777.88,11.05,0.00,-5.49,-4.19,
2461,光群雷射,1218.21,22.12,3.57,0.80,-0.36,
2462,良得電,982.32,6.83,-1.83,1.08,1.14,
2464,盟立,3392.60,17.71,7.43,7.92,6.27,
2465,麗臺科技,820.55,14.69,0.90,0.98,0.42,
2466,冠西電,703.80,5.92,-3.05,-5.03,-4.94,
2467,志聖工業,1119.53,33.02,10.41,11.22,8.29,
2468,華經,391.20,11.47,1.20,2.29,1.81,
2471,資通,161.95,32.84,0.37,5.03,4.23,
2472,立隆電子,1641.17,24.58,11.17,12.98,9.91,
2474,可成科技,15804.30,25.35,15.39,19.51,10.74,
2476,鉅祥,1223.18,25.05,6.88,8.96,6.13,
2477,美隆電,760.51,21.60,5.09,11.09,8.71,
2478,大毅,1046.02,32.30,17.23,15.64,10.12,
2480,敦陽科技,1392.63,25.91,11.20,11.72,8.81,
2481,強茂,2047.75,21.34,5.64,6.95,6.29,
2482,連宇,226.39,38.87,-5.37,-3.85,-3.92,
2483,百容,451.59,20.00,-0.12,18.30,14.12,
2484,希華,551.46,19.25,4.81,6.51,5.67,
2485,兆赫電子,1792.20,4.20,-4.59,-3.86,-3.24,
2486,一詮精密,816.54,5.92,-8.27,-8.20,-6.85,
2488,漢平,523.85,22.47,9.16,13.80,10.66,
2489,瑞軒,2870.61,12.58,-1.74,0.25,0.23,
2491,吉祥全,85.09,25.95,-7.22,13.26,13.26,
2492,華新科,8294.21,42.70,32.99,36.63,29.59,
2493,揚博科技,587.14,28.60,14.50,13.38,10.21,
2495,普安,322.66,42.69,-2.48,40.86,32.71,
2496,卓越成功,214.71,43.68,11.01,10.52,10.15,
2497,怡利電子,536.94,25.87,4.70,6.33,3.82,
2498,宏達電,2943.63,14.66,-92.89,-83.45,-83.42,
2499,東貝光電,1193.35,23.48,4.03,0.49,0.54,
2501,國建,1856.34,22.43,3.05,3.98,2.67,
2504,國產,4312.36,4.61,-0.48,6.58,5.83,
2505,國揚實業,87.40,38.68,-33.58,-57.88,-57.30,
2506,太設,166.17,49.60,-10.39,-11.83,-15.29,
2509,全坤建,791.46,42.95,31.49,34.10,33.43,
2511,太子,2917.02,28.76,9.81,11.54,10.79,
2514,龍邦國際,566.89,7.27,0.50,-4.87,-5.46,
2515,中工,3323.81,12.04,7.00,5.66,4.24,
2516,新建,1778.71,1.11,-0.73,-0.39,-0.39,
2520,冠德,3036.35,24.43,11.29,8.45,5.99,
2524,京城,1077.71,59.83,50.99,47.82,43.79,
2527,宏璟,639.94,30.30,9.48,4.60,3.61,
2528,皇普建設,2.73,41.14,-588.82,-645.14,-648.55,
2530,華建,3.93,51.49,-334.58,-300.41,-300.41,
2534,宏盛,1108.78,35.34,26.98,24.74,23.44,
2535,達工,2284.10,11.72,6.68,8.91,6.88,
2536,宏普建設,308.20,16.70,3.33,5.83,4.88,
2537,聯上開發,236.83,8.65,-4.87,-5.19,-6.68,
2538,基泰建設,35.35,71.14,-15.52,189.35,186.56,
2539,櫻花建設,180.39,23.79,-4.76,-6.95,-8.00,
2540,愛山林,318.97,42.46,20.56,10.04,7.23,
2542,興富發,8979.81,30.20,22.50,21.32,20.34,
2543,皇昌營造,1080.81,3.87,0.39,-0.23,-0.23,
2545,皇翔,527.24,25.24,4.98,-10.69,-10.88,
2546,根基,2731.77,7.21,5.10,5.25,4.21,
2547,日勝,1397.57,43.54,9.75,6.99,2.27,
2548,華固建設,962.65,27.33,12.82,13.44,10.58,
2597,潤弘精密,1924.12,11.39,2.68,2.75,2.19,
2601,益航,2141.42,66.81,19.75,15.29,10.54,
2603,長榮海運,45697.05,7.49,2.85,1.55,1.02,
2605,新興,919.44,1.34,-6.29,-12.54,-11.58,
2606,裕民,2065.16,8.93,4.58,4.73,4.40,
2607,榮運,1917.87,16.38,13.16,12.29,10.11,
2608,嘉里大榮,2738.75,17.29,11.39,14.82,12.80,
2609,陽明海運,35076.48,4.43,0.21,-1.62,-1.75,
2610,華航,40405.35,10.43,1.88,0.10,-0.36,
2611,志信,216.86,24.01,-1.04,12.40,11.97,
2612,中航,963.88,25.90,16.28,14.00,12.94,
2613,中櫃,654.87,7.51,1.93,-3.09,-3.56,
2614,東森,689.08,16.45,-9.45,7.90,7.97,
2615,萬海,17294.86,11.28,5.20,8.19,6.15,
2616,山隆通運,4244.19,8.85,1.27,1.63,1.27,
2617,台航,748.80,26.87,22.45,22.98,22.31,
2618,長榮航空,44312.73,15.80,8.02,6.03,4.74,
2630,亞洲航空,885.50,9.89,1.34,0.95,0.58,
2633,台灣高鐵,11762.19,47.05,44.69,18.47,19.45,
2634,漢翔公司,6073.10,12.13,7.66,8.27,6.82,
2636,台驊投控,2588.16,17.70,1.98,1.71,1.38,
2637,慧洋-KY,3399.53,27.18,26.02,12.10,12.06,
2642,宅配通,895.50,16.82,5.63,5.46,4.21,
2701,萬企,84.49,63.26,55.10,114.39,91.49,
2702,華園,279.14,83.28,9.83,0.08,0.94,
2704,國賓,804.81,42.75,14.01,17.59,14.05,
2705,六福,506.26,33.54,-7.64,-13.38,-16.67,
2706,第一店,85.08,76.42,67.90,158.97,129.26,
2707,晶華酒店,1680.30,33.90,18.11,21.60,18.13,
2712,遠雄來,86.52,19.87,-13.94,-13.89,-13.89,
2722,夏都,168.83,29.62,-7.78,-8.18,-8.17,
2723,美食-KY,5706.84,59.98,7.79,8.45,5.58,
2727,王品,4220.07,45.83,4.91,3.84,2.81,
2731,雄獅旅遊,7233.68,11.93,1.54,2.40,1.87,
