公司代號,公司名稱,利息淨收益,利息以外淨損益,呆帳費用及保證責任準備提存（各項提存）,營業費用,繼續營業單位稅前淨利（淨損）,所得稅（費用）利益,繼續營業單位本期稅後淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期稅後淨利（淨損）,其他綜合損益（稅後）,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅利益（費用）,繼續營業單位本期淨利（淨損）,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於共同控制下前手權益,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,所得稅費用（利益）,其他綜合損益（淨額）,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於非控制權益,利息以外淨收益,淨收益,呆帳費用及保證責任準備提存,保險負債準備淨變動,繼續營業單位稅前損益,繼續營業單位稅前純益（純損）,繼續營業單位本期純益（純損）,其他綜合損益（稅後淨額）,收入,支出,其他綜合損益
1213,大飲,,,,32975.0,,,,--,--,,,,,,,-269,--,--,-0.01,,,,,1417.0,,-313.0,-313.0,,--,-269.0,--,295034.0,263119.0,--,--,31915.0,--,--,31915.0,--,-1060.0,2477.0,1730,44,-313,--,,,,,,,,,,,
1215,卜蜂企業,,,,739664.0,,,,--,--,,,,,,,421222,--,18386,2.71,,,,,943673.0,,747061.0,747061.0,,--,439608.0,--,9578531.0,7934351.0,--,--,1644180.0,--,--,1644180.0,-3917,900599.0,43074.0,196612,-307453,725485,21576,,,,,,,,,,,
1216,統一,,,,53423480.0,,,,--,--,,,,,,,7049702,--,4368967,1.61,,,,,17001705.0,,13940044.0,13940044.0,,--,11418669.0,--,196218287.0,130870018.0,--,--,65348269.0,--,--,65348269.0,--,11924789.0,5076916.0,3061661,-2521375,9174711,4765333,,,,,,,,,,,
1217,愛之味,,,,617720.0,,,,0,--,,,,,,,-90885,--,3699,-0.12,,,,,-51300.0,,-54829.0,-54829.0,,--,-87186.0,--,1864097.0,1281895.0,--,--,582202.0,--,--,582202.0,--,-35518.0,-15782.0,3529,-32357,-60462,5633,,,,,,,,,,,
1218,泰山企業,,,,699131.0,,,,--,--,,,,,,,3600,--,170,-0.01,,,,,-2672.0,,-3211.0,-3211.0,,--,3770.0,--,3627794.0,3033081.0,--,--,594713.0,620,832,594925.0,--,-104206.0,101534.0,539,6981,-3381,170,,,,,,,,,,,
1219,福壽實業,,,,433040.0,,,,--,--,,,,,,,28213,--,-62936,0.1,,,,,-15253.0,,-31482.0,-31482.0,,--,-34723.0,--,5344334.0,4953608.0,--,--,390726.0,--,--,390726.0,0,-42314.0,27061.0,16229,-3241,30932,-62414,,,,,,,,,,,
1220,台榮,,,,96285.0,,,,--,--,,,,,,,50481,--,2461,0.18,,,,,42006.0,,34653.0,34653.0,,--,52942.0,--,1065176.0,937118.0,--,--,128058.0,--,--,128058.0,--,31773.0,10233.0,7353,18289,32192,2461,,,,,,,,,,,
1225,福懋油,,,,287595.0,,,,--,--,,,,,,,130237,--,35568,0.7,,,,,243409.0,,189275.0,189275.0,,--,165805.0,--,5271568.0,4756393.0,--,--,515175.0,-197,--,515372.0,4832,232609.0,10800.0,54134,-23470,153707,35568,,,,,,,,,,,
1227,佳格,,,,2197423.0,,,,--,--,,,,,,,599447,--,7846,0.92,,,,,1061869.0,,810506.0,810506.0,,--,607293.0,--,11996005.0,8669861.0,--,--,3326144.0,--,--,3326144.0,--,1128721.0,-66852.0,251363,-203213,802906,7600,,,,,,,,,,,
1229,聯華實業,,,,274137.0,,,,--,--,,,,,,,2130601,--,-16377,1.18,,,,,1107818.0,,1061897.0,1061897.0,,--,2114224.0,--,2356886.0,1832624.0,--,--,524262.0,--,--,524262.0,--,250125.0,857693.0,45921,1052327,1076802,-14905,,,,,,,,,,,
1231,聯華食品,,,,516885.0,,,,--,--,,,,,,,134087,--,-756,0.93,,,,,176749.0,,141846.0,141846.0,,--,133331.0,--,3392046.0,2713221.0,0,0,678825.0,--,--,678825.0,--,161940.0,14809.0,34903,-8515,141996,-150,,,,,,,,,,,
1232,大統益,,,,323770.0,,,,--,--,,,,,,,371863,--,5892,2.32,,,,,457104.0,,377755.0,377755.0,,--,377755.0,--,8449065.0,7651542.0,--,--,797523.0,--,--,797523.0,--,473753.0,-16649.0,79349,--,371863,5892,,,,,,,,,,,
1233,天仁,,,,501638.0,,,,--,--,,,,,,,64895,--,145,0.94,,,,,102823.0,,85390.0,85390.0,,--,65040.0,--,1058278.0,452287.0,--,--,605991.0,--,--,605991.0,--,104353.0,-1530.0,17433,-20350,85409,-19,,,,,,,,,,,
1234,黑松,,,,1044657.0,,,,--,--,,,,,,,145033,--,--,0.4,,,,,215407.0,,159497.0,159497.0,,--,145033.0,--,4379515.0,3372736.0,--,--,1006779.0,--,--,1006779.0,--,-37878.0,253285.0,55910,-14464,159497,--,,,,,,,,,,,
1235,興泰,,,,13114.0,,,,--,--,,,,,,,545903,--,0,1.76,,,,,138843.0,,103160.0,103160.0,,--,545903.0,--,24866.0,31661.0,--,--,-6795.0,--,--,-6795.0,--,-19909.0,158752.0,35683,442743,103160,0,,,,,,,,,,,
1236,宏亞食品,,,,204030.0,,,,--,--,,,,,,,-73646,--,0,-0.37,,,,,-38391.0,,-40431.0,-40431.0,,--,-73646.0,--,789840.0,628126.0,--,--,161714.0,--,--,161714.0,--,-42316.0,3925.0,2040,-33215,-40431,--,,,,,,,,,,,
1256,鮮活果汁-KY,,,,209376.0,,,,--,--,,,,,,,110513,--,-8,5.11,,,,,221325.0,,139161.0,139161.0,,--,110505.0,--,1422166.0,993675.0,--,--,428491.0,--,--,428491.0,--,219115.0,2210.0,82164,-28656,138739,422,,,,,,,,,,,
1262,綠悅-KY,,,,220428.0,,,,--,--,,,,,,,321365,--,--,4.1,,,,,901008.0,,670011.0,670011.0,,--,321365.0,--,3751433.0,2643655.0,--,--,1107778.0,--,--,1107778.0,--,887350.0,13658.0,230997,-348646,670011,--,,,,,,,,,,,
1301,台塑,,,,5361371.0,,,,--,--,,,,,,,21154686,--,--,3.08,,,,,22422983.0,,19601467.0,19601467.0,,--,21154686.0,--,100161515.0,83774987.0,--,--,16386528.0,--,--,16386528.0,--,11025157.0,11397826.0,2821516,1553219,19601467,--,,,,,,,,,,,
1303,南亞塑膠,,,,10121401.0,,,,--,--,,,,,,,17005452,--,-450262,2.51,,,,,24019228.0,,19572233.0,19572233.0,,--,16555190.0,--,146781725.0,122502640.0,--,--,24279085.0,-18595,--,24297680.0,--,14176279.0,9842949.0,4446995,-3017043,19898009,-325776,,,,,,,,,,,
1304,台聚,,,,1817155.0,,,,-1038,--,,,,,,,438617,--,545346,0.5,,,,,1620778.0,,1222826.0,1221788.0,,--,983963.0,--,27864778.0,24307504.0,--,--,3557274.0,--,--,3557274.0,--,1740119.0,-119341.0,397952,-237825,520964,700824,,,,,,,,,,,
1305,華夏,,,,564922.0,,,,-1038,--,,,,,,,603010,--,47805,1.28,,,,,836192.0,,679005.0,677967.0,,--,650815.0,--,7314601.0,5859545.0,--,--,1455056.0,--,--,1455056.0,--,890134.0,-53942.0,157187,-27152,630153,47814,,,,,,,,,,,
1307,三芳化工,,,,836503.0,,,,--,--,,,,,,,161453,--,--,1.47,,,,,743276.0,,586142.0,586142.0,,--,161453.0,--,5057423.0,3410553.0,--,--,1646870.0,--,--,1646870.0,--,810367.0,-67091.0,157134,-424689,586142,--,,,,,,,,,,,
1308,亞聚,,,,113677.0,,,,--,--,,,,,,,255961,0,--,0.63,,,,,382890.0,,324754.0,324754.0,,--,255961.0,0,3097143.0,2698858.0,--,--,398285.0,--,--,398285.0,--,284608.0,98282.0,58136,-68793,324754,--,,,,,,,,,,,
1309,台達化工,,,,354717.0,,,,--,--,,,,,,,-8806,--,--,0.08,,,,,48126.0,,26322.0,26322.0,,--,-8806.0,0,9137300.0,8704392.0,--,--,432908.0,--,--,432908.0,--,78191.0,-30065.0,21804,-35128,26322,0,,,,,,,,,,,
1310,台苯,,,,208287.0,,,,--,--,,,,,,,750230,--,-23663,1.02,,,,,661971.0,,518438.0,518438.0,,--,726567.0,--,7100331.0,6303028.0,--,--,797303.0,--,--,797303.0,--,589016.0,72955.0,143533,208129,538098,-19660,,,,,,,,,,,
1312,國喬石化,,,,622460.0,,,,--,--,,,,,,,752836,--,-6477,1.08,,,,,1381475.0,,1026133.0,1026133.0,,--,746359.0,--,10965324.0,9433003.0,--,--,1532321.0,--,--,1532321.0,--,909861.0,471614.0,355342,-279774,981950,44183,,,,,,,,,,,
1313,聯成,,,,909763.0,,,,--,--,,,,,,,979445,--,0,0.48,,,,,708768.0,,545509.0,545509.0,,--,979445.0,0,23081477.0,21598060.0,--,--,1483417.0,--,--,1483417.0,--,573654.0,135114.0,163259,433936,545509,--,,,,,,,,,,,
1314,中石化,,,,850506.0,,,,--,--,,,,,,,4257772,--,-1180,1.85,,,,,4497138.0,,4314310.0,4314310.0,,--,4256592.0,--,16500501.0,13862082.0,--,--,2638419.0,0,562,2638981.0,--,1788475.0,2708663.0,182828,-57718,4316215,-1905,,,,,,,,,,,
1315,達新工業,,,,212745.0,,,,--,--,,,,,,,119072,--,-1377,0.03,,,,,5201.0,,4769.0,4769.0,,--,117695.0,--,1368024.0,1116012.0,--,--,252012.0,--,--,252012.0,--,39267.0,-34066.0,432,112926,5472,-703,,,,,,,,,,,
1316,上曜,,,,121724.0,,,,--,--,,,,,,,-8028,--,66161,-0.65,,,,,-71076.0,,-71178.0,-71178.0,,--,58133.0,--,325661.0,278988.0,--,--,46673.0,--,--,46673.0,--,-75051.0,3975.0,102,129311,-69451,-1727,,,,,,,,,,,
1319,東陽,,,,1677017.0,,,,--,--,,,,,,,851290,--,18088,1.85,,,,,1477705.0,,1137580.0,1137580.0,,--,869378.0,--,11962025.0,8944667.0,--,--,3017358.0,--,23,3017381.0,--,1340364.0,137341.0,340125,-268202,1092536,45044,,,,,,,,,,,
1321,大洋,,,,164550.0,,,,--,--,,,,,,,-114323,--,--,-0.49,,,,,-92400.0,,-108241.0,-108241.0,,--,-114323.0,--,2136407.0,2064575.0,--,--,71832.0,--,--,71832.0,--,-92718.0,318.0,15841,-6082,-108241,--,,,,,,,,,,,
1323,永裕,,,,170070.0,,,,--,--,,,,,,,66820,--,25070,1.15,,,,,170501.0,,129788.0,129788.0,,--,91890.0,--,1517630.0,1163989.0,--,--,353641.0,--,--,353641.0,--,183571.0,-13070.0,40713,-37898,104732,25056,,,,,,,,,,,
1324,地球工業,,,,102167.0,,,,--,--,,,,,,,53880,--,0,0.82,,,,,89585.0,,61915.0,61915.0,,--,53880.0,--,578225.0,488247.0,--,--,89978.0,--,--,89978.0,--,-12189.0,101774.0,27670,-8035,61915,0,,,,,,,,,,,
1325,恒大,,,,27006.0,,,,--,--,,,,,,,5553,--,-4465,0.16,,,,,17889.0,,11979.0,11979.0,,--,1088.0,--,439275.0,378456.0,--,--,60819.0,--,--,60819.0,--,33813.0,-15924.0,5910,-10891,13601,-1622,,,,,,,,,,,
1326,台化,,,,6786961.0,,,,--,--,,,,,,,23209655,--,717791,3.45,,,,,26410276.0,,23412682.0,23412682.0,,--,23927446.0,--,171427954.0,148109169.0,--,--,23318785.0,--,--,23318785.0,--,16531824.0,9878452.0,2997594,514764,20151504,3261178,,,,,,,,,,,
1337,再生-KY,,,,241111.0,,,,--,--,,,,,,,-148160,--,--,0.48,,,,,173887.0,,128653.0,128653.0,,--,-148160.0,--,2264759.0,1887921.0,--,--,376838.0,--,--,376838.0,--,135727.0,38160.0,45234,-276813,128653,--,,,,,,,,,,,
1338,廣華-KY,,,,543009.0,,,,--,--,,,,,,,134151,--,12430,4.29,,,,,474857.0,,350060.0,350060.0,,--,146581.0,--,3668617.0,2676625.0,--,--,991992.0,--,--,991992.0,--,448983.0,25874.0,124797,-203479,359457,-9397,,,,,,,,,,,
1339,昭輝,,,,175676.0,,,,--,--,,,,,,,82968,--,-6951,1.3,,,,,136816.0,,96633.0,96633.0,,--,76017.0,--,1363096.0,929131.0,--,--,433965.0,--,--,433965.0,--,258289.0,-121473.0,40183,-20616,96397,236,,,,,,,,,,,
1340,勝悅-KY,,,,91259.0,,,,--,--,,,,,,,168695,--,--,2.94,,,,,402889.0,,338127.0,338127.0,,--,168695.0,--,1507944.0,1025975.0,--,--,481969.0,--,--,481969.0,--,390710.0,12179.0,64762,-169432,338127,--,,,,,,,,,,,
1402,遠東新,,,,17255233.0,,,,--,--,,,,,,,1692221,--,3105537,0.57,,,,,7419878.0,,5960930.0,5960930.0,,--,4797758.0,--,103289998.0,79436371.0,--,--,23853627.0,--,278,23853905.0,--,6598672.0,821206.0,1458948,-1163172,2833349,3127581,,,,,,,,,,,
1410,南染,,,,40727.0,,,,--,--,,,,,,,47542,--,5146,0.63,,,,,62165.0,,50494.0,50494.0,,--,52688.0,--,273271.0,169725.0,--,--,103546.0,--,--,103546.0,--,62819.0,-654.0,11671,2194,45348,5146,,,,,,,,,,,
1413,宏洲纖維,,,,35850.0,,,,--,--,,,,,,,--,--,--,0.17,,,,,22152.0,,22152.0,22152.0,,--,22152.0,--,1578484.0,1517385.0,--,--,61099.0,--,--,61099.0,--,25249.0,-3097.0,0,0,--,--,,,,,,,,,,,
1414,東和,,,,40251.0,,,,--,--,,,,,,,--,--,--,0.01,,,,,3404.0,,3129.0,3129.0,,--,29755.0,--,437773.0,391588.0,--,--,46185.0,--,--,46185.0,--,5934.0,-2530.0,275,26626,--,--,,,,,,,,,,,
1416,廣豐,,,,389491.0,,,,--,--,,,,,,,61643,--,56,0.96,,,,,182797.0,,197816.0,197816.0,,--,61699.0,--,2041703.0,1494490.0,--,--,547213.0,--,--,547213.0,--,157722.0,25075.0,-15019,-136117,197760,56,,,,,,,,,,,
1417,嘉裕,,,,409163.0,,,,--,--,,,,,,,-166216,--,--,-0.58,,,,,-219985.0,,-220111.0,-220111.0,,--,-166216.0,--,1111023.0,936751.0,--,--,174272.0,--,--,174272.0,--,-234891.0,14906.0,126,53895,-220111,--,,,,,,,,,,,
1418,東華,,,,76834.0,,,,--,--,,,,,,,-152760,--,-13,-1.23,,,,,-149196.0,,-152542.0,-152542.0,,--,-152773.0,--,921931.0,981766.0,--,--,-59835.0,--,--,-59835.0,801,-135868.0,-13328.0,3346,-231,-152529,-13,,,,,,,,,,,
1419,新紡,,,,181463.0,,,,--,--,,,,,,,70779,--,-3898,-0.21,,,,,-71695.0,,-68037.0,-68037.0,,--,66881.0,--,658200.0,535807.0,--,--,122393.0,--,--,122393.0,--,-59070.0,-12625.0,-3658,134918,-64139,-3898,,,,,,,,,,,
1423,利華羊毛,,,,17117.0,,,,--,--,,,,,,,--,--,--,0.16,,,,,30762.0,,27935.0,27935.0,,--,14117.0,--,304489.0,286481.0,--,--,18008.0,--,--,18008.0,--,891.0,29871.0,2827,-13818,--,--,,,,,,,,,,,
1432,大魯閣實業,,,,631610.0,,,,0,--,,,,,,,-176027,--,-20228,-0.96,,,,,-179605.0,,-180755.0,-180755.0,,--,-196255.0,--,600015.0,57754.0,--,--,542261.0,--,--,542261.0,--,-89349.0,-90256.0,1150,-15500,-160733,-20022,,,,,,,,,,,
1434,福懋興業,,,,1324231.0,,,,--,--,,,,,,,-32999,--,218245,1.84,,,,,3598624.0,,3274742.0,3274742.0,,--,185246.0,--,21100166.0,18419235.0,--,--,2680931.0,--,--,2680931.0,--,1356700.0,2241924.0,323882,-3089496,3096177,178565,,,,,,,,,,,
1435,中福國際,,,,18274.0,,,,0,--,,,,,,,1950,0,0,0.02,,,,,1950.0,,1950.0,1950.0,,--,1950.0,--,16654.0,1320.0,--,--,15334.0,0,0,15334.0,--,-2940.0,4890.0,0,0,1950,0,,,,,,,,,,,
1436,華友聯,,,,90508.0,,,,--,--,,,,,,,92117,--,--,1.16,,,,,109101.0,,88377.0,88377.0,,--,92117.0,--,981144.0,748467.0,--,--,232677.0,--,--,232677.0,--,142169.0,-33068.0,20724,3740,88377,--,,,,,,,,,,,
1437,勤益投控,,,,47121.0,,,,--,--,,,,,,,197658,--,-814,0.94,,,,,210535.0,,182426.0,182426.0,,--,196844.0,--,299308.0,86802.0,--,--,212506.0,--,--,212506.0,--,165385.0,45150.0,28109,14418,182268,158,,,,,,,,,,,
1438,裕豐,,,,4210.0,,,,--,--,,,,,,,--,--,--,-0.03,,,,,-3364.0,,-3364.0,-3364.0,,--,-3364.0,--,16.0,50.0,--,--,-34.0,--,--,-34.0,--,-4244.0,880.0,--,--,--,--,,,,,,,,,,,
1439,中和羊毛,,,,14815.0,,,,--,--,,,,,,,--,--,--,-0.04,,,,,-3576.0,,-3753.0,-3753.0,,--,-3753.0,--,139087.0,133988.0,--,--,5099.0,--,--,5099.0,--,-9716.0,6140.0,177,0,--,--,,,,,,,,,,,
1440,南紡,,,,1043995.0,,,,--,--,,,,,,,333809,--,-55575,0.23,,,,,372307.0,,335959.0,335959.0,,--,278234.0,--,10131181.0,8853791.0,--,--,1277390.0,--,--,1277390.0,--,233395.0,138912.0,36348,-57725,381786,-45827,,,,,,,,,,,
1441,大東紡織,,,,88548.0,,,,--,--,,,,,,,-121355,--,--,-1.6,,,,,-99448.0,,-99448.0,-99448.0,,--,-121355.0,--,827157.0,814881.0,--,--,12276.0,--,--,12276.0,--,-76272.0,-23176.0,0,-21907,-99448,--,,,,,,,,,,,
1442,名軒,,,,147933.0,,,,--,--,,,,,,,403549,--,0,1.5,,,,,379337.0,,403307.0,403307.0,,--,403549.0,--,1875499.0,1382579.0,--,--,492920.0,--,--,492920.0,--,344987.0,34350.0,-23970,242,403307,0,,,,,,,,,,,
1443,立益紡織,,,,68643.0,,,,-39508,--,,,,,,,-107379,--,-4336,-1.07,,,,,-126715.0,,-132878.0,-172386.0,,--,-111715.0,--,608786.0,552422.0,--,--,56364.0,--,--,56364.0,--,-12279.0,-114436.0,6163,60671,-144956,-27430,,,,,,,,,,,
1444,力麗,,,,321083.0,,,,--,--,,,,,,,-95202,--,-17927,-0.11,,,,,-148353.0,,-125502.0,-125502.0,,--,-113129.0,--,5213841.0,4847422.0,--,--,366419.0,6,0,366413.0,--,45330.0,-193683.0,-22851,12373,-108038,-17464,,,,,,,,,,,
1445,大宇紡織,,,,60500.0,,,,0,--,,,,,,,-4865,0,0,-0.03,,,,,-3417.0,,-3627.0,-3627.0,,--,-4865.0,0,785427.0,722150.0,--,--,63277.0,--,--,63277.0,--,2777.0,-6194.0,210,-1238,-3627,0,,,,,,,,,,,
1446,宏和,,,,57257.0,,,,--,--,,,,,,,-56716,--,--,-0.18,,,,,-23527.0,,-25487.0,-25487.0,,--,-56716.0,--,254920.0,226343.0,--,--,28577.0,--,--,28577.0,--,-28680.0,5153.0,1960,-31229,-25487,--,,,,,,,,,,,
1447,力鵬,,,,337145.0,,,,--,--,,,,,,,-322958,--,4219,-0.39,,,,,-429659.0,,-342038.0,-342038.0,,--,-318739.0,--,7931343.0,7673807.0,--,--,257536.0,--,--,257536.0,--,-79609.0,-350050.0,-87621,23299,-340943,-1095,,,,,,,,,,,
1449,佳和實業,,,,179479.0,,,,--,--,,,,,,,-57406,--,2343,-0.34,,,,,-38458.0,,-38099.0,-38099.0,,--,-55063.0,--,1402986.0,1259813.0,--,--,143173.0,--,--,143173.0,--,-36306.0,-2152.0,-359,-16964,-40343,2244,,,,,,,,,,,
1451,年興紡織,,,,315821.0,,,,--,--,,,,,,,-58846,--,-2110,0.2,,,,,103134.0,,78700.0,78700.0,,--,-60956.0,--,4914492.0,4629221.0,--,--,285271.0,--,--,285271.0,--,-30550.0,133684.0,24434,-139656,78718,-18,,,,,,,,,,,
1452,宏益,,,,60939.0,,,,--,--,,,,,,,110532,--,--,0.86,,,,,138906.0,,114037.0,114037.0,,--,110532.0,--,1097188.0,901282.0,--,--,195906.0,--,--,195906.0,--,134967.0,3939.0,24869,-3505,114037,--,,,,,,,,,,,
1453,大將,,,,14370.0,,,,--,--,,,,,,,-2262,--,-42,-0.17,,,,,-15261.0,,-15539.0,-15539.0,,--,-2304.0,--,36165.0,39868.0,--,--,-3703.0,--,--,-3703.0,--,-18073.0,2812.0,278,13235,-15497,-42,,,,,,,,,,,
1454,台富,,,,65751.0,,,,--,--,,,,,,,9720,--,--,0.1,,,,,15193.0,,13017.0,13017.0,,--,9720.0,--,941293.0,853318.0,--,--,87975.0,--,--,87975.0,-252,21972.0,-6779.0,2176,-3297,13017,--,,,,,,,,,,,
1455,集盛,,,,232757.0,,,,--,--,,,,,,,6739,--,--,0.01,,,,,11292.0,,6876.0,6876.0,,--,6739.0,--,7243494.0,7000014.0,--,--,243480.0,--,--,243480.0,--,10723.0,569.0,4416,-137,6876,--,,,,,,,,,,,
1456,怡華,,,,45574.0,,,,--,--,,,,,,,--,--,--,-0.05,,,,,1796.0,,-4316.0,-4316.0,,--,7366.0,--,394747.0,337812.0,--,--,56935.0,--,--,56935.0,--,11361.0,-9565.0,6112,11682,--,--,,,,,,,,,,,
1457,宜進,,,,129814.0,,,,--,--,,,,,,,12381,--,35460,0.09,,,,,77370.0,,58432.0,58432.0,,--,47841.0,--,2480288.0,2224783.0,--,--,255505.0,--,--,255505.0,--,125691.0,-48321.0,18938,-10591,22842,35590,,,,,,,,,,,
1459,聯發紡織,,,,78219.0,,,,--,--,,,,,,,52608,--,215,-0.18,,,,,-60576.0,,-55842.0,-55842.0,,--,52823.0,--,1612501.0,1581057.0,--,--,31444.0,--,--,31444.0,--,-46775.0,-13801.0,-4734,108665,-56057,215,,,,,,,,,,,
1460,宏遠,,,,668723.0,,,,--,--,,,,,,,49163,--,1,0.19,,,,,115270.0,,82107.0,82107.0,,--,49164.0,--,4113350.0,3283117.0,--,--,830233.0,--,--,830233.0,-60,161450.0,-46180.0,33163,-32943,82106,1,,,,,,,,,,,
1463,強盛染整,,,,104817.0,,,,--,--,,,,,,,362760,--,81321,2.39,,,,,492848.0,,470407.0,470407.0,,--,444081.0,--,1101115.0,545917.0,--,--,555198.0,--,--,555198.0,--,450381.0,42467.0,22441,-26326,389086,81321,,,,,,,,,,,
1464,得力實業,,,,446727.0,,,,--,--,,,,,,,32559,--,22393,0.61,,,,,224303.0,,200164.0,200164.0,,--,54952.0,--,3633931.0,2927519.0,--,--,706412.0,--,--,706412.0,-9711,249974.0,-25671.0,24139,-145212,169894,30270,,,,,,,,,,,
1465,偉全實業,,,,101209.0,,,,--,--,,,,,,,-46221,--,-2776,0.21,,,,,30320.0,,32282.0,32282.0,,--,-48997.0,--,922391.0,813382.0,--,--,109009.0,--,--,109009.0,--,7800.0,22520.0,-1962,-81279,21533,10749,,,,,,,,,,,
1466,聚隆,,,,119176.0,,,,0,--,,,,,,,2222,0,0,0.05,,,,,6484.0,,5339.0,5339.0,,--,2222.0,0,1863388.0,1705343.0,0,0,158045.0,0,0,158045.0,--,38869.0,-32385.0,1145,-3117,5339,0,,,,,,,,,,,
