公司代號,公司名稱,利息淨收益,利息以外淨損益,呆帳費用、承諾及保證責任準備提存,營業費用,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期稅後淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期稅後淨利（淨損）,其他綜合損益（稅後）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,繼續營業單位本期淨利（淨損）,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於共同控制下前手權益,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,其他綜合損益（淨額）,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於非控制權益,利息以外淨收益,淨收益,保險負債準備淨變動,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位稅前純益（純損）,繼續營業單位本期純益（純損）,其他綜合損益（稅後淨額）,收入,支出,其他綜合損益
1225,福懋油,,,,144115.0,,21949,,--,--,,,--,,,,,93370,--,8702,0.36,,,,,108867.0,86918.0,86918.0,,102072.0,--,2477770,2238002,3019,--,242787,-428,--,243215,624,99724.0,9143.0,15154,78216,8702,,,,,,,,,,,
1227,佳格,,,,1222774.0,,233258,,--,--,,,--,,,,,957658,--,19596,0.87,,,,,1031522.0,798264.0,798264.0,,977254.0,--,7337166,5101301,--,--,2235865,--,--,2235865,--,1013091.0,18431.0,178990,788649,9615,,,,,,,,,,,
1229,聯華實業,,,,133112.0,,13496,,--,--,,,--,,,,,2631376,--,1771,1.0,,,,,1063651.0,1050155.0,1050155.0,,2633147.0,--,1228699,1027385,--,--,201314,--,--,201314,--,68202.0,995449.0,1582992,1050100,55,,,,,,,,,,,
1231,聯華食品,,,,342189.0,,26208,,--,--,,,--,,,,,115964,--,418,0.66,,,,,136784.0,110576.0,110576.0,,116382.0,--,2118070,1674529,--,--,443541,--,--,443541,--,101352.0,35432.0,5806,109862,714,,,,,,,,,,,
1232,大統益,,,,197810.0,,75330,,--,--,,,--,,,,,297132,--,6387,1.86,,,,,378849.0,303519.0,303519.0,,303519.0,--,4159273,3591668,--,--,567605,--,--,567605,--,369795.0,9054.0,0,297132,6387,,,,,,,,,,,
1233,天仁,,,,276370.0,,10798,,0,--,,,--,,,,,22323,--,219,0.49,,,,,55035.0,44237.0,44237.0,,22542.0,--,562634,231594,0,0,331040,0,0,331040,--,54670.0,365.0,-21695,44107,130,,,,,,,,,,,
1234,黑松,,,,409286.0,,24070,,--,--,,,--,,,,,169084,--,--,0.41,,,,,188968.0,164898.0,164898.0,,169084.0,--,2145267,1698764,--,--,446503,--,--,446503,--,37217.0,151751.0,4186,164898,--,,,,,,,,,,,
1235,興泰,,,,4098.0,,108,,--,--,,,--,,,,,-517712,--,--,-0.42,,,,,-36037.0,-36145.0,-36145.0,,-517712.0,--,4696,4607,--,--,89,--,--,89,--,-4009.0,-32028.0,-481567,-36145,--,,,,,,,,,,,
1236,宏亞食品,,,,116320.0,,2967,,--,--,,,--,,,,,-17438,--,0,0.08,,,,,11601.0,8634.0,8634.0,,-17438.0,--,499948,376133,--,--,123815,--,--,123815,--,7495.0,4106.0,-26072,8634,0,,,,,,,,,,,
1256,鮮活果汁-KY,,,,133295.0,,32718,,--,--,,,--,,,,,133510,--,193,2.96,,,,,123548.0,90830.0,90830.0,,133703.0,--,686855,439830,--,--,247025,--,--,247025,--,113730.0,9818.0,42873,91050,-220,,,,,,,,,,,
1262,綠悅-KY,,,,88137.0,,-19658,,--,--,,,--,,,,,116415,--,--,-0.71,,,,,-135248.0,-115590.0,-115590.0,,116415.0,--,907524,953342,--,--,-45818,--,--,-45818,--,-133955.0,-1293.0,232005,-115590,--,,,,,,,,,,,
1301,台塑,,,,2880451.0,,1193081,,--,--,,,--,,,,,18325460,--,--,1.28,,,,,9333756.0,8140675.0,8140675.0,,18325460.0,--,53012075,44864451,--,--,8147624,--,--,8147624,--,5267173.0,4066583.0,10184785,8140675,--,,,,,,,,,,,
1303,南亞塑膠,,,,4241872.0,,847937,,--,--,,,--,,,,,13158401,--,-6460,0.64,,,,,5833077.0,4985140.0,4985140.0,,13151941.0,--,70920119,64404802,--,--,6515317,--,6092,6521409,--,2279537.0,3553540.0,8166801,5051158,-66018,,,,,,,,,,,
1304,台聚,,,,951821.0,,173015,,1109,--,,,--,,,,,541085,--,525587,0.24,,,,,754411.0,581396.0,582505.0,,1066672.0,--,13493376,11933016,--,--,1560360,--,--,1560360,--,608539.0,145872.0,484167,253361,329144,,,,,,,,,,,
1305,華夏,,,,264959.0,,35305,,1109,--,,,--,,,,,189192,--,6750,0.36,,,,,225164.0,189859.0,190968.0,,195942.0,--,3227707,2779190,--,--,448517,--,--,448517,--,183558.0,41606.0,4974,184234,6734,,,,,,,,,,,
1307,三芳化工,,,,391741.0,,52225,,--,--,,,--,,,,,155628,--,--,0.25,,,,,152861.0,100636.0,100636.0,,155628.0,--,2628241,2098200,--,--,530041,--,--,530041,--,138300.0,14561.0,54992,100636,--,,,,,,,,,,,
1308,亞聚,,,,57930.0,,24935,,--,--,,,--,,,,,272322,0,--,0.25,,,,,161636.0,136701.0,136701.0,,272322.0,0,1709711,1532818,--,--,176893,--,--,176893,--,118963.0,42673.0,135621,136701,--,,,,,,,,,,,
1309,台達化工,,,,183458.0,,54865,,--,--,,,--,,,,,239709,--,--,0.6,,,,,250089.0,195224.0,195224.0,,239709.0,--,4600156,4206974,--,--,393182,--,--,393182,--,209724.0,40365.0,44485,195224,--,,,,,,,,,,,
1310,台苯,,,,101567.0,,71707,,--,--,,,--,,,,,306067,--,-3895,0.63,,,,,400205.0,328498.0,328498.0,,302172.0,--,2937390,2489262,--,--,448128,--,--,448128,--,346561.0,53644.0,-26326,334329,-5831,,,,,,,,,,,
1312,國喬石化,,,,317327.0,,109761,,--,--,,,--,,,,,680082,--,-35584,0.65,,,,,709736.0,599975.0,599975.0,,644498.0,--,5005839,4314542,--,--,691297,--,--,691297,--,373970.0,335766.0,44523,588927,11048,,,,,,,,,,,
1313,聯成,,,,458096.0,,-23442,,--,--,,,--,,,,,1320571,--,--,-0.11,,,,,-164756.0,-141314.0,-141314.0,,1320571.0,--,15365591,15123331,--,--,242260,--,--,242260,--,-215836.0,51080.0,1461885,-141314,--,,,,,,,,,,,
1314,中石化,,,,450564.0,,30871,,--,--,,,--,,,,,644735,--,1592,0.11,,,,,339764.0,308893.0,308893.0,,646327.0,--,8138030,7830040,--,--,307990,--,--,307990,--,-142574.0,482338.0,337434,309626,-733,,,,,,,,,,,
1315,達新工業,,,,87348.0,,-4049,,--,--,,,--,,,,,190940,--,405,0.02,,,,,743.0,4792.0,4792.0,,191345.0,--,510519,428578,--,--,81941,--,--,81941,--,-5407.0,6150.0,186553,4666,126,,,,,,,,,,,
1316,上曜,,,,72476.0,,1278,,-746,--,,,--,,,,,-46937,--,5355,-0.31,,,,,-43124.0,-44402.0,-45148.0,,-41582.0,--,134177,119994,--,--,14183,--,--,14183,--,-58293.0,15169.0,3566,-49878,4730,,,,,,,,,,,
1319,東陽,,,,756841.0,,140829,,--,--,,,--,,,,,665442,--,-10975,0.85,,,,,610816.0,469987.0,469987.0,,654467.0,--,5309893,4015695,--,--,1294198,--,--,1294198,--,537357.0,73459.0,184480,500178,-30191,,,,,,,,,,,
1321,大洋,,,,79776.0,,0,,--,--,,,--,,,,,158619,--,--,0.14,,,,,30989.0,30989.0,30989.0,,158619.0,0,1030509,975250,--,--,55259,--,--,55259,--,-24517.0,55506.0,127630,30989,0,,,,,,,,,,,
1323,永裕,,,,87235.0,,19439,,--,--,,,--,,,,,91799,--,12390,0.64,,,,,89600.0,70161.0,70161.0,,104189.0,--,844807,666865,--,--,177942,--,--,177942,--,90707.0,-1107.0,34028,57771,12390,,,,,,,,,,,
1324,地球工業,,,,46700.0,,1898,,--,--,,,--,,,,,3537,--,--,-0.05,,,,,-1827.0,-3725.0,-3725.0,,3537.0,--,290939,248289,--,--,42650,--,--,42650,--,-4050.0,2223.0,7262,-3725,--,,,,,,,,,,,
1325,恒大,,,,12385.0,,3608,,--,--,,,--,,,,,18027,--,554,0.13,,,,,13819.0,10211.0,10211.0,,18581.0,--,195653,173445,--,--,22208,--,--,22208,--,9823.0,3996.0,8370,11198,-987,,,,,,,,,,,
1326,台化,,,,3957954.0,,1600854,,--,--,,,--,,,,,18608914,--,2407755,1.46,,,,,10782491.0,9181637.0,9181637.0,,21016669.0,--,91432670,78892549,--,--,12540121,--,--,12540121,--,8582167.0,2200324.0,11835032,8520477,661160,,,,,,,,,,,
1337,再生-KY,,,,107801.0,,--,,--,--,,,--,,,,,-3429,--,--,-0.73,,,,,-196515.0,-196515.0,-196515.0,,-3429.0,--,374806,470244,--,--,-95438,--,--,-95438,--,-203239.0,6724.0,193086,-196515,--,,,,,,,,,,,
1338,廣華-KY,,,,329048.0,,36342,,--,--,,,--,,,,,242732,--,-1275,1.19,,,,,129273.0,92931.0,92931.0,,241457.0,--,1703364,1267394,--,--,435970,--,--,435970,--,106922.0,22351.0,148526,99811,-6880,,,,,,,,,,,
1339,昭輝,,,,76064.0,,27213,,--,--,,,--,,,,,121747,--,-3783,1.46,,,,,128496.0,101283.0,101283.0,,117964.0,--,642499,480701,--,--,161798,--,--,161798,--,85734.0,42762.0,16681,107925,-6642,,,,,,,,,,,
1340,勝悅-KY,,,,32241.0,,1923,,--,--,,,--,,,,,121038,--,--,-0.27,,,,,-35100.0,-37023.0,-37023.0,,121038.0,--,319319,337080,--,--,-17761,--,--,-17761,--,-50002.0,14902.0,158061,-37023,--,,,,,,,,,,,
1341,富林-KY,,,,64276.0,,14763,,--,--,,,--,,,,,45475,--,--,0.86,,,,,57347.0,42584.0,42584.0,,45475.0,--,653608,528989,--,--,124619,--,--,124619,--,60343.0,-2996.0,2891,42584,--,,,,,,,,,,,
1402,遠東新,,,,7438391.0,,678439,,--,--,,,--,,,,,4143368,--,1498755,0.4,,,,,4120128.0,3441689.0,3441689.0,,5642123.0,--,61919917,51046185,--,--,10873732,--,--,10873732,--,3435341.0,684787.0,2200434,2015787,1425902,,,,,,,,,,,
1410,南染,,,,18813.0,,3235,,--,--,,,--,,,,,14441,--,494,0.2,,,,,18286.0,15051.0,15051.0,,14935.0,--,96340,62116,--,--,34224,--,--,34224,--,15411.0,2875.0,-116,14557,494,,,,,,,,,,,
1413,宏洲纖維,,,,23818.0,,371,,--,--,,,--,,,,,--,--,--,0.29,,,,,38312.0,37941.0,37941.0,,38888.0,--,887773,833328,--,--,54445,--,--,54445,--,30627.0,7685.0,947,--,--,,,,,,,,,,,
1414,東和,,,,16903.0,,-3149,,--,--,,,--,,,,,--,--,--,-0.05,,,,,-14978.0,-11829.0,-11829.0,,23864.0,--,211137,208767,--,--,2370,--,--,2370,--,-14533.0,-445.0,35693,--,--,,,,,,,,,,,
1416,廣豐,,,,69782.0,,3601,,--,--,,,--,,,,,15735,--,--,0.08,,,,,17983.0,14382.0,14382.0,,15735.0,--,56307,12,--,--,56295,--,--,56295,--,-13487.0,31470.0,1353,14382,--,,,,,,,,,,,
1417,嘉裕,,,,150111.0,,1850,,--,--,,,--,,,,,127209,--,--,-0.12,,,,,-43499.0,-45349.0,-45349.0,,127209.0,--,373571,290901,--,--,82670,--,--,82670,--,-67441.0,23942.0,172558,-45349,--,,,,,,,,,,,
1418,東華,,,,18122.0,,109,,--,--,,,--,,,,,-40746,--,-5,-0.75,,,,,-40811.0,-40920.0,-40920.0,,-40751.0,--,82203,97681,--,--,-15478,--,--,-15478,--,-33600.0,-7211.0,169,-40915,-5,,,,,,,,,,,
1419,新紡,,,,109808.0,,138,,--,--,,,--,,,,,346091,--,-1775,-0.01,,,,,-5882.0,-6020.0,-6020.0,,344316.0,--,404476,308053,--,--,96423,--,--,96423,--,-13385.0,7503.0,350336,-4245,-1775,,,,,,,,,,,
1423,利華羊毛,,,,8835.0,,1127,,--,--,,,--,,,,,--,--,--,0.08,,,,,11510.0,10383.0,10383.0,,15586.0,--,112100,98346,--,--,13754,--,--,13754,--,4919.0,6591.0,5203,--,--,,,,,,,,,,,
1432,大魯閣實業,,,,292642.0,,23,,--,--,,,--,,,,,-67666,--,-6904,-0.33,,,,,-62887.0,-62910.0,-62910.0,,-74570.0,--,310929,54773,--,--,256156,--,--,256156,--,-36486.0,-26401.0,-11660,-56129,-6781,,,,,,,,,,,
1434,福懋興業,,,,711771.0,,171737,,--,--,,,--,,,,,3016324,--,230491,0.25,,,,,733130.0,561393.0,561393.0,,3246815.0,--,11718847,10299194,--,--,1419653,--,--,1419653,--,707882.0,25248.0,2685422,424445,136948,,,,,,,,,,,
1435,中福國際,,,,9252.0,,0,,--,--,,,--,,,,,13915,--,0,0.1,,,,,12693.0,12693.0,12693.0,,13915.0,0,5351,317,--,--,5034,0,0,5034,--,-4218.0,16911.0,1222,12693,0,,,,,,,,,,,
1436,華友聯,,,,47049.0,,9435,,--,--,,,--,,,,,61729,--,--,0.76,,,,,70207.0,60772.0,60772.0,,61729.0,--,505166,373471,--,--,131695,--,--,131695,--,84646.0,-14439.0,957,60772,--,,,,,,,,,,,
1437,勤益投控,,,,23642.0,,24352,,120,--,,,--,,,,,264731,--,332,0.64,,,,,155028.0,130676.0,130796.0,,265063.0,--,194765,45398,--,--,149367,--,--,149367,--,125725.0,29303.0,134267,130825,-29,,,,,,,,,,,
1438,裕豐,,,,2285.0,,--,,--,--,,,--,,,,,--,--,--,0.01,,,,,1153.0,1153.0,1153.0,,1153.0,--,5,43,--,--,-38,--,--,-38,--,-2323.0,3476.0,--,--,--,,,,,,,,,,,
1439,中和羊毛,,,,10416.0,,1178,,--,--,,,--,,,,,-6673,--,--,-0.07,,,,,-5533.0,-6711.0,-6711.0,,-6673.0,--,55451,54837,--,--,614,--,--,614,--,-9802.0,4269.0,38,-6711,--,,,,,,,,,,,
1440,南紡,,,,490633.0,,-26242,,--,--,,,--,,,,,387243,--,1148,0.02,,,,,2433.0,28675.0,28675.0,,388391.0,--,5765387,5415580,--,--,349807,--,--,349807,--,-140826.0,143259.0,359716,28110,565,,,,,,,,,,,
1441,大東紡織,,,,51243.0,,-428,,--,--,,,--,,,,,-42486,--,-950,-0.89,,,,,-71698.0,-71270.0,-71270.0,,-43436.0,--,378658,393651,--,--,-14993,--,--,-14993,--,-66236.0,-5462.0,27834,-69585,-1685,,,,,,,,,,,
1442,名軒,,,,29249.0,,2985,,--,--,,,--,,,,,-5103,--,0,-0.02,,,,,-2315.0,-5300.0,-5300.0,,-5103.0,--,159968,135176,--,--,24792,--,--,24792,--,-4457.0,2142.0,197,-5300,0,,,,,,,,,,,
1443,立益紡織,,,,24866.0,,977,,-4099,--,,,--,,,,,15106,--,-4708,0.2,,,,,43547.0,42570.0,38471.0,,10398.0,--,176029,130721,--,--,45308,--,--,45308,--,20442.0,23105.0,-28073,27309,11162,,,,,,,,,,,
1444,力麗,,,,179552.0,,39283,,--,--,,,--,,,,,189627,--,4336,0.16,,,,,183688.0,144405.0,144405.0,,193963.0,--,3187078,2934739,--,--,252339,142,--,252197,--,72645.0,111043.0,49558,150010,-5605,,,,,,,,,,,
1445,大宇紡織,,,,34552.0,,-3771,,--,--,,,--,,,,,-5342,--,--,-0.03,,,,,-7521.0,-3750.0,-3750.0,,-5342.0,--,391398,365478,--,--,25920,--,--,25920,--,-8632.0,1111.0,-1592,-3750,--,,,,,,,,,,,
1446,宏和,,,,23776.0,,2074,,--,--,,,--,,,,,-11359,--,--,-0.09,,,,,-10476.0,-12550.0,-12550.0,,-11359.0,--,83427,76071,--,--,7356,--,--,7356,--,-16420.0,5944.0,1191,-12550,--,,,,,,,,,,,
1447,力鵬,,,,173515.0,,27751,,--,--,,,--,,,,,169257,--,16999,0.14,,,,,148864.0,121113.0,121113.0,,186256.0,--,3825342,3573845,--,--,251497,--,--,251497,--,77982.0,70882.0,65143,122009,-896,,,,,,,,,,,
1449,佳和實業,,,,73432.0,,35857,,--,--,,,--,,,,,55918,--,-7722,0.36,,,,,67930.0,32073.0,32073.0,,48196.0,--,563570,487494,--,--,76076,--,--,76076,--,2644.0,65286.0,16123,43546,-11473,,,,,,,,,,,
1451,年興紡織,,,,148796.0,,4498,,--,--,,,--,,,,,11467,--,-58,0.05,,,,,15320.0,10822.0,10822.0,,11409.0,--,2096573,1963701,--,--,132872,--,--,132872,--,-15924.0,31244.0,587,10882,-60,,,,,,,,,,,
1452,宏益,,,,29562.0,,12605,,--,--,,,--,,,,,49110,--,--,0.38,,,,,62683.0,50078.0,50078.0,,49110.0,--,510829,422255,--,--,88574,--,--,88574,--,59012.0,3671.0,-968,50078,--,,,,,,,,,,,
1453,大將,,,,7155.0,,56,,0,--,,,--,,,,,10810,--,52,0.12,,,,,10918.0,10862.0,10862.0,,10862.0,--,237,101,--,--,136,--,--,136,--,-7019.0,17937.0,0,10810,52,,,,,,,,,,,
1454,台富,,,,36924.0,,940,,--,--,,,--,,,,,4233,0,0,0.07,,,,,9805.0,8865.0,8865.0,,4233.0,0,472037,428880,--,--,43157,--,--,43157,-80,6153.0,3652.0,-4632,8865,0,,,,,,,,,,,
1455,集盛,,,,121121.0,,-11724,,--,--,,,--,,,,,-14697,--,--,0.01,,,,,-8505.0,3219.0,3219.0,,-14697.0,--,3543072,3505511,--,--,37561,--,--,37561,--,-83560.0,75055.0,-17916,3219,--,,,,,,,,,,,
1456,怡華,,,,19864.0,,1191,,--,--,,,--,,,,,--,--,--,-0.05,,,,,-3451.0,-4642.0,-4642.0,,-7209.0,--,195425,164054,--,--,31371,--,--,31371,--,11507.0,-14958.0,-2567,--,--,,,,,,,,,,,
1457,宜進,,,,80385.0,,26096,,--,--,,,--,,,,,186383,--,176466,1.08,,,,,450037.0,423941.0,423941.0,,362849.0,--,1364436,1212284,--,--,152152,--,--,152152,408391,480158.0,-30121.0,-61092,246501,177440,,,,,,,,,,,
1459,聯發紡織,,,,41532.0,,538,,--,--,,,--,,,,,110572,--,120,0.22,,,,,71043.0,70505.0,70505.0,,110692.0,--,915518,915356,--,--,162,--,--,162,--,-41370.0,112413.0,40187,70385,120,,,,,,,,,,,
1460,宏遠,,,,363212.0,,29962,,--,--,,,--,,,,,78862,--,1,0.03,,,,,45081.0,15119.0,15119.0,,78863.0,--,2251902,1846278,--,--,405624,--,--,405624,-4,42408.0,2673.0,63744,15118,1,,,,,,,,,,,
1463,強盛染整,,,,23938.0,,3986,,--,--,,,--,,,,,49725,--,3192,0.29,,,,,54677.0,50691.0,50691.0,,52917.0,--,154707,109471,--,--,45236,--,--,45236,--,21298.0,33379.0,2226,47499,3192,,,,,,,,,,,
1464,得力實業,,,,318664.0,,14033,,--,--,,,--,,,,,168331,--,10172,0.31,,,,,119623.0,105590.0,105590.0,,178503.0,--,2333580,1912597,--,--,420983,--,--,420983,2627,104946.0,14677.0,72913,102113,3477,,,,,,,,,,,
1465,偉全實業,,,,108878.0,,117125,,1184425,--,,,--,,,,,427054,--,658728,3.72,,,,,-67095.0,-184220.0,1000205.0,,1085782.0,--,199921,174166,--,--,25755,--,--,25755,--,-83123.0,16028.0,85577,385002,615203,,,,,,,,,,,
1466,聚隆,,,,62389.0,,-18218,,0,--,,,--,,,,,21786,0,0,0.19,,,,,3347.0,21565.0,21565.0,,21786.0,0,999177,927404,0,0,71773,0,0,71773,--,9384.0,-6037.0,221,21565,0,,,,,,,,,,,
1467,南緯實業,,,,301229.0,,56926,,--,--,,,--,,,,,-21626,--,2734,-0.13,,,,,28188.0,-28738.0,-28738.0,,-18892.0,--,1561587,1303985,--,--,257602,--,--,257602,--,-43627.0,71815.0,9846,-31424,2686,,,,,,,,,,,
1468,昶和纖維,,,,36225.0,,0,,--,--,,,--,,,,,49253,--,3302,0.1,,,,,19129.0,19129.0,19129.0,,52555.0,--,235440,187727,--,--,47713,--,--,47713,--,11488.0,7641.0,33426,16165,2964,,,,,,,,,,,
1470,大統新創,,,,32965.0,,5189,,--,--,,,--,,,,,22005,--,0,0.25,,,,,26760.0,21571.0,21571.0,,22005.0,--,209498,151285,--,--,58213,--,--,58213,0,25248.0,1512.0,434,21571,0,,,,,,,,,,,
1471,首利,,,,52509.0,,2310,,--,--,,,--,,,,,-71717,--,0,-0.51,,,,,-74670.0,-76980.0,-76980.0,,-71717.0,--,308145,320419,--,--,-12274,--,--,-12274,--,-64783.0,-9887.0,5263,-76980,0,,,,,,,,,,,
1472,三洋紡,,,,19974.0,,-51,,--,--,,,--,,,,,-34518,--,--,-0.87,,,,,-37501.0,-37450.0,-37450.0,,-34518.0,--,79427,97042,--,--,-17615,--,--,-17615,--,-37589.0,88.0,2932,-37450,--,,,,,,,,,,,
1473,台南企業,,,,244736.0,,34714,,--,--,,,--,,,,,112678,--,-757,0.67,,,,,132462.0,97748.0,97748.0,,111921.0,--,2116673,1761391,--,--,355282,--,--,355282,--,110546.0,21916.0,14173,98416,-668,,,,,,,,,,,
1474,弘裕,,,,89106.0,,4454,,--,--,,,--,,,,,13819,--,-4861,0.02,,,,,2363.0,-2091.0,-2091.0,,8958.0,--,863937,790796,--,--,73141,--,--,73141,--,-15965.0,18328.0,11049,2770,-4861,,,,,,,,,,,
1475,本盟光電,,,,6810.0,,140,,--,--,,,--,,,,,-13345,--,-362,-0.82,,,,,-13063.0,-13203.0,-13203.0,,-13707.0,--,14326,17950,--,--,-3624,--,--,-3624,--,-10434.0,-2629.0,-504,-13199,-4,,,,,,,,,,,
