公司代號,公司名稱,利息淨收益,利息以外淨損益,呆帳費用、承諾及保證責任準備提存,營業費用,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期稅後淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期稅後淨利（淨損）,其他綜合損益（稅後）,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,繼續營業單位本期淨利（淨損）,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於共同控制下前手權益,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,其他綜合損益（淨額）,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於非控制權益,利息以外淨收益,淨收益,保險負債準備淨變動,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位稅前純益（純損）,繼續營業單位本期純益（純損）,其他綜合損益（稅後淨額）,收入,支出,其他綜合損益
1316,上曜,,,,330619.0,,22609,,--,--,,,,,,,82682,--,-90252,1.39,,,,,254286.0,231677.0,231677.0,,--,-7570.0,--,1522292.0,1075800.0,--,--,446492.0,--,--,446492.0,--,115873.0,138413.0,-239247,165718,65959,,,,,,,,,,,
1319,東陽,,,,3412255.0,,484463,,--,--,,,,,,,1775837,--,-10630,3.26,,,,,2416411.0,1931948.0,1931948.0,,--,1765207.0,--,23006584.0,17744695.0,--,--,5261889.0,--,0,5261889.0,--,1849634.0,566777.0,-166741,1926010,5938,,,,,,,,,,,
1321,大洋,,,,342080.0,,21989,,--,--,,,,,,,-58859,--,--,-0.33,,,,,-49805.0,-71794.0,-71794.0,,--,-58859.0,--,4777348.0,4590598.0,--,--,186750.0,--,--,186750.0,--,-155330.0,105525.0,12935,-71794,--,,,,,,,,,,,
1323,永裕,,,,421573.0,,143628,,--,--,,,,,,,272925,--,60590,3.32,,,,,505472.0,361844.0,361844.0,,--,333515.0,--,3759197.0,2864593.0,--,--,894604.0,--,--,894604.0,--,473031.0,32441.0,-28329,301630,60214,,,,,,,,,,,
1324,地球工業,,,,176667.0,,7079,,--,--,,,,,,,-599,--,--,0.02,,,,,8274.0,1195.0,1195.0,,--,-599.0,--,1137469.0,959230.0,--,--,178239.0,--,--,178239.0,--,1572.0,6702.0,-1794,1195,--,,,,,,,,,,,
1325,恒大,,,,52782.0,,13413,,--,--,,,,,,,51950,--,-1207,0.7,,,,,73335.0,59922.0,59922.0,,--,50743.0,--,914449.0,812852.0,--,--,101597.0,--,--,101597.0,--,48815.0,24520.0,-9179,59853,69,,,,,,,,,,,
1326,台化,,,,15222276.0,,8275227,,--,--,,,,,,,33258356,--,5816411,8.36,,,,,63716245.0,55441018.0,55441018.0,,--,39074767.0,--,407859765.0,354287425.0,--,--,53572340.0,--,--,53572340.0,--,38350064.0,25366181.0,-16366251,48769317,6671701,,,,,,,,,,,
1337,再生-KY,,,,1044074.0,,9573,,--,--,,,,,,,-2097580,--,--,-7.02,,,,,-1878853.0,-1888426.0,-1888426.0,,--,-2097580.0,--,1464797.0,2241085.0,--,--,-776288.0,--,--,-776288.0,--,-1820362.0,-58491.0,-209154,-1888426,--,,,,,,,,,,,
1338,廣華-KY,,,,1277161.0,,184722,,--,--,,,,,,,442108,--,-46533,6.51,,,,,678687.0,493965.0,493965.0,,--,395575.0,--,8062421.0,6087675.0,--,--,1974746.0,--,--,1974746.0,--,697585.0,-18898.0,-98390,546106,-52141,,,,,,,,,,,
1339,昭輝,,,,360057.0,,89644,,--,--,,,,,,,259358,--,-24341,4.15,,,,,374204.0,284560.0,284560.0,,--,235017.0,--,2854734.0,2107793.0,--,--,746941.0,--,--,746941.0,--,386884.0,-12680.0,-49543,307904,-23344,,,,,,,,,,,
1340,勝悅-KY,,,,222202.0,,38109,,--,--,,,,,,,-553,--,--,0.97,,,,,172808.0,134699.0,134699.0,,--,-553.0,--,2071989.0,1722629.0,--,--,349360.0,--,--,349360.0,--,127158.0,45650.0,-135252,134699,--,,,,,,,,,,,
1341,富林-KY,,,,282813.0,,54866,,--,--,,,,,,,160524,0,--,3.68,,,,,205713.0,150847.0,150847.0,,--,160524.0,0,2902091.0,2401269.0,--,--,500822.0,--,--,500822.0,--,218009.0,-12296.0,9677,150847,--,,,,,,,,,,,
1402,遠東新,,,,29616726.0,,2663528,,--,--,,,,,,,12883387,--,6414084,2.41,,,,,21055130.0,18391602.0,18391602.0,,--,19297471.0,--,228661933.0,184261821.0,--,--,44400112.0,--,556,44400668.0,--,14783942.0,6271188.0,905869,12028294,6363308,,,,,,,,,,,
1410,南染,,,,75638.0,,25182,,--,--,,,,,,,103046,--,7568,1.44,,,,,136568.0,111386.0,111386.0,,--,110614.0,--,505982.0,310974.0,--,--,195008.0,--,--,195008.0,--,119370.0,17198.0,-772,103812,7574,,,,,,,,,,,
1413,宏洲纖維,,,,84902.0,,-36326,,--,--,,,,,,,--,--,--,1.83,,,,,206058.0,242384.0,242384.0,,--,239026.0,--,3651036.0,3367592.0,--,--,283444.0,--,--,283444.0,--,198542.0,7516.0,-3358,--,--,,,,,,,,,,,
1414,東和,,,,78109.0,,-4560,,--,--,,,,,,,--,--,--,0.17,,,,,33922.0,38482.0,38482.0,,--,15296.0,--,974924.0,890439.0,--,--,84485.0,--,--,84485.0,--,6376.0,27546.0,-23186,--,--,,,,,,,,,,,
1416,廣豐,,,,349855.0,,-9336,,--,--,,,,,,,290547,--,0,1.35,,,,,240730.0,250066.0,250066.0,,--,290547.0,--,271003.0,80922.0,--,--,190081.0,--,--,190081.0,--,-159774.0,400504.0,40481,250066,0,,,,,,,,,,,
1417,嘉裕,,,,633153.0,,16673,,--,--,,,,,,,-129610,--,--,-0.61,,,,,-216895.0,-233568.0,-233568.0,,--,-129610.0,--,1499660.0,1253558.0,--,--,246102.0,--,--,246102.0,--,-387051.0,170156.0,103958,-233568,--,,,,,,,,,,,
1418,東華,,,,86860.0,,151,,--,--,,,,,,,761259,--,-22,-4.01,,,,,-217775.0,-217926.0,-217926.0,,--,761237.0,--,653059.0,765179.0,--,--,-112120.0,--,--,-112120.0,-3258,-202238.0,-15537.0,979163,-217904,-22,,,,,,,,,,,
1419,新紡,,,,433781.0,,517,,--,--,,,,,,,290855,--,-3607,0.94,,,,,279456.0,278939.0,278939.0,,--,287248.0,--,1605981.0,1195968.0,--,--,410013.0,--,--,410013.0,--,-23768.0,303224.0,8309,282546,-3607,,,,,,,,,,,
1423,利華羊毛,,,,43296.0,,7349,,--,--,,,,,,,--,--,--,0.64,,,,,110017.0,102668.0,102668.0,,--,123338.0,--,761087.0,683730.0,--,--,77357.0,--,--,77357.0,--,34061.0,75956.0,20670,--,--,,,,,,,,,,,
1432,大魯閣實業,,,,961877.0,,1346,,--,--,,,,,,,-228946,--,-33081,-1.1,,,,,-216286.0,-217632.0,-217632.0,,--,-262027.0,--,1020869.0,286998.0,--,--,733871.0,--,--,733871.0,--,-228006.0,11720.0,-44395,-184429,-33203,,,,,,,,,,,
1434,福懋興業,,,,2822317.0,,959661,,--,--,,,,,,,1730196,--,438852,2.82,,,,,6280361.0,5320700.0,5320700.0,,--,2169048.0,--,44545053.0,39264007.0,--,--,5281046.0,--,--,5281046.0,--,2458729.0,3821632.0,-3151652,4737406,583294,,,,,,,,,,,
1435,中福國際,,,,36127.0,,60,,--,--,,,,,,,-17095,--,0,-0.1,,,,,-12222.0,-12282.0,-12282.0,,--,-17095.0,0,30136.0,1691.0,--,--,28445.0,0,0,28445.0,--,-7682.0,-4540.0,-4813,-12282,0,,,,,,,,,,,
1436,華友聯,,,,249186.0,,42771,,--,--,,,,,,,359461,--,--,4.48,,,,,400147.0,357376.0,357376.0,,--,359461.0,--,2621467.0,1912536.0,--,--,708931.0,--,--,708931.0,--,459745.0,-59598.0,2085,357376,--,,,,,,,,,,,
1437,勤益投控,,,,100460.0,,54769,,3028,--,,,,,,,505463,--,77,1.23,,,,,301351.0,246582.0,249610.0,,--,505540.0,--,583070.0,173914.0,--,--,409156.0,--,--,409156.0,--,308696.0,-7345.0,255930,249298,312,,,,,,,,,,,
1438,裕豐,,,,8160.0,,--,,--,--,,,,,,,--,--,--,-0.12,,,,,-11879.0,-11879.0,-11879.0,,--,-11879.0,--,17.0,53.0,--,--,-36.0,--,--,-36.0,--,-8196.0,-3683.0,--,--,--,,,,,,,,,,,
1439,中和羊毛,,,,77916.0,,-2519,,--,--,,,,,,,-68862,--,--,-0.75,,,,,-71334.0,-68815.0,-68815.0,,--,-68862.0,--,264022.0,255558.0,--,--,8464.0,--,--,8464.0,--,-69452.0,-1882.0,-47,-68815,--,,,,,,,,,,,
1440,南紡,,,,2051452.0,,238571,,--,--,,,,,,,558603,--,-4628,0.65,,,,,1301265.0,1062694.0,1062694.0,,--,553975.0,--,24946094.0,22211162.0,--,--,2734932.0,--,--,2734932.0,--,683480.0,617785.0,-508719,1071003,-8309,,,,,,,,,,,
1441,大東紡織,,,,220314.0,,81425,,--,--,,,,,,,834728,--,--,11.66,,,,,986108.0,904683.0,904683.0,,--,834728.0,--,1624251.0,1668517.0,--,--,-44266.0,--,--,-44266.0,--,-264580.0,1250688.0,-69955,904683,--,,,,,,,,,,,
1442,名軒,,,,143861.0,,21401,,--,--,,,,,,,118599,--,0,0.4,,,,,142192.0,120791.0,120791.0,,--,118599.0,--,944582.0,669007.0,--,--,275575.0,--,--,275575.0,--,131714.0,10478.0,-2192,120791,0,,,,,,,,,,,
1443,立益紡織,,,,188438.0,,9346,,-11688,--,,,,,,,204405,--,139232,-2.38,,,,,-589814.0,-599160.0,-610848.0,,--,343637.0,--,1128161.0,1142162.0,--,--,-14001.0,--,--,-14001.0,--,-202439.0,-387375.0,954485,-320217,-290631,,,,,,,,,,,
1444,力麗,,,,725085.0,,119411,,--,--,,,,,,,154100,--,-74227,0.44,,,,,488627.0,369216.0,369216.0,,--,79873.0,--,12882065.0,11974832.0,--,--,907233.0,391,0,906842.0,--,181757.0,306870.0,-289343,415591,-46375,,,,,,,,,,,
1445,大宇紡織,,,,128927.0,,-11309,,--,--,,,,,,,-28823,--,--,-0.17,,,,,-35465.0,-24156.0,-24156.0,,--,-28823.0,--,1572270.0,1490830.0,--,--,81440.0,--,--,81440.0,--,-47487.0,12022.0,-4667,-24156,--,,,,,,,,,,,
1446,宏和,,,,101797.0,,-27531,,--,--,,,,,,,-31747,--,--,-0.21,,,,,-56127.0,-28596.0,-28596.0,,--,-31747.0,--,447125.0,422023.0,--,--,25102.0,--,--,25102.0,--,-76695.0,20568.0,-3151,-28596,--,,,,,,,,,,,
1447,力鵬,,,,696502.0,,-15499,,--,--,,,,,,,-169782,--,-71901,0.19,,,,,170939.0,186438.0,186438.0,,--,-241683.0,--,17599267.0,17263518.0,--,--,335749.0,--,--,335749.0,--,-360753.0,531692.0,-428121,161957,24481,,,,,,,,,,,
1449,佳和實業,,,,384473.0,,-1354,,--,--,,,,,,,-127394,--,-73356,-0.85,,,,,-166260.0,-164906.0,-164906.0,,--,-200750.0,--,2459080.0,2320982.0,--,--,138098.0,--,--,138098.0,--,-246375.0,80115.0,-35844,-102272,-62634,,,,,,,,,,,
1451,年興紡織,,,,578086.0,,154766,,--,--,,,,,,,569161,--,-446,2.03,,,,,556128.0,401362.0,401362.0,,--,568715.0,--,8799524.0,7938257.0,--,--,861267.0,--,--,861267.0,--,283181.0,272947.0,167353,401418,-56,,,,,,,,,,,
1452,宏益,,,,125024.0,,40291,,--,--,,,,,,,225706,--,--,1.47,,,,,235207.0,194916.0,194916.0,,--,225706.0,--,2130850.0,1819600.0,--,--,311250.0,--,--,311250.0,--,186226.0,48981.0,30790,194916,--,,,,,,,,,,,
1453,大將,,,,40433.0,,624,,--,--,,,,,,,335735,--,-498,3.74,,,,,335861.0,335237.0,335237.0,,--,335237.0,--,28277.0,28755.0,--,--,-478.0,--,--,-478.0,--,-40911.0,376772.0,0,335735,-498,,,,,,,,,,,
1454,台富,,,,144925.0,,-6923,,--,--,,,,,,,10773,--,--,0.15,,,,,13238.0,20161.0,20161.0,,--,10773.0,--,1947905.0,1802306.0,--,--,145599.0,--,--,145599.0,519,1193.0,12045.0,-9388,20161,--,,,,,,,,,,,
1455,集盛,,,,502513.0,,18237,,--,--,,,,,,,39765,--,--,0.15,,,,,108216.0,89979.0,89979.0,,--,39765.0,--,15832053.0,15355580.0,--,--,476473.0,--,--,476473.0,--,-26040.0,134256.0,-50214,89979,--,,,,,,,,,,,
1456,怡華,,,,67761.0,,9345,,--,--,,,,,,,--,--,--,0.13,,,,,21697.0,12352.0,12352.0,,--,-3869.0,--,474359.0,370214.0,--,--,104145.0,--,--,104145.0,52000,88384.0,-66687.0,-16221,--,--,,,,,,,,,,,
1457,宜進,,,,296627.0,,34881,,--,--,,,,,,,440103,--,177739,2.13,,,,,739857.0,704976.0,704976.0,,--,617842.0,--,5646982.0,4949289.0,--,--,697693.0,--,--,697693.0,10823,411889.0,327968.0,-87134,495387,209589,,,,,,,,,,,
1459,聯發紡織,,,,167499.0,,4243,,--,--,,,,,,,-394478,--,502,-1.18,,,,,-369815.0,-374058.0,-374058.0,,--,-393976.0,--,3519248.0,3512866.0,--,--,6382.0,--,--,6382.0,--,-161117.0,-208698.0,-19918,-374560,502,,,,,,,,,,,
1460,宏遠,,,,1452811.0,,119082,,--,--,,,,,,,170954,--,-8,0.33,,,,,276439.0,157357.0,157357.0,,--,170946.0,--,9405379.0,7715556.0,--,--,1689823.0,--,--,1689823.0,565,237577.0,38862.0,13589,157365,-8,,,,,,,,,,,
1463,強盛染整,,,,123365.0,,20561,,0,--,,,,,,,271263,--,42101,1.62,,,,,328605.0,308044.0,308044.0,,--,313364.0,--,972877.0,620503.0,--,--,352374.0,--,--,352374.0,--,229009.0,99596.0,5320,265943,42101,,,,,,,,,,,
1464,得力實業,,,,1231956.0,,63496,,--,--,,,,,,,207712,--,52630,0.61,,,,,317255.0,253759.0,253759.0,,--,260342.0,--,9132401.0,7668062.0,--,--,1464339.0,--,--,1464339.0,77716,310099.0,7156.0,6583,202152,51607,,,,,,,,,,,
1465,偉全實業,,,,88170.0,,4113,,-79062,--,,,,,,,-2632,--,-48702,-0.12,,,,,28400.0,24287.0,-54775.0,,--,-51334.0,--,697152.0,606604.0,--,--,90548.0,--,--,90548.0,--,2378.0,26022.0,3441,-12853,-41922,,,,,,,,,,,
1466,聚隆,,,,238772.0,,-9134,,0,--,,,,,,,-97238,0,0,-0.94,,,,,-113568.0,-104434.0,-104434.0,,--,-97238.0,0,4106559.0,3967842.0,0,0,138717.0,0,0,138717.0,--,-100055.0,-13513.0,7196,-104434,0,,,,,,,,,,,
