公司代號,公司名稱,利息淨收益,利息以外淨損益,呆帳費用、承諾及保證責任準備提存,營業費用,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期稅後淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期稅後淨利（淨損）,其他綜合損益（稅後）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,繼續營業單位本期淨利（淨損）,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於共同控制下前手權益,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,其他綜合損益（淨額）,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於非控制權益,利息以外淨收益,淨收益,保險負債準備淨變動,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位稅前純益（純損）,繼續營業單位本期純益（純損）,其他綜合損益（稅後淨額）,收入,支出,其他綜合損益
2023,燁輝,,,,1942677.0,,-251545,,--,--,,,--,,,,,-639412,--,-128613,-0.43,,,,,-1203405.0,-951860.0,-951860.0,,-768025.0,--,30086502.0,28662318.0,--,--,1424184.0,--,--,1424184.0,--,-518493.0,-684912.0,183835,-813934,-137926,,,,,,,,,,,
2024,志聯工業,,,,34203.0,,4726,,--,--,,,--,,,,,--,--,--,0.18,,,,,22612.0,17886.0,17886.0,,17886.0,--,628753.0,568879.0,--,--,59874.0,--,--,59874.0,--,25671.0,-3059.0,0,--,--,,,,,,,,,,,
2025,千興,,,,17853.0,,0,,--,--,,,--,,,,,--,--,--,-0.51,,,,,-144465.0,-144465.0,-144465.0,,-140827.0,--,671480.0,754991.0,--,--,-83511.0,--,--,-83511.0,-843,-102207.0,-42258.0,3638,--,--,,,,,,,,,,,
2027,大成鋼,,,,4406529.0,,710058,,--,--,,,--,,,,,1868234,--,652408,1.48,,,,,3052245.0,2342187.0,2342187.0,,2520642.0,--,42015548.0,33788892.0,--,--,8226656.0,--,--,8226656.0,-324,3819803.0,-767558.0,178455,1814143,528044,,,,,,,,,,,
2028,威致鋼鐵,,,,104228.0,,164,,--,--,,,--,,,,,--,--,--,0.47,,,,,154377.0,154213.0,154213.0,,198160.0,--,5128378.0,4837125.0,--,--,291253.0,--,--,291253.0,--,187025.0,-32648.0,43947,--,--,,,,,,,,,,,
2029,盛餘,,,,253473.0,,29075,,--,--,,,--,,,,,61478,--,-2907,0.18,,,,,83725.0,54650.0,54650.0,,58571.0,--,4902122.0,4572966.0,--,--,329156.0,--,--,329156.0,--,75683.0,8042.0,3921,58620,-3970,,,,,,,,,,,
2030,彰源,,,,385942.0,,59287,,--,--,,,--,,,,,123895,0,0,0.36,,,,,160264.0,100977.0,100977.0,,123895.0,0,5950765.0,5364726.0,--,--,586039.0,--,--,586039.0,--,200097.0,-39833.0,22918,100977,0,,,,,,,,,,,
2031,新光鋼,,,,125753.0,,5514,,--,--,,,--,,,,,27078,--,4173,0.06,,,,,27758.0,22244.0,22244.0,,31251.0,--,3962891.0,3838963.0,--,--,123928.0,1068,900,123760.0,--,-1993.0,29751.0,9007,18074,4170,,,,,,,,,,,
2032,新鋼工業,,,,48288.0,,6473,,--,--,,,--,,,,,--,--,--,0.15,,,,,25995.0,19522.0,19522.0,,19409.0,--,1362058.0,1289510.0,--,--,72548.0,--,--,72548.0,--,24260.0,1735.0,-113,--,--,,,,,,,,,,,
2033,佳大世界,,,,41775.0,,627,,--,--,,,--,,,,,--,--,--,0.02,,,,,2613.0,1986.0,1986.0,,1652.0,--,424106.0,381131.0,--,--,42975.0,--,--,42975.0,--,1200.0,1413.0,-334,--,--,,,,,,,,,,,
2034,允強,,,,374585.0,,109063,,--,--,,,--,,,,,451353,--,--,1.11,,,,,561423.0,452360.0,452360.0,,451353.0,--,8028774.0,7121235.0,--,--,907539.0,--,--,907539.0,--,532954.0,28469.0,-1007,452360,--,,,,,,,,,,,
2038,海光企業,,,,70049.0,,-19350,,--,--,,,--,,,,,53435,--,-2778,-0.4,,,,,-94864.0,-75514.0,-75514.0,,50657.0,--,4188221.0,4248631.0,--,--,-60410.0,--,--,-60410.0,--,-130459.0,35595.0,126171,-72736,-2778,,,,,,,,,,,
2049,上銀科技,,,,2232684.0,,620318,,--,--,,,--,,,,,1763586,--,-109075,4.78,,,,,1946751.0,1326433.0,1326433.0,,1654511.0,--,11134024.0,7081452.0,--,--,4052572.0,--,--,4052572.0,--,1819888.0,126863.0,328078,1437851,-111418,,,,,,,,,,,
2059,川湖,,,,296759.0,,283606,,--,--,,,--,,,,,799517,--,--,8.36,,,,,1080744.0,797138.0,797138.0,,799517.0,--,2253123.0,1076838.0,--,--,1176285.0,--,--,1176285.0,--,879526.0,201218.0,2379,797138,--,,,,,,,,,,,
2062,橋椿,,,,359028.0,,15061,,--,--,,,--,,,,,84115,--,-309,0.24,,,,,54479.0,39418.0,39418.0,,83806.0,--,3160037.0,2826616.0,--,--,333421.0,--,--,333421.0,--,-25607.0,80086.0,44388,39727,-309,,,,,,,,,,,
2069,運錩,,,,206452.0,,15030,,--,--,,,--,,,,,40995,--,--,0.1,,,,,30398.0,15368.0,15368.0,,40995.0,--,4190598.0,3973691.0,--,--,216907.0,--,--,216907.0,--,10455.0,19943.0,25627,15368,--,,,,,,,,,,,
2101,南港輪胎,,,,683946.0,,127615,,--,--,,,--,,,,,664918,--,--,0.74,,,,,725201.0,597586.0,597586.0,,664918.0,--,5825426.0,4689109.0,--,--,1136317.0,1771,662,1135208.0,0,451262.0,273939.0,67332,597586,--,,,,,,,,,,,
2102,泰豐輪胎,,,,539820.0,,13262,,--,--,,,--,,,,,-164627,--,--,-0.46,,,,,-199654.0,-212916.0,-212916.0,,-164627.0,--,2245973.0,1884342.0,--,--,361631.0,--,--,361631.0,--,-178189.0,-21465.0,48289,-212916,--,,,,,,,,,,,
2103,台橡,,,,1236326.0,,235149,,--,--,,,--,,,,,1104691,--,71305,0.75,,,,,906867.0,671718.0,671718.0,,1175996.0,--,15148965.0,13268697.0,--,--,1880268.0,--,--,1880268.0,90065,734007.0,172860.0,504278,617143,54575,,,,,,,,,,,
2104,國際中橡,,,,1251610.0,,567914,,--,--,,,--,,,,,2366718,--,76600,1.19,,,,,1654023.0,1086109.0,1086109.0,,2443318.0,--,12280688.0,9386854.0,--,--,2893834.0,--,--,2893834.0,--,1642224.0,11799.0,1357209,1022908,63201,,,,,,,,,,,
2105,正新,,,,8288903.0,,1388016,,--,--,,,--,,,,,3822611,--,-45921,0.85,,,,,4155794.0,2767778.0,2767778.0,,3776690.0,--,55255780.0,42803459.0,--,--,12452321.0,--,--,12452321.0,--,4163418.0,-7624.0,1008912,2744307,23471,,,,,,,,,,,
2106,建大,,,,2603590.0,,159468,,0,--,,,--,,,,,677943,0,-2,0.51,,,,,604358.0,444890.0,444890.0,,677941.0,0,16341098.0,13155750.0,--,--,3185348.0,--,--,3185348.0,--,581758.0,22600.0,233051,444892,-2,,,,,,,,,,,
2107,厚生,,,,104761.0,,19855,,--,--,,,--,,,,,545086,--,0,0.57,,,,,220465.0,200610.0,200610.0,,545086.0,--,1485769.0,1192130.0,--,--,293639.0,--,--,293639.0,--,188878.0,31587.0,344476,200610,0,,,,,,,,,,,
2108,南帝化工,,,,653185.0,,266013,,--,--,,,--,,,,,885150,--,29828,1.73,,,,,1145896.0,879883.0,879883.0,,914978.0,--,6206658.0,4486115.0,--,--,1720543.0,--,--,1720543.0,--,1067358.0,78538.0,35095,850055,29828,,,,,,,,,,,
2109,華豐橡膠,,,,278510.0,,69011,,--,--,,,--,,,,,74589,--,119956,0.02,,,,,118994.0,49983.0,49983.0,,194545.0,--,2496171.0,2065907.0,--,--,430264.0,--,--,430264.0,--,151754.0,-32760.0,144562,5706,44277,,,,,,,,,,,
2114,鑫永銓,,,,76794.0,,52166,,--,--,,,--,,,,,--,--,--,3.02,,,,,256403.0,204237.0,204237.0,,204237.0,--,815712.0,523428.0,--,--,292284.0,--,--,292284.0,--,215490.0,40913.0,0,--,--,,,,,,,,,,,
2115,六暉-KY,,,,141395.0,,42845,,--,--,,,--,,,,,140777,--,--,1.27,,,,,147288.0,104443.0,104443.0,,140777.0,--,1336021.0,1044842.0,--,--,291179.0,--,--,291179.0,--,149784.0,-2496.0,36334,104443,--,,,,,,,,,,,
2201,裕隆汽車,,,,9155021.0,,1393143,,--,--,,,--,,,,,-174588,--,960211,-0.62,,,,,1377657.0,-15486.0,-15486.0,,785623.0,--,41258765.0,32570966.0,--,--,8687799.0,--,2985,8690784.0,--,-464237.0,1841894.0,801109,-937259,921773,,,,,,,,,,,
2204,中華汽車,,,,2106992.0,,386089,,--,--,,,--,,,,,388883,--,108996,0.01,,,,,484114.0,98025.0,98025.0,,497879.0,--,17008674.0,13778155.0,--,--,3230519.0,35423,--,3195096.0,--,1088104.0,-603990.0,399854,9366,88659,,,,,,,,,,,
2206,三陽工業,,,,2541618.0,,143114,,--,--,,,--,,,,,2424675,--,-11074,2.7,,,,,2334177.0,2191063.0,2191063.0,,2413601.0,--,16630971.0,13692684.0,--,--,2938287.0,--,--,2938287.0,--,396669.0,1937508.0,222538,2215347,-24284,,,,,,,,,,,
2208,台船公司,,,,238443.0,,1283,,--,--,,,--,,,,,-827582,--,1502,-1.81,,,,,-824797.0,-826080.0,-826080.0,,-826080.0,--,6046653.0,6590636.0,--,--,-543983.0,--,--,-543983.0,--,-782426.0,-42371.0,--,-827582,1502,,,,,,,,,,,
2227,裕隆日產,,,,1937374.0,,779511,,--,--,,,--,,,,,3380026,--,--,10.29,,,,,3867042.0,3087531.0,3087531.0,,3380026.0,--,15875928.0,13436209.0,--,--,2439719.0,--,--,2439719.0,481,502826.0,3364216.0,292495,3087531,--,,,,,,,,,,,
2228,劍麟,,,,302854.0,,87251,,--,--,,,--,,,,,316657,--,--,3.8,,,,,375171.0,287920.0,287920.0,,316657.0,--,2232944.0,1626172.0,--,--,606772.0,--,--,606772.0,--,303918.0,71253.0,28737,287920,--,,,,,,,,,,,
2231,為升,,,,403678.0,,142097,,--,--,,,--,,,,,633352,--,-37794,5.15,,,,,729303.0,587206.0,587206.0,,595558.0,--,2064126.0,952186.0,--,--,1111940.0,--,--,1111940.0,--,708262.0,21041.0,8352,625383,-38177,,,,,,,,,,,
2233,宇隆,,,,216389.0,,52618,,--,--,,,--,,,,,185509,--,-798,2.81,,,,,216646.0,164028.0,164028.0,,184711.0,--,1177927.0,768466.0,--,--,409461.0,--,--,409461.0,--,193072.0,23574.0,20683,169064,-5036,,,,,,,,,,,
2236,百達-KY,,,,179283.0,,19121,,--,--,,,--,,,,,31114,--,8317,0.21,,,,,32513.0,13392.0,13392.0,,39431.0,--,879860.0,659539.0,--,--,220321.0,--,--,220321.0,--,41038.0,-8525.0,26039,8309,5083,,,,,,,,,,,
2239,英利-KY,,,,1095006.0,,71064,,--,--,,,--,,,,,508864,--,197872,3.0,,,,,604189.0,533125.0,533125.0,,706736.0,--,10592179.0,8726468.0,--,--,1865711.0,--,--,1865711.0,--,770705.0,-166516.0,173611,354442,178683,,,,,,,,,,,
2243,宏旭-KY,,,,91600.0,,536,,--,--,,,--,,,,,-32596,--,--,-0.94,,,,,-39769.0,-40305.0,-40305.0,,-32596.0,--,637068.0,569468.0,--,--,67600.0,--,--,67600.0,--,-24000.0,-15769.0,7709,-40305,--,,,,,,,,,,,
2301,光寶科技,,,,8878794.0,,1218919,,--,--,,,--,,,,,4732834,--,46046,1.66,,,,,5073554.0,3854635.0,3854635.0,,4778880.0,--,85641237.0,73235208.0,--,--,12406029.0,--,--,12406029.0,--,3527235.0,1546319.0,924245,3859136,-4501,,,,,,,,,,,
2302,麗正,,,,79267.0,,25,,--,--,,,--,,,,,-5915,--,--,0.06,,,,,10786.0,10761.0,10761.0,,-5915.0,--,248167.0,163043.0,--,--,85124.0,--,--,85124.0,--,5857.0,4929.0,-16676,10761,--,,,,,,,,,,,
2303,聯電,,,,10510601.0,,-241197,,--,--,,,--,,,,,7300551,--,-1908916,0.25,,,,,793794.0,1034991.0,1034991.0,,5391635.0,--,68614143.0,60700033.0,--,--,7914110.0,--,--,7914110.0,2760002,163511.0,630283.0,4356644,2941923,-1906932,,,,,,,,,,,
2305,全友電腦,,,,138306.0,,7398,,--,--,,,--,,,,,20509,--,1832,0.01,,,,,11778.0,4380.0,4380.0,,22341.0,--,222650.0,155221.0,--,--,67429.0,--,--,67429.0,--,-70877.0,82655.0,17961,3025,1355,,,,,,,,,,,
2308,台達電,,,,25545837.0,,2913839,,--,--,,,--,,,,,17710554,--,2611116,4.97,,,,,16389530.0,13475691.0,13475691.0,,20321670.0,--,127476328.0,93422811.0,--,--,34053517.0,--,--,34053517.0,--,8507680.0,7881850.0,6845979,12902085,573606,,,,,,,,,,,
2312,金寶電子,,,,3472954.0,,190688,,--,--,,,--,,,,,795240,--,187810,0.34,,,,,730738.0,540050.0,540050.0,,983050.0,--,67403233.0,62935142.0,--,--,4468091.0,--,--,4468091.0,--,995137.0,-264399.0,443000,456494,83556,,,,,,,,,,,
2313,華通,,,,1326429.0,,467619,,--,--,,,--,,,,,1090151,--,0,0.76,,,,,1374846.0,907227.0,907227.0,,1090151.0,--,22543293.0,19688914.0,--,--,2854379.0,--,--,2854379.0,--,1527950.0,-153104.0,182924,907227,0,,,,,,,,,,,
2314,台揚科技,,,,524959.0,,5297,,--,--,,,--,,,,,17924,--,0,0.01,,,,,8432.0,3135.0,3135.0,,17924.0,--,3175065.0,2631091.0,--,--,543974.0,--,--,543974.0,--,19015.0,-10583.0,14789,3135,0,,,,,,,,,,,
2316,楠梓電,,,,217937.0,,35206,,--,--,,,--,,,,,349643,--,--,1.32,,,,,329960.0,294754.0,294754.0,,349643.0,--,2469026.0,2307500.0,--,--,161526.0,--,--,161526.0,--,-56411.0,386371.0,54889,294754,--,,,,,,,,,,,
2317,鴻海,,,,88251214.0,,16845823,,--,--,,,--,,,,,55702717,--,6579942,2.66,,,,,59036630.0,42190807.0,42190807.0,,62282659.0,--,2214086625.0,2094177749.0,--,--,119908876.0,--,--,119908876.0,--,31657662.0,27378968.0,20091852,36878567,5312240,,,,,,,,,,,
2321,東訊,,,,153462.0,,345,,--,--,,,--,,,,,201757,--,-1952,-0.28,,,,,-42730.0,-43075.0,-43075.0,,199805.0,--,899008.0,821616.0,--,--,77392.0,--,--,77392.0,--,-76070.0,33340.0,242880,-41123,-1952,,,,,,,,,,,
2323,中環,,,,608623.0,,8923,,--,--,,,--,,,,,553681,--,-27471,0.35,,,,,389439.0,380516.0,380516.0,,526210.0,--,3756677.0,2947754.0,--,--,808923.0,--,--,808923.0,--,200300.0,189139.0,145694,406204,-25688,,,,,,,,,,,
2324,仁寶電腦,,,,11247966.0,,1040248,,--,--,,,--,,,,,3932126,--,558130,0.72,,,,,4732335.0,3692087.0,3692087.0,,4490256.0,--,462995624.0,446666766.0,--,--,16328858.0,--,--,16328858.0,--,5080892.0,-348557.0,798169,3141636,550451,,,,,,,,,,,
2327,國巨,,,,3551440.0,,1421678,,--,--,,,--,,,,,4465889,--,-849,9.45,,,,,5431222.0,4009544.0,4009544.0,,4465040.0,--,20973920.0,12744171.0,--,--,8229749.0,--,--,8229749.0,--,4678309.0,752913.0,455496,4007169,2375,,,,,,,,,,,
2328,廣宇,,,,560716.0,,141923,,--,--,,,--,,,,,250563,--,42249,0.85,,,,,604896.0,462973.0,462973.0,,292812.0,--,12155545.0,11220666.0,--,--,934879.0,--,--,934879.0,--,374163.0,230733.0,-170161,442294,20679,,,,,,,,,,,
2329,華泰電子,,,,496421.0,,75724,,--,--,,,--,,,,,298062,--,--,0.53,,,,,367253.0,291529.0,291529.0,,298062.0,--,8445532.0,7587122.0,--,--,858410.0,--,--,858410.0,--,361989.0,5264.0,6533,291529,0,,,,,,,,,,,
2330,台積電,,,,53183008.0,,20563931,,--,--,,,--,,,,,136300654,--,4513,4.94,,,,,148727092.0,128163161.0,128163161.0,,136305167.0,--,459702944.0,265677589.0,--,--,194025355.0,0,62262,194087617.0,-334533,140570076.0,8157016.0,8142006,128158701,4460,,,,,,,,,,,
2331,精英,,,,1284946.0,,-50031,,--,--,,,--,,,,,-172926,--,3439,-0.38,,,,,-262892.0,-212861.0,-212861.0,,-169487.0,--,13967787.0,12615066.0,--,--,1352721.0,--,--,1352721.0,-543037,-475262.0,212370.0,43374,-214550,1689,,,,,,,,,,,
2332,友訊科技,,,,2578105.0,,87973,,--,--,,,--,,,,,-264295,--,40475,-0.61,,,,,-281604.0,-369577.0,-369577.0,,-223820.0,--,8250131.0,5988862.0,--,--,2261269.0,--,--,2261269.0,--,-316836.0,35232.0,145757,-400322,30745,,,,,,,,,,,
2337,旺宏,,,,2975373.0,,168592,,--,--,,,--,,,,,613561,--,639,0.22,,,,,574703.0,406111.0,406111.0,,614200.0,--,13508276.0,9974350.0,--,--,3533926.0,--,--,3533926.0,--,558553.0,16150.0,208089,405472,639,,,,,,,,,,,
2338,光罩,,,,255803.0,,41857,,--,--,,,--,,,,,178019,--,-14733,0.91,,,,,204589.0,162732.0,162732.0,,163286.0,--,1438218.0,1085279.0,--,--,352939.0,--,--,352939.0,--,97136.0,107453.0,554,177446,-14714,,,,,,,,,,,
2340,光磊,,,,442913.0,,97146,,--,--,,,--,,,,,252426,--,4,0.59,,,,,358835.0,261689.0,261689.0,,252430.0,--,2580220.0,1818873.0,--,--,761347.0,--,--,761347.0,--,318434.0,40401.0,-9259,261685,4,,,,,,,,,,,
2342,茂矽,,,,106863.0,,4118,,--,--,,,--,,,,,-86396,--,160,-0.57,,,,,-83748.0,-87866.0,-87866.0,,-86236.0,--,631870.0,630068.0,--,--,1802.0,--,--,1802.0,--,-105061.0,21313.0,1630,-87968,102,,,,,,,,,,,
2344,華邦電,,,,5706909.0,,268675,,--,--,,,--,,,,,461090,--,98585,0.22,,,,,1231705.0,963030.0,963030.0,,559675.0,--,22898437.0,16294615.0,--,--,6603822.0,--,--,6603822.0,--,896913.0,334792.0,-403355,877400,85630,,,,,,,,,,,
2345,智邦科技,,,,2302816.0,,540802,,--,--,,,--,,,,,2211260,--,-3297,3.85,,,,,2680691.0,2139889.0,2139889.0,,2207963.0,--,24927601.0,20042899.0,--,--,4884702.0,--,--,4884702.0,--,2581886.0,98805.0,68074,2140098,-209,,,,,,,,,,,
2347,聯強國際,,,,4238494.0,,750415,,--,--,,,--,,,,,4955231,--,139266,1.95,,,,,4149525.0,3399110.0,3399110.0,,5094497.0,--,159265628.0,152366735.0,--,--,6898893.0,--,--,6898893.0,--,2660399.0,1489126.0,1695387,3253840,145270,,,,,,,,,,,
2348,海悅,,,,131884.0,,25977,,--,--,,,--,,,,,214331,--,5917,2.39,,,,,236188.0,210211.0,210211.0,,220248.0,--,449175.0,188927.0,--,--,260248.0,--,--,260248.0,--,128364.0,107824.0,10037,204294,5917,,,,,,,,,,,
2349,錸德科技,,,,732656.0,,6111,,--,--,,,--,,,,,-324802,--,2208,-0.28,,,,,-366799.0,-372910.0,-372910.0,,-322594.0,--,4001435.0,3683908.0,--,--,317527.0,--,--,317527.0,--,-415129.0,48330.0,50316,-360731,-12179,,,,,,,,,,,
2351,順德,,,,418624.0,,91176,,--,--,,,--,,,,,324183,--,24379,1.7,,,,,425876.0,334700.0,334700.0,,348562.0,--,4555793.0,3722328.0,--,--,833465.0,--,--,833465.0,--,414841.0,11035.0,13862,310321,24379,,,,,,,,,,,
2352,佳世達,,,,7965988.0,,1033047,,--,--,,,--,,,,,2467728,--,475896,0.98,,,,,3400496.0,2367449.0,2367449.0,,2943624.0,--,81087911.0,69977663.0,--,--,11110248.0,--,--,11110248.0,--,3144260.0,256236.0,576175,1931257,436192,,,,,,,,,,,
2353,宏碁,,,,10609203.0,,401331,,--,--,,,--,,,,,2106356,--,15192,0.37,,,,,1530876.0,1129545.0,1129545.0,,2121548.0,--,109830777.0,98124528.0,--,--,11706249.0,--,--,11706249.0,40605,1137651.0,393225.0,992003,1115067,14478,,,,,,,,,,,
2354,鴻準,,,,2403250.0,,406969,,--,--,,,--,,,,,5189449,--,-1952,1.89,,,,,3080984.0,2674015.0,2674015.0,,5187497.0,--,35527706.0,31866697.0,--,--,3661009.0,--,--,3661009.0,--,1257759.0,1823225.0,2513482,2676859,-2844,,,,,,,,,,,
2355,敬鵬,,,,601211.0,,85791,,--,--,,,--,,,,,298914,--,-91,0.4,,,,,246292.0,160501.0,160501.0,,298823.0,--,9164479.0,8464606.0,--,--,699873.0,--,--,699873.0,--,98662.0,147630.0,138322,160917,-416,,,,,,,,,,,
2356,英業達,,,,8083772.0,,810686,,--,--,,,--,,,,,3708018,--,-517494,0.85,,,,,3350838.0,2540152.0,2540152.0,,3190524.0,--,242666924.0,232046412.0,--,--,10620512.0,--,--,10620512.0,--,2536740.0,814098.0,650372,3061433,-521281,,,,,,,,,,,
2357,華碩,,,,19063823.0,,1334936,,-962527,--,,,--,,,,,10542258,--,451898,5.21,,,,,6620047.0,5285111.0,4322584.0,,10994156.0,--,160095109.0,137486105.0,--,--,22609004.0,--,--,22609004.0,--,3545181.0,3074866.0,6671572,3866848,455736,,,,,,,,,,,
2358,廷鑫,,,,49916.0,,-3748,,--,--,,,--,,,,,-14852,--,--,-0.16,,,,,-18989.0,-15241.0,-15241.0,,-14852.0,--,685319.0,632216.0,--,--,53103.0,--,--,53103.0,--,3187.0,-22176.0,389,-15241,--,,,,,,,,,,,
2359,所羅門,,,,388170.0,,51030,,--,--,,,--,,,,,209581,--,-5638,1.12,,,,,257899.0,206869.0,206869.0,,203943.0,--,1810846.0,1464932.0,--,--,345914.0,--,--,345914.0,--,-42256.0,300155.0,-2926,192079,14790,,,,,,,,,,,
2360,致茂電子,,,,2155234.0,,142485,,--,--,,,--,,,,,831306,--,6722,1.87,,,,,917505.0,775020.0,775020.0,,838028.0,--,6023645.0,3089768.0,--,--,2933877.0,0,119,2933996.0,--,778762.0,138743.0,63008,770956,4064,,,,,,,,,,,
2362,藍天,,,,2185673.0,,385090,,--,--,,,--,,,,,1203891,--,1180,1.26,,,,,1158025.0,772935.0,772935.0,,1205071.0,--,10666853.0,8159734.0,--,--,2507119.0,--,--,2507119.0,--,321446.0,836579.0,432136,772416,519,,,,,,,,,,,
2363,矽統科技,,,,223557.0,,116,,--,--,,,--,,,,,649043,--,--,-0.34,,,,,-181412.0,-181528.0,-181528.0,,649043.0,--,122773.0,72805.0,--,--,49968.0,--,--,49968.0,--,-173589.0,-7823.0,830571,-181528,--,,,,,,,,,,,
2364,倫飛電腦,,,,152155.0,,-36,,--,--,,,--,,,,,-38409,--,-12384,-0.18,,,,,-47160.0,-47124.0,-47124.0,,-50793.0,--,351651.0,259054.0,--,--,92597.0,--,--,92597.0,--,-59558.0,12398.0,-3669,-34750,-12374,,,,,,,,,,,
2365,昆盈企業,,,,193287.0,,11665,,--,--,,,--,,,,,-97691,--,1112,0.08,,,,,31467.0,19802.0,19802.0,,-96579.0,--,721901.0,512169.0,--,--,209732.0,--,--,209732.0,--,16445.0,15022.0,-116381,18746,1056,,,,,,,,,,,
2367,燿華,,,,994248.0,,206528,,--,--,,,--,,,,,734747,--,-3168,1.14,,,,,911826.0,705298.0,705298.0,,731579.0,--,10469802.0,8512249.0,--,--,1957553.0,--,--,1957553.0,--,963305.0,-51479.0,26281,708722,-3424,,,,,,,,,,,
2368,金像電,,,,849624.0,,25914,,0,--,,,--,,,,,-290107,--,--,-0.55,,,,,-271018.0,-296932.0,-296932.0,,-290107.0,--,8557268.0,7824443.0,--,--,732825.0,0,0,732825.0,-44558,-161357.0,-109661.0,6825,-296932,--,,,,,,,,,,,
2369,菱生,,,,258523.0,,5178,,--,--,,,--,,,,,-354852,--,2261,-0.95,,,,,-346587.0,-351765.0,-351765.0,,-352591.0,--,2162650.0,2265743.0,--,--,-103093.0,--,--,-103093.0,--,-361616.0,15029.0,-826,-354026,2261,,,,,,,,,,,
2371,大同,,,,4208742.0,,237848,,--,--,,,--,,,,,-1181828,--,-10076718,-0.6,,,,,-11055401.0,-11293249.0,-11293249.0,,-11258546.0,--,16220775.0,17021416.0,--,--,-800641.0,--,--,-800641.0,1248,-5008135.0,-6047266.0,34703,-1371240,-9922009,,,,,,,,,,,
2373,震旦行,,,,2360784.0,,185752,,--,--,,,--,,,,,751191,--,65551,2.86,,,,,884956.0,699204.0,699204.0,,816742.0,--,6787340.0,3834716.0,--,--,2952624.0,-32002,--,2984626.0,--,623842.0,261114.0,117538,642626,56578,,,,,,,,,,,
2374,佳能,,,,620577.0,,11866,,--,--,,,--,,,,,55487,--,-3583,-0.4,,,,,-96510.0,-108376.0,-108376.0,,51904.0,--,4025255.0,3521071.0,--,--,504184.0,--,--,504184.0,--,-116393.0,19883.0,160280,-113099,4723,,,,,,,,,,,
2375,智寶,,,,388584.0,,256884,,--,--,,,--,,,,,57505,--,130471,0.09,,,,,346041.0,89157.0,89157.0,,187976.0,--,2265235.0,1709796.0,--,--,555439.0,--,--,555439.0,--,166855.0,179186.0,98819,8662,80495,,,,,,,,,,,
2376,技嘉,,,,3855622.0,,127128,,--,--,,,--,,,,,839246,--,-32296,1.15,,,,,822876.0,695748.0,695748.0,,806950.0,--,28343190.0,24074731.0,--,--,4268459.0,--,--,4268459.0,--,412837.0,410039.0,111202,728047,-32299,,,,,,,,,,,
2377,微星科技,,,,4678820.0,,526352,,--,--,,,--,,,,,2634589,--,--,3.03,,,,,3088480.0,2562128.0,2562128.0,,2634589.0,--,55632093.0,48189277.0,--,--,7442816.0,--,--,7442816.0,--,2763996.0,324484.0,72461,2562128,--,,,,,,,,,,,
2379,瑞昱,,,,9508695.0,,206052,,--,--,,,--,,,,,3680460,--,51,6.35,,,,,3430511.0,3224459.0,3224459.0,,3680511.0,--,28016196.0,15639153.0,--,--,12377043.0,--,--,12377043.0,--,2868348.0,562163.0,456052,3224408,51,,,,,,,,,,,
2380,虹光精密,,,,438210.0,,2814,,--,--,,,--,,,,,-130225,--,-364,-1.41,,,,,-226581.0,-229395.0,-229395.0,,-130589.0,--,869941.0,647011.0,--,--,222930.0,--,--,222930.0,--,-215280.0,-11301.0,98806,-229377,-18,,,,,,,,,,,
2382,廣達,,,,15011387.0,,1191412,,--,--,,,--,,,,,6090305,--,324731,1.84,,,,,8502613.0,7311201.0,7311201.0,,6415036.0,--,467071016.0,445469164.0,--,--,21601852.0,3665,2595,21600782.0,--,6589395.0,1913218.0,-896165,7091332,219869,,,,,,,,,,,
2383,台光電子,,,,939849.0,,514087,,--,--,,,--,,,,,1243442,--,1952,3.59,,,,,1661997.0,1147910.0,1147910.0,,1245394.0,--,11110008.0,8554384.0,--,--,2555624.0,--,--,2555624.0,--,1615775.0,46222.0,97484,1146104,1806,,,,,,,,,,,
2385,群光電子,,,,4598023.0,,680980,,--,--,,,--,,,,,3249203,--,376036,4.26,,,,,3979120.0,3298140.0,3298140.0,,3625239.0,--,41728501.0,35017920.0,--,--,6710581.0,--,--,6710581.0,--,2112558.0,1866562.0,327099,2932891,365249,,,,,,,,,,,
2387,精元電腦,,,,515574.0,,106432,,--,--,,,--,,,,,39929,--,21981,0.12,,,,,143466.0,37034.0,37034.0,,61910.0,--,5601614.0,5040568.0,--,--,561046.0,--,--,561046.0,--,45472.0,97994.0,24876,22528,14506,,,,,,,,,,,
