公司代號,公司名稱,利息淨收益,利息以外淨損益,呆帳費用及保證責任準備提存（各項提存）,營業費用,繼續營業單位稅前淨利（淨損）,所得稅（費用）利益,繼續營業單位本期稅後淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期稅後淨利（淨損）,其他綜合損益（稅後）,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅利益（費用）,繼續營業單位本期淨利（淨損）,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於共同控制下前手權益,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,所得稅費用（利益）,其他綜合損益（淨額）,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於非控制權益,利息以外淨收益,淨收益,呆帳費用及保證責任準備提存,保險負債準備淨變動,繼續營業單位稅前損益,繼續營業單位稅前純益（純損）,繼續營業單位本期純益（純損）,其他綜合損益（稅後淨額）,收入,支出,其他綜合損益
2009,第一伸銅,,,,56378.0,,,,--,--,,,,,,,--,--,--,0.75,,,,,303894.0,,269876.0,269876.0,,--,910978.0,--,3049654.0,2825249.0,--,--,224405.0,--,--,224405.0,--,168027.0,135867.0,34018,641102,--,--,,,,,,,,,,,
2010,春源鋼鐵,,,,772946.0,,,,--,--,,,,,,,312456,--,56761,0.6,,,,,552320.0,,401683.0,401683.0,,--,369217.0,--,17266107.0,16142058.0,--,--,1124049.0,--,--,1124049.0,--,351103.0,201217.0,150637,-32466,387151,14532,,,,,,,,,,,
2012,春雨,,,,966887.0,,,,--,--,,,,,,,247085,--,73054,0.88,,,,,384883.0,,315342.0,315342.0,,--,320139.0,--,8997470.0,7486491.0,--,--,1510979.0,--,--,1510979.0,--,544092.0,-159209.0,69541,4797,233357,81985,,,,,,,,,,,
2013,中鋼構,,,,341575.0,,,,--,--,,,,,,,-31172,--,--,0.28,,,,,76090.0,,54293.0,54293.0,,--,-31172.0,--,16503927.0,16161169.0,--,--,342758.0,--,--,342758.0,--,1183.0,74907.0,21797,-85465,54293,--,,,,,,,,,,,
2014,中鴻,,,,1315363.0,,,,--,--,,,,,,,2515845,--,--,1.82,,,,,2606303.0,,2606273.0,2606273.0,,--,2515845.0,--,40792444.0,36903341.0,--,--,3889103.0,--,--,3889103.0,--,2573740.0,32563.0,30,-90428,2606273,--,,,,,,,,,,,
2015,豐興鋼鐵,,,,781843.0,,,,--,--,,,,,,,2766401,--,0,4.69,,,,,3242146.0,,2724957.0,2724957.0,,--,2766401.0,--,24741937.0,20926613.0,--,--,3815324.0,--,--,3815324.0,--,3033481.0,208665.0,517189,41444,2724957,0,,,,,,,,,,,
2017,官田鋼,,,,411106.0,,,,--,--,,,,,,,321461,--,50512,1.0,,,,,380463.0,,371984.0,371984.0,,--,371973.0,--,4393004.0,3644222.0,--,--,748782.0,--,--,748782.0,-115,337561.0,42902.0,8479,-11,321351,50633,,,,,,,,,,,
2020,美亞鋼管,,,,348725.0,,,,--,--,,,,,,,371419,--,36799,1.46,,,,,503464.0,,389842.0,389842.0,,--,408218.0,--,4867221.0,4135130.0,--,--,732091.0,439,434,732086.0,--,383361.0,120103.0,113622,18376,340945,48897,,,,,,,,,,,
2022,聚亨,,,,564384.0,,,,--,--,,,,,,,-94970,--,58537,-0.16,,,,,23470.0,,-8010.0,-8010.0,,--,-36433.0,--,7833776.0,7158994.0,--,--,674782.0,--,--,674782.0,--,110398.0,-86928.0,31480,-28423,-90213,82203,,,,,,,,,,,
2023,燁輝,,,,4088009.0,,,,--,--,,,,,,,878961,--,-38277,0.75,,,,,1805365.0,,1345310.0,1345310.0,,--,840684.0,--,71158662.0,64859279.0,--,--,6299383.0,--,--,6299383.0,--,2211374.0,-406009.0,460055,-504626,1367405,-22095,,,,,,,,,,,
2024,志聯工業,,,,79716.0,,,,--,--,,,,,,,--,--,--,1.05,,,,,126372.0,,102358.0,102358.0,,--,106534.0,--,1434651.0,1212623.0,--,--,222028.0,--,--,222028.0,--,142312.0,-15940.0,24014,4176,--,--,,,,,,,,,,,
2025,千興,,,,49891.0,,,,--,--,,,,,,,150851,--,2,0.55,,,,,155405.0,,155178.0,155178.0,,--,150853.0,--,3645877.0,3448090.0,--,--,197787.0,--,--,197787.0,-1686,146210.0,9195.0,227,-4325,155176,2,,,,,,,,,,,
2027,大成鋼,,,,6660248.0,,,,--,--,,,,,,,-17664,--,60508,1.25,,,,,2695300.0,,1437440.0,1437440.0,,--,42844.0,--,64424637.0,53025304.0,--,--,11399333.0,--,--,11399333.0,-27308,4711777.0,-2016477.0,1257860,-1394596,1088135,349305,,,,,,,,,,,
2028,威致鋼鐵,,,,175804.0,,,,--,--,,,,,,,--,--,--,1.95,,,,,647249.0,,635747.0,635747.0,,--,830251.0,--,9738711.0,8848743.0,--,--,889968.0,--,--,889968.0,--,714164.0,-66915.0,11502,194504,--,--,,,,,,,,,,,
2029,盛餘,,,,751921.0,,,,--,--,,,,,,,788239,--,9731,2.32,,,,,946071.0,,748979.0,748979.0,,--,797970.0,--,13769042.0,12017670.0,--,--,1751372.0,--,--,1751372.0,--,999451.0,-53380.0,197092,48991,743605,5374,,,,,,,,,,,
2030,彰源,,,,771520.0,,,,--,--,,,,,,,487944,--,--,1.98,,,,,714747.0,,538110.0,538110.0,,--,487944.0,--,12641864.0,11031872.0,--,--,1609992.0,--,--,1609992.0,--,838472.0,-123725.0,176637,-50166,538110,--,,,,,,,,,,,
2031,新光鋼,,,,344505.0,,,,--,--,,,,,,,1111498,--,7274,3.49,,,,,1209464.0,,1073532.0,1073532.0,,--,1118772.0,--,8351912.0,7238113.0,--,--,1113799.0,--,--,1113799.0,225231,994525.0,214939.0,135932,45240,1066226,7306,,,,,,,,,,,
2032,新鋼工業,,,,98415.0,,,,--,--,,,,,,,--,--,--,0.12,,,,,19546.0,,15264.0,15264.0,,--,14759.0,--,2789687.0,2671791.0,--,--,117896.0,--,--,117896.0,--,19481.0,65.0,4282,-505,--,--,,,,,,,,,,,
2033,佳大世界,,,,78024.0,,,,--,--,,,,,,,--,--,--,0.29,,,,,30639.0,,23786.0,23786.0,,--,24569.0,--,773554.0,660944.0,--,--,112610.0,--,--,112610.0,--,34586.0,-3947.0,6853,783,--,--,,,,,,,,,,,
2034,允強,,,,903535.0,,,,--,--,,,,,,,812566,--,0,2.0,,,,,983263.0,,816188.0,816188.0,,--,812566.0,--,19265629.0,17270384.0,--,--,1995245.0,--,--,1995245.0,--,1091710.0,-108447.0,167075,-3622,816188,0,,,,,,,,,,,
2038,海光企業,,,,167874.0,,,,--,--,,,,,,,457476,--,-21194,0.06,,,,,29946.0,,-10439.0,-10439.0,,--,436282.0,--,5265843.0,5066537.0,0,--,199306.0,--,--,199306.0,--,31432.0,-1486.0,40385,446721,10755,-21194,,,,,,,,,,,
2049,上銀科技,,,,4237537.0,,,,--,--,,,,,,,2709808,--,-488591,9.77,,,,,2812135.0,,2251520.0,2251520.0,,--,2221217.0,--,21164764.0,13582126.0,--,--,7582638.0,--,--,7582638.0,--,3345101.0,-532966.0,560615,-30303,2738019,-486499,,,,,,,,,,,
2059,川湖,,,,527230.0,,,,--,--,,,,,,,905522,--,--,9.54,,,,,1223830.0,,908700.0,908700.0,,--,905522.0,--,4110572.0,1918265.0,--,--,2192307.0,--,--,2192307.0,--,1665077.0,-441247.0,315130,-3178,908700,--,,,,,,,,,,,
2062,橋椿,,,,786952.0,,,,--,--,,,,,,,44571,--,-2239,1.33,,,,,328133.0,,215321.0,215321.0,,--,42332.0,--,5975253.0,4865360.0,--,--,1109893.0,--,--,1109893.0,--,322941.0,5192.0,112812,-172989,217560,-2239,,,,,,,,,,,
2069,運錩,,,,407329.0,,,,--,--,,,,,,,192836,--,--,1.55,,,,,231682.0,,209456.0,209456.0,,--,192836.0,--,8543607.0,7862439.0,--,--,681168.0,--,--,681168.0,--,273839.0,-42157.0,22226,-16620,209456,--,,,,,,,,,,,
2101,南港輪胎,,,,1200366.0,,,,--,--,,,,,,,515735,--,0,0.79,,,,,825769.0,,633267.0,633267.0,,--,515735.0,--,11326015.0,9208411.0,--,--,2117604.0,372,487,2117719.0,0,917353.0,-91584.0,192502,-117532,633267,0,,,,,,,,,,,
2102,泰豐輪胎,,,,1138238.0,,,,--,--,,,,,,,-760042,--,--,-1.52,,,,,-713282.0,,-698126.0,-698126.0,,--,-760042.0,--,5585443.0,4895546.0,--,--,689897.0,--,--,689897.0,--,-448341.0,-264941.0,-15156,-61916,-698126,--,,,,,,,,,,,
2103,台橡,,,,2345389.0,,,,--,--,,,,,,,321811,--,-40689,1.06,,,,,1137135.0,,849717.0,849717.0,,--,281122.0,--,31766237.0,28437358.0,--,--,3328879.0,--,--,3328879.0,219036,1202526.0,-65391.0,287418,-568595,874107,-24390,,,,,,,,,,,
2104,國際中橡,,,,1928662.0,,,,--,--,,,,,,,1997723,--,-42766,3.69,,,,,3565213.0,,2300386.0,2300386.0,,--,1954957.0,--,20113757.0,14544257.0,--,--,5569500.0,--,--,5569500.0,--,3640838.0,-75625.0,1264827,-345429,2273428,26958,,,,,,,,,,,
2105,正新,,,,17279578.0,,,,--,--,,,,,,,4436287,--,-90126,1.71,,,,,8381869.0,,5602025.0,5602025.0,,--,4346161.0,--,112309166.0,86631096.0,--,--,25678070.0,--,--,25678070.0,--,8398492.0,-16623.0,2779844,-1255864,5541785,60240,,,,,,,,,,,
2106,建大,,,,4882709.0,,,,-5630,--,,,,,,,-593970,--,-4,0.38,,,,,659409.0,,334595.0,328965.0,,--,-593974.0,--,30532686.0,24470543.0,--,--,6062143.0,--,--,6062143.0,--,1179434.0,-520025.0,324814,-922939,328967,-2,,,,,,,,,,,
2107,厚生,,,,234327.0,,,,--,--,,,,,,,388925,--,-7,0.47,,,,,198288.0,,189233.0,189233.0,,--,388918.0,--,1726834.0,1188036.0,--,--,538798.0,--,--,538798.0,--,304471.0,-106183.0,9055,199685,189240,-7,,,,,,,,,,,
2108,南帝化工,,,,1080079.0,,,,--,--,,,,,,,753427,--,62973,1.74,,,,,1091728.0,,877901.0,877901.0,,--,816400.0,--,11647603.0,9422215.0,--,--,2225388.0,--,--,2225388.0,--,1145309.0,-53581.0,213827,-61501,813950,63951,,,,,,,,,,,
2109,華豐橡膠,,,,990006.0,,,,--,--,,,,,,,-1070107,--,113470,-2.94,,,,,-785424.0,,-871064.0,-871064.0,,--,-956637.0,--,5743303.0,4663852.0,--,--,1079451.0,--,--,1079451.0,--,89445.0,-874869.0,85640,-85573,-976303,105239,,,,,,,,,,,
2114,鑫永銓,,,,135376.0,,,,--,--,,,,,,,338470,--,0,5.02,,,,,408380.0,,338923.0,338923.0,,--,338470.0,--,1633863.0,1053975.0,--,--,579888.0,--,--,579888.0,--,444512.0,-36132.0,69457,-453,338923,0,,,,,,,,,,,
2115,六暉-KY,,,,285804.0,,,,--,--,,,,,,,226671,--,--,3.35,,,,,395530.0,,274152.0,274152.0,,--,226671.0,--,2647010.0,1966005.0,--,--,681005.0,--,--,681005.0,--,395201.0,329.0,121378,-47481,274152,--,,,,,,,,,,,
2201,裕隆汽車,,,,18104387.0,,,,--,--,,,,,,,1508187,--,699996,1.56,,,,,4138448.0,,3078421.0,3078421.0,,--,2208183.0,--,94111028.0,74106017.0,--,--,20005011.0,--,-3597,20001414.0,--,1897027.0,2241421.0,1060027,-870238,2288306,790115,,,,,,,,,,,
2204,中華汽車,,,,4086653.0,,,,2839,--,,,,,,,3743553,--,407245,3.01,,,,,4876007.0,,4537351.0,4540190.0,,--,4150798.0,--,38908093.0,32396813.0,--,--,6511280.0,0,9933,6521213.0,--,2434560.0,2441447.0,338656,-389392,4105643,434547,,,,,,,,,,,
2206,三陽工業,,,,5155839.0,,,,--,--,,,,,,,-160808,--,-108885,0.6,,,,,543967.0,,501871.0,501871.0,,--,-269693.0,--,31678500.0,26137880.0,--,--,5540620.0,--,--,5540620.0,--,384781.0,159186.0,42096,-771564,509136,-7265,,,,,,,,,,,
2208,台船公司,,,,507077.0,,,,--,--,,,,,,,-5847248,--,-3081,-7.91,,,,,-6353042.0,,-5883199.0,-5883199.0,,--,-5850329.0,--,16404344.0,22126232.0,--,--,-5721888.0,--,--,-5721888.0,--,-6228965.0,-124077.0,-469843,32870,-5880118,-3081,,,,,,,,,,,
2227,裕隆日產,,,,4108082.0,,,,--,--,,,,,,,6240281,--,--,22.14,,,,,8003421.0,,6642500.0,6642500.0,,--,6240281.0,--,33221774.0,27037319.0,--,--,6184455.0,--,--,6184455.0,-685,2075688.0,5927733.0,1360921,-402219,6642500,--,,,,,,,,,,,
2228,劍麟,,,,614233.0,,,,--,--,,,,,,,446879,--,--,7.26,,,,,783100.0,,550160.0,550160.0,,--,446879.0,--,4325937.0,3061097.0,--,--,1264840.0,--,--,1264840.0,--,650607.0,132493.0,232940,-103281,550160,--,,,,,,,,,,,
2231,為升,,,,572666.0,,,,0,--,,,,,,,1002195,--,-50603,10.0,,,,,1153171.0,,960947.0,960947.0,,--,951592.0,--,3520466.0,1645848.0,--,--,1874618.0,--,--,1874618.0,--,1301952.0,-148781.0,192224,-9355,1011821,-50874,,,,,,,,,,,
2233,宇隆,,,,371488.0,,,,--,--,,,,,,,376273,--,0,8.05,,,,,567816.0,,396144.0,396144.0,,--,376273.0,--,2389410.0,1432198.0,--,--,957212.0,--,--,957212.0,--,585724.0,-17908.0,171672,-19871,396144,0,,,,,,,,,,,
2236,百達-KY,,,,380229.0,,,,--,--,,,,,,,74179,--,25597,3.45,,,,,229746.0,,159915.0,159915.0,,--,99776.0,--,2073289.0,1461181.0,--,--,612108.0,--,--,612108.0,--,231879.0,-2133.0,69831,-60139,130247,29668,,,,,,,,,,,
2239,英利-KY,,,,1926258.0,,,,--,--,,,,,,,979268,--,256058,9.75,,,,,1724237.0,,1354171.0,1354171.0,,--,1235326.0,--,18879842.0,14945824.0,--,--,3934018.0,--,--,3934018.0,--,2007760.0,-283523.0,370066,-118845,1072177,281994,,,,,,,,,,,
2243,宏旭-KY,,,,199558.0,,,,--,--,,,,,,,25920,--,--,1.14,,,,,68623.0,,43502.0,43502.0,,--,25920.0,--,2159565.0,1868920.0,--,--,290645.0,--,--,290645.0,--,91087.0,-22464.0,25121,-17582,43502,--,,,,,,,,,,,
2301,光寶科技,,,,19365853.0,,,,--,--,,,,,,,1366244,--,-47874,1.13,,,,,3371594.0,,2631131.0,2631131.0,,--,1318370.0,--,214564322.0,186854505.0,--,--,27709817.0,--,--,27709817.0,--,8343964.0,-4972370.0,740463,-1312761,2629334,1797,,,,,,,,,,,
2302,麗正,,,,168834.0,,,,--,--,,,,,,,-55737,--,0,-0.2,,,,,-33822.0,,-33989.0,-33989.0,,--,-55737.0,--,449641.0,303531.0,--,--,146110.0,--,--,146110.0,0,-22724.0,-11098.0,167,-21748,-33989,0,,,,,,,,,,,
2303,聯電,,,,22143132.0,,,,--,--,,,,,,,5705980,--,-3109070,0.79,,,,,7798422.0,,6631265.0,6631265.0,,--,2596910.0,--,149284706.0,122226948.0,--,--,27057758.0,--,--,27057758.0,1653695,6568321.0,1230101.0,1167157,-4034355,9628734,-2997469,,,,,,,,,,,
2305,全友電腦,,,,355483.0,,,,--,--,,,,,,,511159,--,5341,2.54,,,,,762642.0,,521129.0,521129.0,,--,516500.0,--,646562.0,437951.0,--,--,208611.0,--,--,208611.0,--,-146872.0,909514.0,241513,-4629,515453,5676,,,,,,,,,,,
2308,台達電,,,,40994486.0,,,,--,--,,,,,,,13430608,--,170602,7.08,,,,,23798280.0,,18756952.0,18756952.0,,--,13601210.0,--,223577514.0,162809240.0,--,--,60768274.0,--,--,60768274.0,--,19773788.0,4024492.0,5041328,-5155742,18380552,376400,,,,,,,,,,,
2312,金寶電子,,,,6207642.0,,,,--,--,,,,,,,762753,--,450010,0.28,,,,,921906.0,,686277.0,686277.0,,--,1212763.0,--,119204764.0,111767255.0,--,--,7437509.0,--,--,7437509.0,--,1229867.0,-307961.0,235629,526486,382629,303648,,,,,,,,,,,
2313,華通,,,,2308528.0,,,,--,--,,,,,,,3323776,--,--,3.0,,,,,4906997.0,,3577044.0,3577044.0,,--,3323776.0,--,53964193.0,45873484.0,--,--,8090709.0,--,--,8090709.0,-24545,5757636.0,-850639.0,1329953,-253268,3577044,--,,,,,,,,,,,
2314,台揚科技,,,,969890.0,,,,--,--,,,,,,,79800,--,-1,0.73,,,,,199740.0,,160595.0,160595.0,,--,79799.0,--,7550804.0,6393068.0,--,--,1157736.0,--,--,1157736.0,--,187846.0,11894.0,39145,-80796,160595,0,,,,,,,,,,,
2316,楠梓電,,,,421279.0,,,,--,--,,,,,,,-84491,--,--,-0.03,,,,,7690.0,,-8350.0,-8350.0,,--,-84491.0,--,5376754.0,4994223.0,--,--,382531.0,--,--,382531.0,--,-38748.0,46438.0,16040,-76141,-8350,--,,,,,,,,,,,
2317,鴻海,,,,190436516.0,,,,--,--,,,,,,,78641529,--,340441,8.01,,,,,182872623.0,,135374528.0,135374528.0,,--,78981970.0,--,4706736096.0,4403729149.0,--,--,303006947.0,--,--,303006947.0,--,112570431.0,70302192.0,47498095,-56392558,138734401,-3359873,,,,,,,,,,,
2321,東訊,,,,397405.0,,,,--,--,,,,,,,21630,--,-6535,-0.21,,,,,-67057.0,,-67123.0,-67123.0,,--,15095.0,--,3085255.0,2754186.0,--,--,331069.0,--,--,331069.0,--,-66336.0,-721.0,66,82218,-61286,-5837,,,,,,,,,,,
2323,中環,,,,1381389.0,,,,--,--,,,,,,,-1297126,--,21138,-0.61,,,,,-982074.0,,-1127310.0,-1127310.0,,--,-1275988.0,--,9155743.0,9103183.0,--,--,52560.0,--,--,52560.0,--,-1328829.0,346755.0,145236,-148678,-1128344,1034,,,,,,,,,,,
2324,仁寶電腦,,,,22756140.0,,,,--,--,,,,,,,1189818,--,363807,1.32,,,,,8114277.0,,6158037.0,6158037.0,,--,1553625.0,--,887656959.0,855692390.0,--,--,31964569.0,--,--,31964569.0,--,9208429.0,-1094152.0,1956240,-4604412,5749525,408512,,,,,,,,,,,
2327,國巨,,,,2904790.0,,,,--,--,,,,,,,8569219,-489154,17371,15.64,,,,,7822222.0,,6681014.0,6681014.0,,--,8097436.0,-191474,32258599.0,21760490.0,--,--,10498109.0,--,--,10498109.0,--,7593319.0,228903.0,1141208,1416422,6847300,25188,,,,,,,,,,,
2328,廣宇,,,,1135396.0,,,,--,--,,,,,,,623702,--,184670,1.33,,,,,1123616.0,,851631.0,851631.0,,--,808372.0,--,26238360.0,24052450.0,--,--,2185910.0,--,--,2185910.0,--,1050514.0,73102.0,271985,-43259,690998,160633,,,,,,,,,,,
2329,華泰電子,,,,906009.0,,,,--,--,,,,,,,-823998,--,-3120,-0.89,,,,,-751525.0,,-714804.0,-714804.0,,--,-827118.0,--,13886312.0,13704676.0,--,--,181636.0,--,--,181636.0,--,-724373.0,-27152.0,-36721,-112314,-713577,-1227,,,,,,,,,,,
2330,台積電,,,,107901668.0,,,,--,--,,,,,,,314294993,--,30224,13.23,,,,,396133030.0,,343146848.0,343146848.0,,--,314325217.0,--,977447241.0,482616286.0,--,--,494830955.0,4553,--,494826402.0,-1365511,385559223.0,10573807.0,52986182,-28821631,343111476,35372,,,,,,,,,,,
2331,精英,,,,3036328.0,,,,--,--,,,,,,,-197867,--,-7908,0.4,,,,,375801.0,,224119.0,224119.0,,--,-205775.0,--,29947340.0,26913857.0,--,--,3033483.0,--,--,3033483.0,--,-2845.0,378646.0,151682,-429894,221761,2358,,,,,,,,,,,
2332,友訊科技,,,,5656444.0,,,,--,--,,,,,,,-409170,--,12160,-0.3,,,,,-125228.0,,-172082.0,-172082.0,,--,-397010.0,--,19316079.0,14117325.0,--,--,5198754.0,--,--,5198754.0,--,-457690.0,332462.0,46854,-224928,-193451,21369,,,,,,,,,,,
2337,旺宏,,,,6881505.0,,,,--,--,,,,,,,6124501,--,-544,3.12,,,,,5536477.0,,5517309.0,5517309.0,,--,6123957.0,--,34196916.0,21562205.0,--,--,12634711.0,0,--,12634711.0,--,5753206.0,-216729.0,19168,606648,5517847,-538,,,,,,,,,,,
2338,光罩,,,,251577.0,,,,--,--,,,,,,,-27427,--,232678,-0.33,,,,,-65269.0,,-88553.0,-88553.0,,--,205251.0,--,1427073.0,1183400.0,--,--,243673.0,--,--,243673.0,--,-7904.0,-57365.0,23284,293804,-74177,-14376,,,,,,,,,,,
2340,光磊,,,,870523.0,,,,--,--,,,,,,,902932,--,30,1.33,,,,,812831.0,,672313.0,672313.0,,--,902962.0,--,5589853.0,3935755.0,--,--,1654098.0,--,--,1654098.0,--,783575.0,29256.0,140518,230649,672283,30,,,,,,,,,,,
2342,茂矽,,,,212783.0,,,,--,--,,,,,,,-30475,--,-11628,-0.32,,,,,-35989.0,,-35880.0,-35880.0,,--,-42103.0,--,1636477.0,1360551.0,--,--,275926.0,--,--,275926.0,--,63143.0,-99132.0,-109,-6223,-24305,-11575,,,,,,,,,,,
2344,華邦電,,,,9667919.0,,,,--,--,,,,,,,9263420,--,309231,1.54,,,,,7097529.0,,5822950.0,5822950.0,,--,9572651.0,--,47591792.0,31268105.0,--,--,16323687.0,--,--,16323687.0,--,6655768.0,441761.0,1274579,3749701,5550562,272388,,,,,,,,,,,
2345,智邦科技,,,,3931830.0,,,,--,--,,,,,,,2382354,--,-5584,4.68,,,,,3238078.0,,2554529.0,2554529.0,,--,2376770.0,--,36446757.0,29260722.0,--,--,7186035.0,--,--,7186035.0,--,3254205.0,-16127.0,683549,-177759,2559307,-4778,,,,,,,,,,,
2347,聯強國際,,,,7929800.0,,,,--,--,,,,,,,4115116,--,180349,3.67,,,,,7879338.0,,6414239.0,6414239.0,,--,4295465.0,--,364207877.0,351346513.0,--,--,12861364.0,--,--,12861364.0,--,4931564.0,2947774.0,1465099,-2118774,6114896,299343,,,,,,,,,,,
2348,海悅,,,,131568.0,,,,--,--,,,,,,,182675,--,6462,2.13,,,,,199948.0,,189137.0,189137.0,,--,189137.0,--,787973.0,452731.0,--,--,335242.0,--,--,335242.0,0,203674.0,-3726.0,10811,--,182675,6462,,,,,,,,,,,
2349,錸德科技,,,,1688636.0,,,,--,--,,,,,,,-2752254,--,41381,-1.4,,,,,-1940441.0,,-2298145.0,-2298145.0,,--,-2710873.0,--,9797109.0,9484981.0,--,--,312128.0,--,--,312128.0,--,-1376508.0,-563933.0,357704,-412728,-2430455,132310,,,,,,,,,,,
2351,順德,,,,791415.0,,,,--,--,,,,,,,699713,--,64516,3.93,,,,,978912.0,,779701.0,779701.0,,--,764229.0,--,9581050.0,7727780.0,--,--,1853270.0,--,--,1853270.0,--,1061855.0,-82943.0,199211,-15472,715993,63708,,,,,,,,,,,
2352,佳世達,,,,12931139.0,,,,0,--,,,,,,,4048715,--,330655,2.69,,,,,6419192.0,,5656370.0,5656370.0,,--,4379370.0,--,136862492.0,120529445.0,--,--,16333047.0,--,--,16333047.0,--,3401908.0,3017284.0,762822,-1277000,5291387,364983,,,,,,,,,,,
2353,宏碁,,,,21900478.0,,,,--,--,,,,,,,1115222,--,-16277,0.93,,,,,3439132.0,,2796733.0,2796733.0,,--,1098945.0,--,237274883.0,211913649.0,--,--,25361234.0,--,--,25361234.0,208978,3669734.0,-230602.0,642399,-1697788,2815587,-18854,,,,,,,,,,,
2354,鴻準,,,,3733165.0,,,,--,--,,,,,,,33247393,--,1883,7.05,,,,,11446228.0,,9968335.0,9968335.0,,--,33249276.0,--,147815617.0,133556310.0,--,--,14259307.0,--,--,14259307.0,--,10526142.0,920086.0,1477893,23280941,9965386,2949,,,,,,,,,,,
2355,敬鵬,,,,1255422.0,,,,--,--,,,,,,,1308419,--,-4982,3.78,,,,,2240902.0,,1496209.0,1496209.0,,--,1303437.0,--,23645611.0,20355047.0,--,--,3290564.0,--,--,3290564.0,--,2035142.0,205760.0,744693,-192772,1500804,-4595,,,,,,,,,,,
2356,英業達,,,,16309574.0,,,,--,--,,,,,,,6091803,--,-2414595,1.88,,,,,7186448.0,,4337038.0,4337038.0,,--,3677208.0,--,467512347.0,442473204.0,--,--,25039143.0,--,--,25039143.0,--,8729569.0,-1543121.0,2849410,-659830,6754912,-2417874,,,,,,,,,,,
2357,華碩,,,,46669648.0,,,,--,--,,,,,,,5811152,--,478924,20.93,,,,,19963734.0,,16039994.0,16039994.0,,--,6290076.0,--,433966791.0,374562306.0,--,--,59404485.0,--,--,59404485.0,--,12734837.0,7228897.0,3923740,-9749918,15544905,495089,,,,,,,,,,,
2358,廷鑫,,,,88121.0,,,,--,--,,,,,,,34697,0,0,0.62,,,,,29214.0,,34499.0,34499.0,,--,34697.0,0,2480837.0,2373746.0,--,--,107091.0,--,--,107091.0,--,18970.0,10244.0,-5285,198,34499,0,,,,,,,,,,,
2359,所羅門,,,,596364.0,,,,--,--,,,,,,,-5504,--,-1866,0.34,,,,,112358.0,,64861.0,64861.0,,--,-7370.0,--,4009735.0,3196720.0,--,--,813015.0,--,--,813015.0,--,216651.0,-104293.0,47497,-72231,58927,5934,,,,,,,,,,,
2360,致茂電子,,,,4025791.0,,,,--,--,,,,,,,2425174,--,-14579,6.41,,,,,3122067.0,,2548823.0,2548823.0,,--,2410595.0,--,14901346.0,7832539.0,--,--,7068807.0,--,65,7068872.0,--,3043081.0,78986.0,573244,-138228,2558401,-9578,,,,,,,,,,,
2362,藍天,,,,4090673.0,,,,--,--,,,,,,,-547452,--,2522,1.12,,,,,1502956.0,,720658.0,720658.0,,--,-544930.0,--,20876980.0,16098384.0,--,--,4778596.0,--,--,4778596.0,--,687923.0,815033.0,782298,-1265588,717784,2874,,,,,,,,,,,
2363,矽統科技,,,,404721.0,,,,--,--,,,,,,,613598,--,--,-0.5,,,,,-227320.0,,-277552.0,-277552.0,,--,613598.0,--,211988.0,108589.0,--,--,103399.0,--,--,103399.0,--,-301322.0,74002.0,50232,891150,-277552,0,,,,,,,,,,,
2364,倫飛電腦,,,,269918.0,,,,--,--,,,,,,,-190420,--,0,-1.24,,,,,-183598.0,,-191676.0,-191676.0,,--,-190420.0,--,601919.0,499581.0,--,--,102338.0,--,--,102338.0,--,-167580.0,-16018.0,8078,1256,-191676,0,,,,,,,,,,,
2365,昆盈企業,,,,561060.0,,,,--,--,,,,,,,17687,--,-6381,0.19,,,,,47166.0,,42233.0,42233.0,,--,11306.0,--,2330824.0,1829524.0,--,--,501300.0,--,--,501300.0,--,-59760.0,106926.0,4933,-30927,48429,-6196,,,,,,,,,,,
2367,燿華,,,,1780667.0,,,,--,--,,,,,,,655661,--,-23909,1.24,,,,,680894.0,,651647.0,651647.0,,--,631752.0,--,18131323.0,15252066.0,--,--,2879257.0,--,--,2879257.0,--,1098590.0,-417696.0,29247,-19895,674107,-22460,,,,,,,,,,,
2368,金像電,,,,1824183.0,,,,--,--,,,,,,,-315180,--,--,-0.5,,,,,-262613.0,,-269103.0,-269103.0,,--,-315180.0,--,19166120.0,17283295.0,--,--,1882825.0,--,--,1882825.0,-138712,-80070.0,-182543.0,6490,-46077,-269103,--,,,,,,,,,,,
